,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Market Capitalization,42,25,500,500,500,500,1025,1440,1975,1575,485
1,Market Cap Growth,-95.05%,-95.05%,0%,0%,-51.26%,-65.31%,-48.10%,-8.57%,307.22%,186.36%,-
2,Enterprise Value,102,81,575,566,566,566,1092,1469,1975,1557,349
3,Last Close Price,0.07,0.05,0.99,0.99,0.99,0.99,2.05,2.88,3.95,3.15,0.97
4,PE Ratio,-,-,-,-,-,-,-,33.49,44.49,47.39,13.17
5,PS Ratio,0.67,0.48,4.86,7.80,9.43,4.02,4.05,2.70,4.02,6.28,1.39
6,PB Ratio,-0.34,-0.34,-32.39,113.15,40.99,10.87,14.17,4.65,6.64,5.90,1.92
7,P/TBV Ratio,-,-,-,113.15,40.99,10.87,14.17,4.65,6.64,5.90,1.92
8,P/FCF Ratio,11.72,-,65.21,505.00,-61.48,-,-,-,-,-,-
9,P/OCF Ratio,6.96,-,65.20,498.15,-61.56,-,-,-,-,-,-
10,EV/Sales Ratio,1.97,1.56,5.60,8.84,10.69,4.56,4.32,2.76,4.02,6.21,1.00
11,EV/EBITDA Ratio,-,-,-,-,-,-,-,27.38,38.08,38.59,6.64
12,EV/EBIT Ratio,-,-,-,-,-,-,-,28.36,38.66,38.95,6.72
13,EV/FCF Ratio,28.74,-,75.10,572.55,-69.70,-,-,-,-,-,-
14,Debt / Equity Ratio,-0.87,-0.87,-3.95,17.73,6.51,1.93,1.09,0.27,0.28,0.10,0.04
15,Debt / FCF Ratio,17.58,-,7.96,79.12,-9.76,-,-,-,-,-,-
16,Return on Capital Employed (ROCE),-,-,-,-,-,-,-,16.63%,17.18%,14.98%,20.52%
17,Earnings Yield,-182.03%,-307.60%,-5.40%,-8.40%,-13.71%,-54.37%,-21.92%,2.99%,2.25%,2.11%,7.59%
18,FCF Yield,8.53%,14.42%,1.53%,0.20%,-1.63%,-2.80%,-3.68%,-2.80%,-1.21%,-7.96%,-28.27%
19,Buyback Yield / Dilution,0.00%,-,0.01%,-0.03%,-0.94%,-0.90%,-,-,31.76%,-162.32%,-
20,Total Shareholder Return,0.00%,-,0.01%,-0.03%,-0.94%,-0.90%,-,-,31.76%,-162.32%,-
