,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,590,490,517,563,563,608,608,635,599,581,708,Upgrade
1,Market Cap Growth,-12.90%,-12.90%,-8.06%,-7.46%,-7.46%,-4.29%,1.52%,9.38%,-15.38%,-31.18%,-11.36%,Upgrade
2,Enterprise Value,985,619,793,580,306,241,181,9,-193,-174,95,Upgrade
3,Last Close Price,0.65,0.53,0.54,0.58,0.56,0.60,0.58,0.60,0.55,0.53,0.62,Upgrade
4,PE Ratio,9.14,7.60,7.85,4.24,4.15,8.82,11.25,9.02,8.57,8.56,13.06,Upgrade
5,PS Ratio,0.05,0.05,0.05,0.06,0.07,0.10,0.13,0.19,0.24,0.25,0.30,Upgrade
6,PB Ratio,0.23,0.18,0.19,0.21,0.20,0.22,0.21,0.22,0.22,0.23,0.27,Upgrade
7,P/TBV Ratio,0.20,0.20,0.21,0.23,0.23,0.23,0.23,0.24,0.23,0.24,0.29,Upgrade
8,P/FCF Ratio,18.36,-,-485.30,-,-5.73,-,-9.92,-,-,3.57,4.55,Upgrade
9,P/OCF Ratio,7.52,-,1.99,2.10,6.07,-,1.50,-,-,2.95,3.76,Upgrade
10,EV/Sales Ratio,0.09,0.06,0.08,0.06,0.04,0.04,0.04,0.00,-,-,0.04,Upgrade
11,EV/EBITDA Ratio,4.40,1.93,2.22,1.69,0.94,0.91,0.92,0.07,-,-,0.84,Upgrade
12,EV/EBIT Ratio,9.11,2.80,3.01,2.20,1.22,1.22,1.30,0.13,-,-,1.59,Upgrade
13,EV/FCF Ratio,30.67,-,-744.24,-,-3.11,-,-2.95,-,-,-,0.61,Upgrade
14,Debt / Equity Ratio,0.32,0.32,0.34,0.37,0.37,0.14,0.13,0.09,0.02,0.02,0.00,Upgrade
15,Debt / FCF Ratio,27.82,-,-881.47,-,-10.38,-,-6.09,-,-,0.35,0.02,Upgrade
16,Return on Capital Employed (ROCE),6.55%,6.55%,7.68%,8.15%,7.95%,6.76%,4.59%,2.26%,1.27%,1.64%,2.27%,Upgrade
17,Earnings Yield,10.94%,13.16%,12.74%,23.59%,24.11%,11.34%,8.89%,11.09%,11.67%,11.69%,7.66%,Upgrade
18,FCF Yield,5.45%,6.56%,-0.21%,-12.59%,-17.44%,-15.70%,-10.08%,-49.15%,-21.91%,28.04%,21.99%,Upgrade
19,Dividend Yield,4.62%,5.64%,5.54%,5.18%,5.35%,4.20%,4.30%,4.17%,4.52%,7.57%,6.50%,Upgrade
20,Total Shareholder Return,4.62%,5.64%,5.54%,5.18%,5.35%,4.20%,4.30%,4.17%,4.52%,7.57%,6.50%,Upgrade
