,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Revenue,5417,5396,4989,4932,3380,2961,1895,1408,1130,1193,Upgrade
1,Revenue Growth (YoY),8.57%,9.41%,47.63%,66.59%,78.35%,110.28%,67.68%,18.00%,-3.95%,-14.94%,Upgrade
2,Cost of Revenue,5176,5117,4700,4642,3112,2682,1710,1268,1011,1097,Upgrade
3,Gross Profit,240.97,279.37,289.62,290.27,268.11,278.28,185.17,140.06,119.36,96.05,Upgrade
4,"Selling, General & Admin",126.78,114.29,130.56,133.96,96.52,125.5,110.63,137.35,91.07,85.54,Upgrade
5,Other Operating Expenses,25.79,32.62,28.37,23.48,52.86,73.3,14.63,-2.85,-1.88,-1.99,Upgrade
6,Operating Expenses,152.57,146.92,158.93,157.44,149.39,198.8,125.26,134.49,89.2,83.55,Upgrade
7,Operating Income,88.4,132.45,130.69,132.83,118.72,79.48,59.91,5.57,30.16,12.5,Upgrade
8,Interest Expense,-15.37,-16.34,-9.98,-17.68,-1.52,-,-1.74,-1.42,-1.42,-0.11,Upgrade
9,Interest & Investment Income,4.81,5.85,7.79,9.3,5.19,8.74,4.5,6.68,10.9,11.02,Upgrade
10,Earnings From Equity Investments,-18.06,-94.63,-32.47,-17.2,-39.24,-71.03,-1.27,34.27,26.31,1.49,Upgrade
11,Currency Exchange Gain (Loss),7.33,1.76,0.78,6.04,5.18,2.01,1.7,6.22,-1.43,0.25,Upgrade
12,EBT Excluding Unusual Items,67.11,29.09,96.81,113.29,88.34,19.19,63.1,51.32,64.54,25.16,Upgrade
13,Gain (Loss) on Sale of Investments,30.11,23.76,-,-,-,-,-,-21.13,-,-,Upgrade
14,Gain (Loss) on Sale of Assets,-0.11,-0.13,-0.01,2.97,0.16,0.17,-0.18,-0.04,-,-0.67,Upgrade
15,Asset Writedown,-2.34,-6.02,1.58,-6.4,4.72,1.8,-2.9,-7.46,-9.34,-0.01,Upgrade
16,Other Unusual Items,-,-,-,-,-,-,-,6.18,-,-,Upgrade
17,Pretax Income,94.77,46.71,98.38,109.87,93.21,21.17,60.03,28.87,55.2,24.48,Upgrade
18,Income Tax Expense,23.9,25.67,26.64,28.91,21.13,3.64,6.02,1.78,9.4,5.16,Upgrade
19,Earnings From Continuing Operations,70.87,21.04,71.74,80.95,72.08,17.53,54,27.09,45.8,19.32,Upgrade
20,Minority Interest in Earnings,-13.14,-14.25,-12.6,-7.33,-10.03,-10.61,-6.86,-3.8,0.81,1.95,Upgrade
21,Net Income,57.73,6.79,59.13,73.62,62.05,6.92,47.15,23.29,46.61,21.26,Upgrade
22,Net Income to Common,57.73,6.79,59.13,73.62,62.05,6.92,47.15,23.29,46.61,21.26,Upgrade
23,Net Income Growth,-2.38%,-90.77%,-4.70%,964.52%,31.61%,-70.30%,1.15%,9.52%,41.46%,-52.42%,Upgrade
24,Shares Outstanding (Basic),908,908,908,908,908,908,908,908,908,908,Upgrade
25,Shares Outstanding (Diluted),908,908,908,908,908,908,908,908,908,908,Upgrade
26,EPS (Basic),0.06,0.01,0.07,0.08,0.07,0.01,0.05,0.03,0.05,0.02,Upgrade
27,EPS (Diluted),0.06,0.01,0.07,0.08,0.07,0.01,0.05,0.03,0.05,0.02,Upgrade
28,EPS Growth,-2.15%,-90.76%,-4.41%,962.99%,30.91%,-70.30%,1.85%,9.52%,41.67%,-52.19%,Upgrade
29,Free Cash Flow,-151.34,183.47,-184.54,113.67,-211.82,116.35,-177.62,-134.63,3.38,159.5,Upgrade
30,Free Cash Flow Per Share,-0.17,0.20,-0.20,0.13,-0.23,0.13,-0.20,-0.15,0.00,0.18,Upgrade
31,Dividend Per Share,0.010,0.020,0.010,0.020,0.010,0.015,0.010,0.015,0.010,0.030,Upgrade
32,Dividend Growth,0%,0%,0%,33.33%,0%,0%,0%,-50.00%,0%,0%,Upgrade
33,Operating Margin,1.63%,2.45%,2.62%,2.69%,3.51%,2.68%,3.16%,0.40%,2.67%,1.05%,Upgrade
34,Profit Margin,1.07%,0.13%,1.19%,1.49%,1.84%,0.23%,2.49%,1.65%,4.12%,1.78%,Upgrade
35,Free Cash Flow Margin,-2.79%,3.40%,-3.70%,2.30%,-6.27%,3.93%,-9.37%,-9.56%,0.30%,13.37%,Upgrade
36,EBITDA,141.05,179.81,176.84,165.88,158.23,107.48,89.94,33.92,57.25,39.54,Upgrade
37,D&A For EBITDA,52.65,47.36,46.15,33.05,39.51,28,30.03,28.35,27.09,27.03,Upgrade
38,EBIT,88.4,132.45,130.69,132.83,118.72,79.48,59.91,5.57,30.16,12.5,Upgrade
