,Fiscal Quarter,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020
,Period Ending,"Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020"
0,Cash & Equivalents,33.72,41.27,42.92,21.04,48.6,47.03,45.31,38.1,33.02,127.86
1,Trading Asset Securities,30.13,39.86,29.8,40.16,35.81,80.57,97.94,94.84,84.41,50.72
2,Accounts Receivable,65.36,100.28,134.49,137.61,116.44,128.93,150.98,131.19,125.95,132.92
3,Other Receivables,2.55,3.25,2.68,2.51,5.51,3.56,5.41,1.57,1.92,0.4
4,"Property, Plant & Equipment",19.32,3.12,4.35,7.44,10.55,13.67,16.87,12.59,6.43,10.03
5,Other Intangible Assets,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
6,Investments in Debt & Equity Securities,-,-,-,-,-,-,-,0.57,0.57,-
7,Other Current Assets,50.7,37.76,52.92,47.72,118.71,35.24,52.75,63.46,43.63,23.91
8,Long-Term Deferred Tax Assets,0.15,0.15,-,-,-,-,-,-,-,-
9,Other Long-Term Assets,5.19,5.18,4,4.6,4.58,4.53,1.73,1.05,2.11,1.23
10,Total Assets,207.62,231.37,271.66,261.58,340.7,314.02,371.5,343.87,298.56,347.58
11,Accounts Payable,45.65,36.63,46.02,47.69,109.44,29.27,64.18,78.23,57.85,35.51
12,Accrued Expenses,3.32,5.88,11.73,2.8,7.99,6,7.26,6.1,4.01,3.25
13,Short-Term Debt,8.74,32.64,33.13,35.37,29.69,56.88,51.95,24.56,20.52,8.28
14,Current Portion of Leases,2.89,0.25,2.73,5.11,5.07,5.04,5.37,3.46,5.11,6.48
15,Other Current Liabilities,15.78,21.05,18.19,19.83,24.45,35.96,42.12,46.49,31.61,102.1
16,Long-Term Leases,14.12,0.2,-,0.24,2.88,5.5,7.96,5.74,0.46,2.29
17,Total Liabilities,91.29,97.62,112.59,113.45,182.79,143.51,188.78,170.22,128.86,172.95
18,Common Stock,4.06,4.06,4.06,4.06,4.06,4.06,4.06,4.06,4.06,4.06
19,Additional Paid-In Capital,110.37,110.37,110.37,110.37,110.37,110.37,110.37,110.37,110.37,110.37
20,Retained Earnings,-38.58,-21.07,4.03,-6.98,2.44,13.38,24.69,16.41,12.27,19.79
21,Comprehensive Income & Other,39.81,39.58,39.61,39.63,39.86,41.55,42.2,41.42,41.6,40.41
22,Total Common Equity,115.66,132.94,158.07,147.08,156.73,169.36,181.32,172.26,168.3,174.63
23,Minority Interest,0.67,0.81,1,1.06,1.18,1.16,1.39,1.4,1.4,-
24,Shareholders' Equity,116.33,133.75,159.07,148.13,157.91,170.51,182.72,173.65,169.7,174.63
25,Total Liabilities & Equity,207.62,231.37,271.66,261.58,340.7,314.02,371.5,343.87,298.56,347.58
26,Total Debt,25.75,33.08,35.86,40.72,37.65,67.41,65.27,33.76,26.09,17.05
27,Net Cash (Debt),38.1,48.05,36.86,20.48,46.77,60.19,77.98,99.18,91.34,161.54
28,Net Cash Growth,3.37%,134.65%,-21.18%,-65.97%,-40.03%,-39.32%,-14.62%,-38.60%,-56.04%,169.29%
29,Net Cash Per Share,0.09,0.12,0.09,0.05,0.12,0.15,0.19,0.24,0.21,0.40
30,Filing Date Shares Outstanding,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96
31,Total Common Shares Outstanding,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96
32,Working Capital,105.29,125.01,150.22,135.83,145.16,157.31,171.57,164.68,160.54,165.16
33,Book Value Per Share,0.28,0.33,0.39,0.36,0.39,0.42,0.45,0.42,0.41,0.43
34,Tangible Book Value,115.16,132.44,157.57,146.58,156.23,168.86,180.82,171.76,167.8,174.13
35,Tangible Book Value Per Share,0.28,0.33,0.39,0.36,0.38,0.42,0.45,0.42,0.41,0.43
