,Fiscal Quarter,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020
,Period Ending,"Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020"
0,Interest and Dividend Income,-3.67,15.5,4.94,7.5,-11.7,-7.79,0.25,11.27,23.77,1.55
1,Total Interest Expense,1.28,0.99,0.96,1.14,2.91,0.52,0.39,0.28,0.33,0.39
2,Net Interest Income,-4.95,14.51,3.98,6.36,-14.61,-8.31,-0.14,10.99,23.44,1.16
3,Asset Management Fee,0.07,2.41,2.52,0.42,-,-,-,-,0.03,0.02
4,Underwriting & Investment Banking Fee,11.31,11.06,49.22,12.7,24.36,29.09,41.85,26.61,20.52,43.1
5,Other Revenue,0.87,1.6,6.93,3.73,9.87,6.14,8.61,8.64,17.31,8.94
6,Revenue,7.3,29.57,62.65,23.2,19.62,26.92,50.32,46.25,61.3,53.22
7,Revenue Growth (YoY),-88.35%,27.46%,219.25%,-13.79%,-61.00%,-41.80%,-17.90%,-13.11%,19.97%,2.23%
8,Salaries & Employee Benefits,16.95,24.8,29.7,18.05,25,20.8,27.25,22.85,25.12,23
9,Cost of Services Provided,-,-,-,-,-,-,-,-10.94,10.94,15.89
10,Total Operating Expenses,19.45,24.86,40.82,17.94,27.72,31,28.03,11.29,39.44,41.03
11,Operating Income,-12.15,4.71,21.84,5.26,-8.1,-4.08,22.29,34.95,21.86,12.19
12,Currency Exchange Gains,0.01,-0.06,0.46,-0.46,0.13,0.14,-0.18,-0.13,0.02,-0.02
13,Other Non-Operating Income (Expenses),-8.04,-16.51,-11.83,-17.23,-17.18,-14.64,-17.76,-26.46,0.18,-1.13
14,EBT Excluding Unusual Items,-17.06,-16.5,11.57,-9.22,-12.42,-11.07,10.38,4.19,14.28,11.62
15,Asset Writedown,-,-,-,-,-,-0,-,-,-,-
16,Gain (Loss) on Sale of Investments,-0.58,0.52,0.09,0.03,0.06,-0.54,0.54,-,-,0.88
17,Pretax Income,-17.63,-15.98,11.66,-9.19,-12.36,-11.62,10.92,4.19,14.28,12.5
18,Income Tax Expense,0.01,-0.82,0.72,0.59,0.65,0.59,2.25,0.37,2.12,3.89
19,Earnings From Continuing Ops.,-17.65,-15.17,10.94,-9.78,-13.01,-12.2,8.67,3.82,12.16,8.61
20,Minority Interest in Earnings,0.15,0.19,0.05,0.13,-0.03,0.24,0.01,-,0.15,-
21,Net Income,-17.5,-14.98,10.99,-9.65,-13.04,-11.97,8.67,3.82,12.31,8.61
22,Net Income to Common,-17.5,-14.98,10.99,-9.65,-13.04,-11.97,8.67,3.82,12.31,8.61
23,Net Income Growth,-,-,-,-,-,-,-29.53%,-55.68%,122.10%,-35.06%
24,Shares Outstanding (Basic),406,406,406,406,406,406,406,406,406,406
25,Shares Outstanding (Diluted),406,406,406,406,406,406,406,406,430,406
26,Shares Change (YoY),-,-,-,-,-0.09%,-,-5.59%,0.01%,30.99%,23.76%
27,EPS (Basic),-0.04,-0.04,0.03,-0.02,-0.03,-0.03,0.02,0.01,0.03,0.02
28,EPS (Diluted),-0.04,-0.04,0.03,-0.02,-0.03,-0.03,0.02,0.01,0.03,0.02
29,EPS Growth,-,-,-,-,-,-,-27.58%,-56.22%,71.86%,-46.99%
30,Free Cash Flow,20.69,15.56,25.42,-23.81,11.24,-0.79,-6.65,-3.97,-77.88,-55.66
31,Free Cash Flow Per Share,0.05,0.04,0.06,-0.06,0.03,-0.00,-0.02,-0.01,-0.18,-0.14
32,Dividend Per Share,-,-,0.025,-,-,-,-,-,-,0.049
33,Operating Margin,-166.42%,15.93%,34.85%,22.68%,-41.25%,-15.16%,44.30%,75.58%,35.67%,22.91%
34,Profit Margin,-239.77%,-50.65%,17.55%,-41.59%,-66.42%,-44.46%,17.24%,8.25%,20.08%,16.17%
35,Free Cash Flow Margin,283.45%,52.62%,40.57%,-102.61%,57.25%,-2.94%,-13.22%,-8.58%,-127.05%,-104.58%
36,Revenue as Reported,8.58,30.57,63.61,24.34,22.53,27.44,50.71,46.52,61.63,53.61
