,Fiscal Quarter,Current,Q2 2025,Q1 2025,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,+10 Quarters
,Period Ending,"Mar '25 Mar 12, 2025","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+10 Quarters
0,Market Capitalization,252,161,226,285,163,306,351,279,214,130,163,226,147,80,84,86,93,96,73,74,69,Upgrade
1,Market Cap Growth,-47.20%,-47.20%,-35.73%,2.07%,-23.84%,135.80%,115.35%,23.64%,45.80%,62.00%,94.29%,162.33%,58.06%,-16.67%,15.07%,16.22%,34.78%,24.68%,-58.05%,-61.46%,-71.95%,Upgrade
2,Enterprise Value,279,182,246,297,176,328,374,299,235,140,174,218,140,66,70,70,77,65,42,30,25,Upgrade
3,Last Close Price,0.13,0.09,0.12,0.15,0.09,0.16,0.19,0.15,0.16,0.11,0.14,0.19,0.15,0.08,0.08,0.09,0.09,0.10,0.07,0.07,0.07,Upgrade
4,PS Ratio,6.21,3.97,6.26,8.98,6.56,19.85,31.12,33.29,36.92,24.53,33.13,57.98,31.61,11.60,8.81,6.95,4.05,2.09,1.15,0.92,0.70,Upgrade
5,PB Ratio,32.79,20.96,29.34,12.21,7.00,7.63,6.71,5.33,70.48,42.62,6.93,9.58,-,2.77,1.77,1.81,-,1.44,0.96,0.98,-,Upgrade
6,P/TBV Ratio,64.79,64.79,90.71,17.25,9.89,9.53,8.24,6.54,-,-,8.42,11.63,-,3.35,2.03,2.07,-,1.81,1.20,1.22,-,Upgrade
7,P/FCF Ratio,104.32,-,-,78.89,90.46,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
8,P/OCF Ratio,39.89,-,-,68.00,77.97,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
9,EV/Sales Ratio,6.85,4.47,6.83,9.37,7.06,21.28,33.07,35.73,40.43,26.48,35.23,56.07,30.01,9.51,7.30,5.65,3.34,1.42,0.67,0.37,0.25,Upgrade
10,EV/EBITDA Ratio,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3.26,Upgrade
11,EV/FCF Ratio,115.14,-,-,82.34,97.36,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
12,Debt / Equity Ratio,3.82,3.82,3.82,1.07,1.07,0.56,0.69,0.69,12.51,12.51,1.95,1.95,-,0.69,0.61,0.61,-,0.27,0.10,0.10,-,Upgrade
13,Debt / FCF Ratio,12.16,-,-,6.91,13.83,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
14,Asset Turnover,0.61,0.44,0.38,0.41,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,
15,Quick Ratio,0.27,0.27,0.27,0.65,0.65,0.64,-,0.51,-,0.58,-,0.79,-,1.16,-,2.73,-,5.97,-,5.38,-,Upgrade
16,Current Ratio,0.40,0.40,0.40,0.74,0.74,0.75,-,0.89,-,0.74,-,1.11,-,1.23,-,4.10,-,7.87,-,5.85,-,Upgrade
17,Return on Equity (ROE),-413.56%,-205.31%,-163.69%,-120.49%,-97.81%,-51.79%,-91.23%,-791.45%,-246.79%,-198.71%,-,-,-101.11%,-65.54%,-,-,-35.10%,-27.55%,-,-,Upgrade,
18,Return on Assets (ROA),-26.28%,-19.10%,-19.05%,-21.02%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,
19,Return on Capital (ROIC),-45.55%,-39.61%,-44.48%,-38.78%,-35.44%,-29.63%,-38.87%,-35.47%,-28.92%,-38.10%,-,-,-33.01%,-21.65%,-,-,-17.54%,-15.25%,-,-,Upgrade,
20,Earnings Yield,-13.87%,-21.70%,-16.97%,-13.05%,-20.79%,-9.95%,-7.77%,-11.56%,-18.39%,-31.62%,-26.00%,-17.07%,-25.68%,-45.77%,-39.53%,-35.65%,-24.57%,-17.82%,-15.60%,-7.53%,2.09%,Upgrade
21,FCF Yield,0.96%,1.50%,1.33%,1.27%,1.11%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
22,Buyback Yield / Dilution,-18.20%,-0.70%,-2.07%,-37.28%,-46.51%,-57.07%,-54.96%,-27.63%,-29.55%,-20.00%,-20.00%,-8.33%,-,-,-,-,-,-,-,-0.40%,-4.25%,Upgrade
23,Total Shareholder Return,-18.20%,-0.70%,-2.07%,-37.28%,-46.51%,-57.07%,-54.96%,-27.63%,-29.55%,-20.00%,-20.00%,-8.33%,-,-,-,-,-,-,-,-0.40%,-4.25%,Upgrade
