,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+1 Quarters
,Period Ending,"Mar '25 Mar 10, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+1 Quarters
0,Market Capitalization,97,134,71,72,93,149,253,230,108,799,691,Upgrade
1,Market Cap Growth,86.79%,86.79%,-23.48%,-51.82%,-63.04%,-35.29%,133.33%,-71.19%,-84.32%,94.12%,1.18%,Upgrade
2,Last Close Price,0.20,0.33,0.18,0.27,0.31,0.60,1.02,0.93,0.44,3.22,2.67,Upgrade
3,PE Ratio,-,-,-,-1.68,-,-18.43,-,-12.88,-,105.13,95.50,Upgrade
4,PS Ratio,15.14,24.73,17.21,-11.06,-17.62,8.54,12.89,29.96,8.58,26.37,26.83,Upgrade
5,PB Ratio,0.48,0.79,0.42,0.44,0.57,0.77,1.32,1.14,0.55,3.64,2.86,Upgrade
6,P/FCF Ratio,-,-,-,-1.74,-,5.21,-12.99,-,1.60,11.81,15.67,Upgrade
7,P/OCF Ratio,-,-,-,-1.74,-,5.11,-13.37,-,1.60,11.81,15.67,Upgrade
8,Debt / Equity Ratio,0.00,0.00,0.00,0.01,0.01,0.01,0.01,0.00,0.01,0.01,0.02,Upgrade
9,Debt / FCF Ratio,-,-,-,-0.03,-,0.07,-0.13,-,0.03,0.04,0.09,Upgrade
10,Earnings Yield,-26.33%,-19.05%,-34.12%,-59.41%,-44.40%,-5.43%,-1.95%,-7.76%,-17.39%,0.95%,1.05%,Upgrade
11,FCF Yield,-42.33%,-42.33%,-49.94%,-57.35%,-30.91%,19.18%,-7.70%,6.70%,62.43%,8.47%,6.38%,Upgrade
12,Buyback Yield / Dilution,-58.97%,-50.00%,-68.78%,-20.00%,-5.81%,-,-4.31%,0.83%,6.89%,7.33%,1.79%,Upgrade
13,Total Shareholder Return,-58.97%,-50.00%,-68.78%,-20.00%,-5.81%,-,-4.31%,0.83%,6.89%,7.33%,1.79%,Upgrade
