,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Jan '22 Jan 1, 2022","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020"
0,Cash & Equivalents,486.54,418.44,272.65,450.87,502.28,436.5,165.62,618.64,371.76,560.48,740.81,136.95,-,-,-,57.59,-,96.48,96.48
1,Short-Term Investments,-,1245,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,Trading Asset Securities,192.34,387.79,426.53,274.44,471.46,277.95,518.16,292.09,580.14,429.7,1009,-,-,-,-,-,-,-,-
3,Cash & Short-Term Investments,678.88,2051,699.18,725.3,973.74,714.44,683.79,910.73,951.9,990.18,1750,136.95,-,-,57.59,57.59,96.48,96.48,96.48
4,Cash Growth,-30.28%,187.08%,2.25%,-20.36%,2.29%,-27.85%,-60.92%,565.02%,-,-,2938.46%,137.81%,-,-,-40.31%,-,-,-,-
5,Accounts Receivable,-,3.1,0.31,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6,Other Receivables,0.02,0.02,0.22,0.22,0.17,0.08,0.06,0.41,0.55,0.46,2.42,0.6,-,-,-,0.95,-,1.67,1.67
7,Receivables,0.02,3.12,0.54,0.22,0.17,0.08,0.06,0.41,0.55,0.46,2.42,0.6,-,-,-,0.95,-,1.67,1.67
8,Inventory,178.73,189.17,141.96,133.65,179.51,146.65,203.68,136.51,86.97,188.77,155.37,88.45,-,-,-,108.35,-,81.59,81.59
