,Fiscal Quarter,Current,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+20 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Jan '22 Jan 1, 2022","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Jan '21 Jan 1, 2021","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Market Capitalization,8052056,7133365,8646503,8492200,11786144,11683208,5590969,6124692,5712948,4580652,5584278,6768042,16469759,18245405,2650602,2547666,3113814,3216750,1878582,1878582,1518306,Upgrade
1,Market Cap Growth,-38.94%,-38.94%,54.65%,38.66%,106.31%,155.06%,0.12%,-9.51%,-65.31%,-74.89%,110.68%,165.66%,428.93%,467.20%,41.10%,35.62%,105.08%,32.98%,-27.00%,8.63%,-20.70%,Upgrade
2,Enterprise Value,6809040,6094477,7515028,7200707,10540651,9795780,5976978,7280075,6541764,5650479,7089957,8198097,18214266,20165300,4442139,4359584,4895633,5434167,3970018,3914968,3317193,Upgrade
3,Last Close Price,14900.00,13200.00,16000.00,15714.29,21809.52,21619.05,20285.71,16947.19,15807.88,12674.79,15451.85,18727.35,45572.27,50485.53,7334.29,7049.46,8616.01,8900.83,5198.09,5198.09,4201.19,Upgrade
4,PE Ratio,42.30,37.47,51.34,52.57,74.52,77.49,20.81,23.63,23.29,18.20,18.46,28.14,119.41,216.63,-,-,-,-,26.05,-,4.05,Upgrade
5,PS Ratio,6.16,5.45,6.28,6.13,8.89,8.38,2.29,2.43,2.19,1.80,3.61,5.06,15.65,20.23,2.53,2.14,2.64,2.43,0.91,0.77,0.40,Upgrade
6,PB Ratio,1.32,1.13,1.37,1.35,1.88,1.87,0.88,1.62,1.53,1.23,1.57,1.93,4.63,5.16,0.82,0.78,0.91,0.93,0.53,0.53,0.42,Upgrade
7,P/TBV Ratio,1.19,1.19,1.45,1.43,2.00,2.00,0.96,1.90,1.80,1.46,1.89,2.32,5.68,6.38,1.09,1.03,1.23,1.26,0.73,0.74,0.59,Upgrade
8,P/FCF Ratio,-,-14.92,-,-,-,-,-,9.59,-,13.12,54.39,-423.35,-,-,-,-,-,-10.59,-,-,-,Upgrade
9,P/OCF Ratio,-,-125.72,-24.84,-14.22,-,-,-,7.49,-,10.03,38.36,-562.66,-,-,-,9.82,-,11.38,-1.11,-,-1.99,Upgrade
10,EV/Sales Ratio,5.21,4.66,5.46,5.20,7.95,7.03,2.45,2.89,2.50,2.22,4.58,6.13,17.30,22.36,4.24,3.67,4.16,4.10,1.92,1.60,0.87,Upgrade
11,EV/EBITDA Ratio,23.17,20.74,26.57,27.13,35.45,32.10,10.61,12.04,10.47,8.78,18.07,28.74,137.77,405.68,-,-,41.63,31.25,9.18,-,3.48,Upgrade
12,EV/EBIT Ratio,36.89,33.02,41.90,43.30,52.46,46.98,12.87,14.40,12.45,10.43,25.56,48.08,2529.17,-255.24,-,-,-,135.77,15.12,-,4.05,Upgrade
13,EV/FCF Ratio,-14.24,-12.74,-,-,-,-,-,11.40,-,16.18,69.05,-512.80,-,-,-,-,-,-17.88,-,-,-,Upgrade
14,Debt / Equity Ratio,0.08,0.08,0.09,0.09,0.09,0.13,0.10,0.17,0.30,0.31,0.47,0.50,0.49,0.49,0.61,0.59,0.57,0.56,0.64,0.73,0.68,Upgrade
15,Debt / EBITDA Ratio,1.80,1.61,1.65,2.29,2.11,2.90,2.38,1.71,3.64,0.89,3.91,3.83,4.62,5.62,-,-,39.54,6.04,7.01,-,9.07,Upgrade
16,Debt / FCF Ratio,-,-1.10,-,-,-,-,-,1.00,-,3.34,16.20,-108.80,-,-,-,-,-,-6.40,-,-,-,Upgrade
17,Asset Turnover,0.17,0.11,0.17,0.13,0.19,0.12,0.20,0.21,0.80,0.17,0.23,0.17,0.28,0.07,0.08,0.08,0.34,0.14,0.07,0.14,Upgrade,
18,Inventory Turnover,0.72,0.94,0.48,0.84,0.59,0.88,0.43,0.61,0.69,2.62,0.67,1.49,1.32,2.32,0.66,1.04,0.75,2.72,0.72,0.68,0.71,Upgrade
