,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+20 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Jan '22 Jan 1, 2022","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Jan '21 Jan 1, 2021","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Cash & Equivalents,993341,1025355,1030816,1243176,1153357,2928013,599948,122596,407902,318570,255250,216529,319051,59321,84194,112054,228678,169719,129959,154096,Upgrade
1,Short-Term Investments,1005608,830687,932687,918687,1211787,10188,96528,277428,382865,748765,438598,627698,580198,438198,550198,536198,479698,498698,962698,958698,Upgrade
2,Cash & Short-Term Investments,1998948,1856042,1963503,2161863,2365144,2938201,696476,400024,790768,1067335,693848,844227,899249,497519,634392,648252,708376,668417,1092657,1112794,Upgrade
3,Cash Growth,-15.48%,-36.83%,181.92%,440.43%,199.09%,175.28%,0.38%,-52.62%,-12.06%,114.53%,9.37%,30.23%,26.95%,-25.57%,-41.94%,-41.75%,-42.16%,-54.02%,-7.35%,-33.39%,Upgrade
4,Accounts Receivable,564066,552473,567842,568626,596363,635350,619890,644246,729850,630407,611243,516179,632348,343950,347257,395080,498616,433410,462852,615934,Upgrade
5,Other Receivables,33209,655519,652667,662559,653413,311299,314038,314878,310903,314904,436697,267187,13082,25379,21749,28619,33889,31338,36864,38901,Upgrade
6,Receivables,597274,1249292,1250608,1231184,1260576,982349,933927,959124,1040753,945311,1047940,783366,645431,478451,474257,529449,692254,767348,724416,820135,Upgrade
7,Inventory,1373763,1274904,1328047,1442658,1275134,1638266,1458046,1471268,1467663,1463119,923325,592298,606708,702116,625803,682342,665079,794988,848816,914105,Upgrade
8,Prepaid Expenses,75634,86982,94971,115102,116511,133057,37002,30108,42357,49895,29362,8475,4925,7373,8429,8728,10301,2968,3705,21662,Upgrade
9,Other Current Assets,949224,440125,410053,390076,735024,373702,319954,318876,319553,352232,693341,390094,408110,453277,435454,435044,428598,533374,482058,461578,Upgrade
10,Total Current Assets,4994844,4907346,5047183,5340883,5752391,6065574,3445405,3179401,3661094,3877893,3387816,2618461,2564423,2138736,2178335,2303814,2504609,2767094,3151651,3330274,Upgrade
11,"Property, Plant & Equipment",3196682,3237143,3153966,2903442,2859022,2647010,2650071,2584257,2559842,3032793,3178683,3495502,3516128,3648201,3651365,3627297,3644917,3413584,3322509,3229927,Upgrade
12,Long-Term Investments,100,100,100,-,-,-,-,-,-,1600,1600,1600,1600,1600,1600,1600,1600,1600,1600,1600,Upgrade
13,Goodwill,37197,42839,47251,51664,56076,60489,64902,69314,73727,78063,82457,86850,91244,294571,303147,313713,324278,337608,351035,364429,Upgrade
14,Other Intangible Assets,48850,44707,44013,43785,44718,44957,46114,47042,48154,47398,48456,49204,49631,50843,47797,48654,39211,28675,29392,30124,Upgrade
15,Long-Term Deferred Tax Assets,22743,22965,23038,23464,23654,24256,18484,17136,17750,19434,20081,20560,21043,15899,15930,16569,16156,14931,15259,15795,Upgrade
16,Other Long-Term Assets,663478,697712,704213,695910,688986,694058,698755,695513,699921,789153,794661,805275,805983,861868,879145,891355,907499,979482,972078,990659,Upgrade
17,Total Assets,8963895,8952812,9019764,9059148,9424848,9536343,6923731,6592663,7060487,7846335,7513754,7077452,7050052,7011718,7077319,7203002,7438270,7542974,7843525,7962807,Upgrade
18,Accounts Payable,220058,226212,231784,252162,209428,204643,175808,305880,341417,240142,287845,249814,293875,296130,315940,312724,438326,493131,397039,537904,Upgrade
19,Accrued Expenses,158773,144983,110963,130829,120680,219391,200407,96841,309596,113504,186228,132933,140625,298253,160100,132879,169881,209781,207319,321655,Upgrade
20,Short-Term Debt,-,430,32652,1430,319343,230,131710,500,150300,-,262390,-,122702,314150,371952,-,295421,-,-,-,Upgrade
21,Current Portion of Long-Term Debt,198306,169023,192000,233445,223122,300368,193824,708989,597400,870407,648354,833724,718046,428751,348892,497817,235059,802209,1133717,1309170,Upgrade
22,Current Portion of Leases,-,-,-,-,-,-,-,-,-,-,-,-,-,583.25,972.08,1555,2139,583.25,1166,1750,Upgrade
23,Current Income Taxes Payable,51749,41104,31610,18139,72268,50100,33780,32774,125048,62338,44155,19027,22059,15154,13712,7461,70924,35010,30050,38622,Upgrade
24,Current Unearned Revenue,3631,3882,3997,3806,3706,3873,3577,5013,3551,3582,3548,3853,2882,3351,3581,3242,4182,7024,12056,6118,Upgrade
25,Other Current Liabilities,1340162,1304570,1413115,1394287,1523311,1654519,1635438,814180,898699,1785987,1330205,964363,892637,710382,862054,925370,885422,516630,660153,475749,Upgrade
26,Total Current Liabilities,1972679,1890204,2016121,2034099,2471859,2433124,2374544,1964176,2426012,3075960,2762725,2203713,2192825,2066755,2077204,1881049,2101353,2064369,2441501,2690970,Upgrade
27,Long-Term Debt,330060,373692,337984,339778,279307,315539,313188,397354,417562,792404,828647,916341,906291,1224956,1232724,1434487,1411736,1474703,1432292,1172673,Upgrade
28,Long-Term Leases,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2139,2139,2139,Upgrade
29,Long-Term Unearned Revenue,162755,169958,176436,187787,188466,193760,199613,202331,208892,197495,203047,208695,214151,220957,223900,230674,233584,240328,237676,253031,Upgrade
30,Long-Term Deferred Tax Liabilities,62451,62787,62440,62020,61425,61391,60875,60007,60007,57903,54370,43433,40498,66395,58561,36231,31554,21223,14092,10001,Upgrade
31,Other Long-Term Liabilities,120273,126578,142988,158092,177734,182950,199315,227868,228860,172825,156385,146402,161935,203947,198821,202906,203698,196040,179049,185098,Upgrade
32,Total Liabilities,2648217,2623220,2735970,2781775,3178792,3186763,3147535,2851737,3341333,4296588,4005174,3518584,3515699,3783009,3791211,3785346,3981925,3998801,4306749,4313912,Upgrade
33,Common Stock,5404064,5404064,5146788,5146788,5146788,5146788,2573400,2573400,2573400,2573400,2573400,2573400,2573400,2573400,2573400,2573400,2573400,2573400,2573400,2573400,Upgrade
34,Retained Earnings,684480,651951,868048,835300,801822,768589,759034,718962,693100,501996,475043,461250,427235,206336,241320,317946,337105,364572,348597,412048,Upgrade
35,Comprehensive Income & Other,-433.15,-433.15,-433.15,-433.15,-433.15,-433.15,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
36,Total Common Equity,6088111,6055582,6014402,5981655,5948177,5914943,3332433,3292362,3266500,3075396,3048443,3034650,3000635,2779736,2814719,2891346,2910505,2937972,2921997,2985447,Upgrade
37,Minority Interest,227567,274009,269392,295718,297879,434637,443763,448565,452655,474351,460137,524218,533717,448973,471389,526310,545841,606200,614779,663448,Upgrade
38,Shareholders' Equity,6315678,6329591,6283794,6277373,6246056,6349580,3776197,3740927,3719155,3549747,3508580,3558868,3534352,3228709,3286108,3417656,3456345,3544172,3536775,3648896,Upgrade
39,Total Liabilities & Equity,8963895,8952812,9019764,9059148,9424848,9536343,6923731,6592663,7060487,7846335,7513754,7077452,7050052,7011718,7077319,7203002,7438270,7542974,7843525,7962807,Upgrade
40,Total Debt,528366,543145,562636,574652,821773,616136,638722,1106843,1165263,1662812,1739391,1750065,1747039,1968440,1954540,1933859,1944354,2279634,2569314,2485732,Upgrade
41,Net Cash (Debt),1470583,1312897,1400867,1587211,1543371,2322064,57754,-706819,-374495,-595476,-1045542,-905837,-847790,-1470922,-1320148,-1285608,-1235978,-1611217,-1476657,-1372938,Upgrade
42,Net Cash Growth,-4.72%,-43.46%,2325.59%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
43,Net Cash Per Share,2721.25,2429.46,2592.22,2937.03,2855.91,-,213.74,-2615.84,-1385.96,-2203.78,-3869.41,-3352.38,-3137.56,-5443.68,-4885.69,-4757.86,-4574.19,-5962.90,-5464.91,-5081.06,Upgrade
44,Filing Date Shares Outstanding,540.41,540.41,540.41,540.41,540.41,-,270.21,270.21,270.21,270.21,270.21,270.21,270.21,270.21,270.21,270.21,270.21,270.21,270.21,270.21,Upgrade
45,Total Common Shares Outstanding,540.41,540.41,540.41,540.41,540.41,-,270.21,270.21,270.21,270.21,270.21,270.21,270.21,270.21,270.21,270.21,270.21,270.21,270.21,270.21,Upgrade
46,Working Capital,3022165,3017142,3031062,3306784,3280532,3632450,1070861,1215224,1235082,801933,625091,414748,371597,71981,101131,422765,403256,702725,710150,639304,Upgrade
47,Book Value Per Share,11265.80,11205.61,11129.28,11068.68,11006.73,-,12332.89,12184.59,12088.88,11381.63,11281.88,11230.83,11104.95,10287.43,10416.90,10700.48,10771.39,10873.04,10813.92,11048.74,Upgrade
48,Tangible Book Value,6002064,5968036,5923138,5886206,5847382,5809497,3221418,3176006,3144619,2949935,2917530,2898595,2859761,2434322,2463775,2528979,2547015,2571690,2541570,2590895,Upgrade
49,Tangible Book Value Per Share,11106.57,11043.61,10960.40,10892.06,10820.22,-,11922.04,11753.97,11637.82,10917.31,10797.39,10727.31,10583.59,9009.10,9118.10,9359.41,9426.16,9517.48,9406.01,9588.56,Upgrade
50,Buildings,2425371,2447150,2422789,1580433,1580433,1580597,1580954,1554988,1554988,1552761,1552761,1552761,1552761,1552699,1552609,1552512,1403312,1400114,1400179,1396057,Upgrade
51,Machinery,157983,162769,171220,166879,161905,161959,162020,162337,162337,162258,158323,156336,155207,144656,144360,144448,146390,147719,146592,147326,Upgrade
52,Construction In Progress,1079771,1079262,1008528,1589715,1540257,1314967,1303808,1248681,1210474,1671196,1811624,2115197,2121591,2236530,2225428,2186415,2338096,2094212,1988783,1885142,Upgrade
