,Fiscal Quarter,Current,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Jan '22 Jan 1, 2022","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Market Capitalization,5065,5156,4355,5213,6070,7236,6271,6459,5896,5869,6548,7541,9789,9750,10351,11345,9724,12991,13357,9057,7580,Upgrade
1,Market Cap Growth,-28.74%,-28.74%,-30.56%,-19.29%,2.95%,23.29%,-4.23%,-14.35%,-39.77%,-39.80%,-36.74%,-33.53%,0.67%,-24.95%,-22.50%,25.25%,28.28%,85.10%,72.93%,1.34%,12.24%,Upgrade
2,Enterprise Value,5049,5000,4424,5300,6158,7306,6556,6681,6118,6000,6344,7913,10161,9749,10326,11656,10035,13338,13409,9248,7771,Upgrade
3,Last Close Price,3.90,3.97,3.23,3.87,4.50,5.37,4.64,4.78,4.36,4.34,4.94,5.69,7.39,7.36,7.79,8.53,7.31,9.77,10.01,6.79,5.68,Upgrade
4,PE Ratio,20.44,20.26,16.29,20.60,24.26,35.44,32.15,39.77,-,-6.44,-7.54,-8.66,-,29.87,35.08,34.21,30.63,34.79,37.00,22.79,17.81,Upgrade
5,Forward PE,-,13.67,13.67,13.67,13.67,13.67,13.67,13.67,13.33,13.07,14.96,18.24,22.53,23.59,27.31,29.93,18.89,24.05,25.66,21.66,18.56,Upgrade
6,PS Ratio,0.42,0.42,0.34,0.40,0.47,0.59,0.51,0.53,0.49,0.49,0.54,0.62,0.81,0.77,0.85,1.01,0.90,1.27,1.34,0.88,0.70,Upgrade
7,PB Ratio,0.64,0.62,0.53,0.64,0.74,0.88,0.78,0.81,0.74,0.73,0.82,0.96,1.28,1.11,1.20,1.31,1.13,1.53,1.60,1.09,0.92,Upgrade
8,P/TBV Ratio,0.68,0.68,0.59,0.70,0.81,0.97,0.86,0.89,0.82,0.80,0.91,1.06,1.41,1.22,1.31,1.44,1.25,1.69,1.76,1.20,1.01,Upgrade
9,P/FCF Ratio,15.17,15.44,13.50,-,34.32,-,37.14,-,-148.52,-,-,-,54.44,-,22.32,-,23.82,-140.87,-,-,47.88,Upgrade
10,P/OCF Ratio,14.76,14.76,12.52,-,29.70,13.26,31.18,-,235.93,-,-,-,40.07,-,18.25,-,17.55,69.80,-,-,17.69,Upgrade
11,PEG Ratio,2.22,2.22,2.22,2.22,2.22,2.22,2.22,2.22,2.22,2.22,2.22,2.22,2.22,2.22,2.22,2.22,2.22,2.22,2.22,2.22,2.22,Upgrade
12,EV/Sales Ratio,0.41,0.40,0.34,0.41,0.48,0.60,0.53,0.55,0.50,0.50,0.52,0.65,0.84,0.77,0.85,1.04,0.93,1.31,1.35,0.90,0.72,Upgrade
13,EV/EBITDA Ratio,13.21,14.20,10.99,13.53,15.80,50.64,23.70,44.66,-,-7.21,-7.81,-11.03,-,19.66,23.64,24.93,21.76,21.26,23.53,15.20,12.23,Upgrade
14,EV/EBIT Ratio,16.84,16.67,12.73,15.83,18.65,89.24,30.82,78.96,-,-6.67,-,-10.06,-,22.80,27.90,28.98,25.27,23.63,26.41,16.91,13.53,Upgrade
