,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,216,169,61,164,179,221,801,2438,1509,279,224,Upgrade
1,Market Cap Growth,3.33%,3.33%,-65.61%,-25.67%,-77.68%,-90.95%,-46.92%,775.00%,572.41%,80.00%,-10.77%,Upgrade
2,PE Ratio,-,-,26.58,-30.39,-,6.66,132.31,-,-,-0.33,-,Upgrade
3,PS Ratio,2.49,2.31,1.03,1.71,1.78,2.24,9.78,42.18,24.15,3.03,1.55,Upgrade
4,PB Ratio,0.53,0.39,0.14,0.39,0.42,0.49,1.70,5.22,3.32,0.46,0.23,Upgrade
5,P/FCF Ratio,5.37,-,3.91,-,16.35,-,-,-,-,-,-,Upgrade
6,P/OCF Ratio,5.37,-,3.91,-,14.94,-,-,-,-,-,-,Upgrade
7,Debt / Equity Ratio,0.04,0.04,0.05,0.06,0.03,0.04,0.04,0.02,0.02,0.01,0.01,Upgrade
8,Debt / FCF Ratio,0.54,-,1.28,-,1.08,-,-,-,-,-,-,Upgrade
9,Earnings Yield,-0.23%,-0.29%,3.76%,-3.29%,-0.51%,15.02%,0.76%,-1.97%,-0.76%,-304.22%,-367.84%,Upgrade
10,Earnings Yield,-0.23%,-0.29%,3.76%,-3.29%,-0.51%,15.02%,0.76%,-1.97%,-0.76%,-304.22%,-367.84%,Upgrade
11,FCF Yield,18.63%,18.63%,25.58%,-1.24%,6.12%,-14.57%,-5.26%,-5.06%,-13.25%,-33.48%,-7.99%,Upgrade
12,Buyback Yield / Dilution,-0.38%,69.74%,0.58%,-4.63%,39.46%,-281.96%,-563.91%,73.82%,-,-,-,Upgrade
13,Total Shareholder Return,-0.38%,69.74%,0.58%,-4.63%,39.46%,-281.96%,-563.91%,73.82%,-,-,-,Upgrade
