,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Cash & Equivalents,78.71,81.08,58.73,60.07,13.63,19.44,20.3,40.8,80.89,154.96,Upgrade
1,Long-Term Investments,4.45,5.85,7.16,9.94,37.95,62.63,109.6,76.85,271.58,664.74,Upgrade
2,Loans & Lease Receivables,178.15,177.73,178.12,172.29,213.69,217.86,191.3,167.44,59,154.2,Upgrade
3,Other Receivables,174.83,171.16,183.26,173.69,187.96,165.7,3.08,3.19,55.66,55.79,Upgrade
4,"Property, Plant & Equipment",5.05,11.79,14.54,2.78,4.18,6.48,2.11,2.53,26.59,1.51,Upgrade
5,Other Current Assets,31.19,33.83,46.38,37.85,18.64,18.36,79.93,94.22,170.19,197.94,Upgrade
6,Other Long-Term Assets,25.3,25.3,23.98,24.41,25.15,26,87,93.21,-,0.04,Upgrade
7,Total Assets,498.83,509.25,513.82,484.84,503.15,517.5,494.51,478.24,663.9,1229,Upgrade
8,Accounts Payable,0.21,0.21,0.09,1.09,0.28,0.25,1.82,-,-,-,Upgrade
9,Accrued Expenses,6.92,9.49,16.69,6.7,12.56,3.67,3.8,3.45,1.11,3.21,Upgrade
10,Short-Term Debt,11.8,9.01,8.91,10.29,16.81,14.67,7.58,7.49,6.75,6.71,Upgrade
11,Current Portion of Leases,4.35,6.98,7.79,1.47,3.15,3.72,0.82,0.82,0.84,1.04,Upgrade
12,Long-Term Leases,0.77,4.21,6.59,-,-,1.47,-,0.4,0.75,-,Upgrade
13,Current Income Taxes Payable,18.9,16.63,19.99,15.53,4.92,5.36,2.98,5.36,4.91,7.81,Upgrade
14,Other Current Liabilities,7.54,6.82,14.3,4.61,10.74,15.75,9.36,4.64,47.77,243.03,Upgrade
15,Long-Term Deferred Tax Liabilities,1.24,1.24,0.62,0.64,0.73,0.77,1.22,1.21,-,-,Upgrade
16,Total Liabilities,66.72,78.79,94.57,63.99,54.71,46.78,27.59,23.35,62.13,261.8,Upgrade
17,Common Stock,5.47,4.55,4.55,4.26,3.87,3.87,3.87,3.87,3.87,3.87,Upgrade
18,Additional Paid-In Capital,1262,1243,1243,1229,1210,1210,1210,1210,1210,1210,Upgrade
19,Retained Earnings,-665.32,-2402,-2389,-2402,-2387,-2390,-2408,-2388,-1810,-1826,Upgrade
20,Comprehensive Income & Other,-195.21,1558,1536,1563,1596,1620,1637,1603,1174,1555,Upgrade
21,Total Common Equity,406.8,403.4,394.96,393.83,421.92,443.75,441.77,428.83,577.13,942.56,Upgrade
22,Minority Interest,25.32,27.06,24.29,27.02,26.51,26.97,25.16,26.05,24.64,24.81,Upgrade
23,Shareholders' Equity,432.11,430.47,419.25,420.85,448.43,470.72,466.92,454.89,601.77,967.37,Upgrade
24,Total Liabilities & Equity,498.83,509.25,513.82,484.84,503.15,517.5,494.51,478.24,663.9,1229,Upgrade
25,Total Debt,16.92,20.2,23.28,11.76,19.96,19.86,8.41,8.7,8.34,7.75,Upgrade
26,Net Cash (Debt),61.79,60.88,35.45,48.31,-6.33,-0.42,11.89,32.09,72.55,147.21,Upgrade
27,Net Cash Growth,74.28%,26.02%,-,-,-,-,-83.61%,-78.20%,-31.16%,-34.68%,Upgrade
28,Net Cash Per Share,0.13,0.04,0.02,0.03,-0.00,-0.00,0.03,0.08,0.05,0.38,Upgrade
29,Filing Date Shares Outstanding,546.53,455.44,455.44,425.71,387.01,387.01,387.01,387.01,387.01,387.01,Upgrade
30,Total Common Shares Outstanding,546.53,455.44,455.44,425.71,387.01,387.01,387.01,387.01,387.01,387.01,Upgrade
31,Working Capital,399.33,392.98,380.78,384.35,381.89,377.84,269.44,283.9,304.35,301.08,Upgrade
32,Book Value Per Share,0.74,0.89,0.87,0.93,1.09,1.15,1.14,1.11,1.49,2.44,Upgrade
33,Tangible Book Value,406.8,403.4,394.96,393.83,421.92,443.75,441.77,428.83,577.13,942.56,Upgrade
34,Tangible Book Value Per Share,0.74,0.89,0.87,0.93,1.09,1.15,1.14,1.11,1.49,2.44,Upgrade
