,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Revenue,258.93,324.06,353.82,473.46,359,337.81,258.54,265.55,257.86,278.07,Upgrade
1,Revenue Growth (YoY),-26.82%,-31.55%,-1.44%,40.16%,38.86%,27.21%,0.26%,-4.50%,68.62%,25.80%,Upgrade
2,Cost of Revenue,209.83,278.39,302.71,400.63,304.69,275.04,207.2,210.28,218.87,228.8,Upgrade
3,Gross Profit,49.1,45.68,51.1,72.83,54.31,62.77,51.35,55.27,39,49.27,Upgrade
4,"Selling, General & Admin",45.66,50.97,40.03,51.95,38.77,44.9,27.88,33.06,27.23,37.54,Upgrade
5,Research & Development,3.38,5.78,3.24,3.57,6.57,8.52,8.47,7.9,3.05,2.17,Upgrade
6,Other Operating Expenses,-4.8,0.56,-2.95,-4.53,1.82,-5.11,1.15,-3.74,-1.67,1.68,Upgrade
7,Operating Expenses,44.24,55.79,40.32,54.34,47.16,61.74,37.5,40.72,28.6,41.39,Upgrade
8,Operating Income,4.86,-10.11,10.78,18.49,7.15,1.03,13.85,14.55,10.39,7.88,Upgrade
9,Interest Expense,-,-0.21,-,-0.51,-,-0.85,-,-1.21,-,-1.74,Upgrade
10,Interest & Investment Income,1.3,1.2,0.64,1.1,0.82,1.22,1.09,1.37,1.36,1.94,Upgrade
11,Earnings From Equity Investments,0,-2.38,-2.35,-2.55,-0.77,-,-,-0,-,-0.08,Upgrade
12,Currency Exchange Gain (Loss),-,-0.21,-,4.74,-,2.8,-,0.95,-,-0.42,Upgrade
13,EBT Excluding Unusual Items,6.16,-11.72,9.08,21.27,7.2,4.21,14.94,15.65,11.75,7.59,Upgrade
14,Gain (Loss) on Sale of Investments,-22.1,-1.06,0.13,2.02,-,18.46,-,-5.02,-,-0.23,Upgrade
15,Gain (Loss) on Sale of Assets,-,-,-,-,-,-0,-,-0,-,-0.04,Upgrade
16,Asset Writedown,-,-10.63,-,-,-,-,-,-,-,-,Upgrade
17,Legal Settlements,-,-,-,-,-,-,-,-,-,-1.38,Upgrade
18,Other Unusual Items,-,-,-,-,-,-,-,-,-,1.34,Upgrade
19,Pretax Income,-15.94,-23.41,9.21,23.29,7.2,22.66,14.94,10.63,11.75,7.27,Upgrade
20,Income Tax Expense,0.26,-0.88,3.52,1.8,0.85,-0.11,3.46,5.71,2.03,1.73,Upgrade
21,Earnings From Continuing Operations,-16.2,-22.53,5.7,21.49,6.34,22.78,11.49,4.92,9.71,5.55,Upgrade
22,Net Income,-16.2,-22.53,5.7,21.49,6.34,22.78,11.49,4.92,9.71,5.55,Upgrade
23,Net Income to Common,-16.2,-22.53,5.7,21.49,6.34,22.78,11.49,4.92,9.71,5.55,Upgrade
24,Net Income Growth,-,-,-10.20%,-5.66%,-44.78%,362.81%,18.25%,-11.25%,61.08%,-74.18%,Upgrade
25,Shares Outstanding (Basic),702,702,702,702,702,702,681,655,655,655,Upgrade
26,Shares Outstanding (Diluted),702,702,702,702,702,702,681,655,655,655,Upgrade
27,Shares Change (YoY),-,-,-,-0.02%,3.03%,7.15%,3.98%,-0.03%,-,-1.44%,Upgrade
28,EPS (Basic),-0.02,-0.03,0.01,0.03,0.01,0.03,0.02,0.01,0.01,0.01,Upgrade
29,EPS (Diluted),-0.02,-0.03,0.01,0.03,0.01,0.03,0.02,0.01,0.01,0.01,Upgrade
30,EPS Growth,-,-,-10.20%,-5.63%,-46.40%,334.66%,13.73%,-11.78%,61.08%,-73.83%,Upgrade
31,Free Cash Flow,-6.21,61.2,-29.95,38.6,-18.28,45.23,-32.23,1.64,49.37,38.77,Upgrade
32,Free Cash Flow Per Share,-0.01,0.09,-0.04,0.06,-0.03,0.06,-0.05,0.00,0.08,0.06,Upgrade
33,Operating Margin,1.88%,-3.12%,3.05%,3.91%,1.99%,0.31%,5.36%,5.48%,4.03%,2.84%,Upgrade
34,Profit Margin,-6.26%,-6.95%,1.61%,4.54%,1.77%,6.74%,4.44%,1.85%,3.77%,1.99%,Upgrade
35,Free Cash Flow Margin,-2.40%,18.89%,-8.47%,8.15%,-5.09%,13.39%,-12.47%,0.62%,19.15%,13.94%,Upgrade
36,EBITDA,7.04,-7.46,14.21,21.88,10.94,5.47,17.37,17.79,13.71,10.88,Upgrade
37,D&A For EBITDA,2.18,2.65,3.43,3.39,3.79,4.44,3.53,3.25,3.32,3,Upgrade
38,EBIT,4.86,-10.11,10.78,18.49,7.15,1.03,13.85,14.55,10.39,7.88,Upgrade
