,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,207,161,123,168,175,207,263,316,321,183,324,Upgrade
1,Market Cap Growth,-4.58%,-4.58%,-29.60%,-18.64%,-33.33%,-34.44%,-18.01%,72.17%,-1.01%,-46.15%,-32.37%,Upgrade
2,Enterprise Value,15,-42,-15,-10,20,2,84,98,116,24,185,Upgrade
3,Last Close Price,0.29,0.23,0.18,0.24,0.25,0.29,0.38,0.45,0.49,0.28,0.49,Upgrade
4,PE Ratio,-,-,-,5.73,5.57,6.07,6.26,16.00,18.46,10.95,25.03,Upgrade
5,PS Ratio,0.33,0.26,0.17,0.19,0.19,0.25,0.36,0.50,0.52,0.31,0.67,Upgrade
6,PB Ratio,0.46,0.36,0.26,0.33,0.34,0.42,0.52,0.69,0.76,0.47,0.84,Upgrade
7,P/TBV Ratio,0.36,0.36,0.26,0.34,0.36,0.43,0.55,0.72,0.76,0.47,0.85,Upgrade
8,P/FCF Ratio,3.50,-,3.59,-,7.63,-,16.49,-,5.30,1.90,3.74,Upgrade
9,P/OCF Ratio,2.69,-,3.42,-,7.03,-,14.23,-,-,1.71,3.60,Upgrade
10,EV/Sales Ratio,0.02,-,-,-,0.02,0.00,0.11,0.16,0.19,0.04,0.38,Upgrade
11,EV/EBITDA Ratio,3.58,-,-,-,0.53,0.10,2.99,2.32,3.10,0.89,7.97,Upgrade
12,EV/EBIT Ratio,-,-,-,-,0.68,0.20,4.59,2.88,3.92,1.20,11.37,Upgrade
13,EV/FCF Ratio,0.26,-,-,-,0.85,-,5.25,-,1.92,0.25,2.13,Upgrade
14,Debt / Equity Ratio,0.01,0.01,0.01,0.02,0.02,0.04,0.05,0.06,0.08,0.10,0.12,Upgrade
15,Debt / FCF Ratio,0.09,-,0.18,-,0.47,-,1.69,-,0.58,0.42,0.53,Upgrade
16,Return on Capital Employed (ROCE),-,-1.24%,-,6.21%,5.64%,1.89%,3.49%,7.19%,6.71%,4.82%,3.91%,Upgrade
17,Earnings Yield,-20.11%,-25.90%,-15.02%,17.45%,17.94%,16.48%,15.99%,6.25%,5.42%,9.13%,3.99%,Upgrade
18,FCF Yield,28.55%,36.78%,27.88%,5.55%,13.10%,15.26%,6.07%,-11.66%,18.88%,52.74%,26.73%,Upgrade
19,Buyback Yield / Dilution,-,-,-,0.02%,-3.03%,-7.15%,-3.98%,0.03%,-,1.44%,Upgrade,
20,Total Shareholder Return,-,-,-,0.02%,-3.03%,-7.15%,-3.98%,0.03%,-,1.44%,Upgrade,
