,Fiscal Quarter,Current,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Jan '22 Jan 1, 2022","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Market Capitalization,2353,2164,1577,3004,2735,2530,2320,2703,2687,2423,2407,2853,2649,2407,2864,3047,4318,4571,4738,4501,4415,Upgrade
1,Market Cap Growth,-14.47%,-14.47%,-32.02%,11.16%,1.80%,4.44%,-3.58%,-5.28%,1.42%,0.67%,-15.98%,-6.36%,-38.65%,-47.35%,-39.55%,-32.30%,-2.20%,118.81%,99.10%,52.28%,102.47%,Upgrade
2,Enterprise Value,2288,2126,1558,2976,2707,2542,2360,2749,2732,2480,2473,3019,2815,2537,2989,3067,4337,4647,4952,4816,4730,Upgrade
3,Last Close Price,4.37,4.02,2.93,5.58,5.08,4.70,4.31,5.02,4.99,4.50,4.47,5.30,4.92,4.47,5.32,5.66,8.02,8.49,8.80,8.36,8.20,Upgrade
4,PE Ratio,-,-,-,-,-,-,-23.71,-,-,-,-,-,-,365.14,-,18.70,-,20.03,27.32,75.48,914.81,Upgrade
5,PS Ratio,4.04,5.50,3.96,7.46,-,6.19,4.90,5.16,-,4.10,3.69,3.99,-,3.11,3.37,2.81,-,3.59,4.21,5.62,6.02,Upgrade
6,PB Ratio,3.62,2.99,2.18,4.11,3.70,3.33,3.02,3.53,3.47,3.13,2.73,3.21,2.93,2.63,3.14,3.33,4.78,4.82,5.47,6.31,6.92,Upgrade
7,P/TBV Ratio,3.78,3.78,2.75,5.20,4.68,4.21,3.82,4.49,4.41,3.94,3.40,3.99,3.64,3.33,3.97,4.20,6.04,6.22,6.92,7.76,8.47,Upgrade
8,P/FCF Ratio,73.23,1801.62,109.22,-,-,-612.19,-,-,-,-143.85,-67.08,-,-,-,-,-,-,14.87,25.04,-251.99,-,Upgrade
9,P/OCF Ratio,57.94,770.52,97.69,-,-,-2420.83,-,-,-,-181.22,-80.87,-,-,-,-,-,-,12.85,18.99,81.55,-161.89,Upgrade
10,EV/Sales Ratio,3.98,5.40,3.91,7.39,-,6.21,4.99,5.25,-,4.20,3.80,4.22,-,3.28,3.51,2.83,-,3.65,4.40,6.01,6.45,Upgrade
11,EV/EBITDA Ratio,-,359.22,-,7847.38,-,963.85,-,320.95,-,713.00,149.43,-,-,49.66,21.81,8.61,-,11.08,15.13,46.80,-,Upgrade
12,EV/EBIT Ratio,-,-,-,-,-,-,-,-,-,-,-,-,-,115.06,-,9.33,-,12.04,16.88,68.53,-,Upgrade
13,EV/FCF Ratio,71.22,1769.44,107.87,-,-,-615.09,-,-,-,-147.23,-68.92,-,-,-,-,-,-,15.11,26.18,-269.62,-,Upgrade
14,Debt / Equity Ratio,0.11,0.11,0.11,0.14,0.16,0.18,0.18,0.18,0.26,0.31,0.28,0.29,0.24,0.24,0.24,0.29,0.37,0.45,0.54,0.66,0.73,Upgrade
15,Debt / EBITDA Ratio,-,4.44,-,14.83,-,14.42,-,8.79,-,47.20,18.22,-,-,3.84,6.11,2.37,-,1.07,0.51,1.22,-,Upgrade
16,Debt / FCF Ratio,2.48,66.34,5.59,-,-,-32.83,-,-,-,-14.45,-6.81,-,-,-,-,-,-,1.40,2.48,-26.47,-,Upgrade
17,Asset Turnover,0.64,0.64,0.47,-,0.61,0.61,0.45,-,0.73,0.64,0.59,-,0.88,0.83,0.72,-,0.92,1.41,0.93,0.46,Upgrade,
18,Inventory Turnover,5.81,5.44,5.49,4.50,-,5.54,4.96,3.43,-,5.57,4.66,4.99,-,6.86,6.92,6.27,-,6.44,8.00,7.99,4.80,Upgrade
19,Quick Ratio,3.40,3.40,2.11,2.28,2.69,1.94,1.77,1.49,1.66,1.88,1.84,1.90,2.47,2.57,2.26,2.17,1.80,1.61,1.30,1.09,1.40,Upgrade
20,Current Ratio,4.96,4.96,3.68,3.96,3.67,2.73,2.77,2.51,2.27,2.66,2.63,2.75,3.41,3.82,3.37,3.31,2.35,2.11,1.74,1.51,1.78,Upgrade
21,Return on Equity (ROE),-1.05%,-3.11%,-4.27%,-,-4.98%,1.60%,-4.49%,-,-51.68%,-3.48%,-5.95%,-,0.21%,-2.10%,5.05%,-,35.97%,77.21%,44.86%,9.30%,Upgrade,
22,Return on Assets (ROA),-0.61%,-1.86%,-1.36%,-,-1.66%,-2.65%,-1.18%,-,-1.78%,-1.27%,-2.18%,-,0.93%,-0.09%,3.37%,-,15.26%,38.69%,17.85%,-2.98%,Upgrade,
23,Return on Capital (ROIC),-0.68%,-2.06%,-1.48%,-,-1.77%,-2.86%,-1.28%,-,-1.93%,-1.38%,-2.37%,-,1.01%,-0.10%,3.70%,-,17.04%,43.30%,19.41%,-3.24%,Upgrade,
24,Return on Capital Employed (ROCE),-,-,-,-,-,-,-,-,-,-,-,-,-,2.03%,-,29.68%,-,35.73%,29.43%,8.31%,-,Upgrade
25,Earnings Yield,-1.32%,-0.64%,-1.28%,-0.34%,-,-0.44%,-4.22%,-4.05%,-,-4.75%,-0.81%,-0.56%,-,0.27%,1.94%,5.35%,-,4.99%,3.66%,1.32%,0.11%,Upgrade
26,FCF Yield,1.37%,0.06%,0.92%,-0.22%,-,-0.16%,-1.65%,-0.99%,-,-0.70%,-1.49%,-1.70%,-,-3.06%,0.87%,7.11%,-,6.73%,3.99%,-0.40%,-2.25%,Upgrade
27,Payout Ratio,0.00%,-,-,-,-,-,38.02%,-,-,-,-,-,-,246.74%,-,32.68%,-,11.58%,5.43%,12.55%,54.11%,Upgrade
28,Buyback Yield / Dilution,1.16%,1.79%,-1.29%,-0.13%,-,-1.39%,1.71%,-0.20%,-,1.40%,-0.45%,0.05%,-,-1.54%,0.42%,0.06%,-,0.52%,0.03%,-0.19%,-,Upgrade
29,Total Shareholder Return,1.16%,1.79%,-1.29%,-0.13%,-,-1.39%,1.71%,-0.20%,-,1.40%,-0.45%,0.05%,-,-1.54%,0.42%,0.06%,-,0.52%,0.03%,-0.19%,-,Upgrade
