,Fiscal Quarter,Current,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Market Capitalization,36204,38841,27667,31108,28471,29499,28382,28471,27220,26058,29231,32315,36070,37008,36874,39377,35509,33267,28575,28960,34318,Upgrade
1,Market Cap Growth,31.67%,31.67%,-2.52%,9.26%,4.60%,13.21%,-2.91%,-11.89%,-24.54%,-29.59%,-20.73%,-17.93%,1.58%,11.24%,29.04%,35.97%,3.47%,6.62%,-19.05%,-28.27%,27.77%,Upgrade
2,Last Close Price,8.10,8.66,6.17,6.84,6.26,6.48,6.24,6.21,5.93,5.68,6.37,6.93,7.74,7.94,7.91,8.37,9.63,9.03,7.75,7.79,9.24,Upgrade
3,PE Ratio,35.56,38.14,25.02,31.00,24.42,36.45,36.16,35.34,-,28.42,27.73,-,25.58,31.33,30.87,35.02,31.79,32.81,36.37,102.77,56.24,Upgrade
4,PS Ratio,6.47,6.94,4.42,4.68,4.15,4.44,4.39,4.66,5.15,4.14,4.66,4.99,5.35,5.88,5.98,7.16,6.91,7.71,7.55,9.02,9.40,Upgrade
5,PB Ratio,1.28,1.36,0.97,1.10,1.01,1.06,1.03,1.03,1.00,0.96,1.08,1.19,1.33,1.38,1.39,1.49,1.36,1.80,1.57,1.61,1.93,Upgrade
6,P/FCF Ratio,4.94,5.30,7.90,11.47,-,-71.93,-22.84,-,-,-,-,-,-,-,-,-,-,-,-,-301.22,11.80,Upgrade
7,P/OCF Ratio,5.14,5.14,7.40,10.45,-,-177.59,-27.66,-,-,-,-,-,-,-,-,-,-,-,-,-2708.38,11.45,Upgrade
8,Debt / Equity Ratio,1.46,1.46,1.53,1.61,1.71,1.58,1.62,1.80,1.87,1.89,1.85,1.47,1.45,1.05,0.89,0.81,0.80,1.07,0.95,0.92,0.88,Upgrade
9,Debt / FCF Ratio,5.67,5.67,12.41,16.85,-,-107.54,-36.06,-,-,-,-,-,-,-,-,-,-,-,-,-172.09,5.39,Upgrade
10,Asset Turnover,0.05,0.07,0.07,0.05,0.07,0.09,0.07,0.04,0.07,0.08,0.05,0.10,0.09,0.12,0.08,0.10,0.11,0.10,0.07,0.06,Upgrade,
11,Quick Ratio,1.93,1.93,1.31,1.77,1.29,1.85,1.30,1.74,1.74,1.64,1.15,1.71,1.57,1.63,1.27,1.85,1.82,1.63,0.97,1.54,1.61,Upgrade
12,Current Ratio,2.05,2.05,1.99,1.86,2.03,1.94,2.01,1.84,1.84,1.74,1.85,1.83,1.67,1.75,1.90,1.98,1.99,1.81,1.62,1.73,1.79,Upgrade
13,Return on Equity (ROE),1.13%,6.54%,2.89%,4.23%,2.45%,5.30%,5.36%,-0.91%,2.17%,5.66%,-0.13%,6.27%,4.19%,6.96%,4.02%,3.44%,6.39%,8.68%,5.71%,2.01%,Upgrade,
14,Return on Assets (ROA),0.33%,1.92%,0.84%,1.23%,0.71%,1.52%,1.52%,-0.26%,0.61%,1.68%,-0.04%,2.14%,1.60%,2.80%,1.65%,1.30%,2.23%,3.07%,2.05%,0.72%,Upgrade,
15,Earnings Yield,2.81%,2.62%,4.00%,3.23%,4.09%,2.74%,2.77%,2.83%,1.58%,3.52%,3.61%,3.50%,3.91%,3.19%,3.24%,2.86%,3.15%,3.05%,2.75%,0.97%,1.78%,Upgrade
16,FCF Yield,20.26%,18.88%,12.65%,8.72%,0.07%,-1.39%,-4.38%,-6.70%,-18.16%,-19.62%,-39.00%,-36.46%,-38.58%,-35.68%,-21.38%,-21.84%,-3.51%,-0.43%,-2.94%,-0.33%,8.47%,Upgrade
17,Dividend Yield,0.49%,1.39%,1.62%,-,1.44%,-,-,-,0.83%,-,-,-,1.38%,-,-,-,0.79%,-,-,-,0.68%,Upgrade
18,Payout Ratio,93.13%,106.66%,130.10%,125.20%,9.49%,71.66%,127.90%,46.80%,-,137.10%,176.08%,-,33.61%,58.02%,70.68%,-,30.49%,36.33%,55.23%,-,32.54%,Upgrade
19,Buyback Yield / Dilution,0.04%,0.03%,-0.03%,-0.04%,0.20%,-0.09%,0.75%,-0.79%,-2.45%,2.11%,-0.65%,0.75%,-31.66%,-23.93%,-32.45%,-23.21%,6.72%,-22.63%,15.98%,-5.87%,24.38%,Upgrade
20,Total Shareholder Return,0.53%,1.41%,1.59%,-0.04%,1.64%,-0.09%,0.75%,-0.79%,-1.62%,2.11%,-0.65%,0.75%,-30.27%,-23.93%,-32.45%,-23.21%,7.51%,-22.63%,15.98%,-5.87%,25.06%,Upgrade
