,Fiscal Quarter,Current,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Jan '22 Jan 1, 2022","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Market Capitalization,3179,3689,2833,3495,4157,4565,4259,5461,6694,4483,5472,4147,3210,3291,2863,3312,2690,3179,3393,2853,2670,Upgrade
1,Market Cap Growth,-19.20%,-19.20%,-33.49%,-36.01%,-37.90%,1.82%,-22.16%,31.70%,108.57%,36.22%,91.10%,25.23%,19.32%,3.53%,-15.62%,16.07%,0.76%,18.63%,12.88%,-14.89%,5.65%,Upgrade
2,Enterprise Value,4623,5117,4266,5047,5709,6184,5789,6993,8225,6050,6928,6438,5501,5836,5383,5848,5227,5648,6036,5526,5613,Upgrade
3,Last Close Price,3.12,3.62,2.78,3.43,4.08,4.48,4.18,5.36,6.57,4.40,5.37,4.07,3.15,3.23,2.81,3.25,2.64,3.12,3.33,2.80,2.62,Upgrade
4,PE Ratio,-,-,-,-,-,-,-,-,-,-,-,-,38.11,-,-,-,-,-,-,-,53.14,Upgrade
5,Forward PE,-,33.09,33.09,33.09,33.09,33.09,33.09,33.09,33.09,33.09,33.09,33.09,33.09,33.09,33.09,33.09,33.09,33.09,33.09,33.09,33.09,Upgrade
6,PS Ratio,5.02,5.82,4.12,5.04,6.05,7.66,7.67,10.91,14.14,8.70,10.67,7.24,5.40,5.06,4.41,5.75,5.22,5.69,4.00,2.99,2.40,Upgrade
7,PB Ratio,1.96,3.27,2.41,2.88,3.40,3.64,3.33,4.12,4.84,2.90,3.37,2.40,1.79,2.15,1.75,1.95,1.46,1.58,1.55,1.24,1.09,Upgrade
8,P/TBV Ratio,2.87,2.87,2.16,2.60,3.16,3.48,3.22,4.04,4.81,2.96,3.49,2.51,1.91,2.39,1.97,2.20,1.66,1.84,1.80,1.45,1.27,Upgrade
