,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Cash & Equivalents,2155,2508,2042,2157,2001,2237,2843,2741,2716,2236,1812,1734,1282,1257,1621,1857,1677,2292,1916,1767,Upgrade
1,Short-Term Investments,15.58,7383,-,7562,42.37,8060,-,6529,15.55,6202,36.14,6091,-,5994,-,4510,-,2737,-,912.49,Upgrade
2,Trading Asset Securities,0.47,0.38,0.32,0.36,0.37,0.36,0.38,0.39,0.47,0.56,0.44,0.62,0.12,0.09,1014,1552,1697,2338,3575,3676,Upgrade
3,Cash & Short-Term Investments,2171,9892,2043,9719,2044,10297,2844,9271,2732,8438,1849,7826,1283,7250,2635,7918,3373,7367,5491,6356,Upgrade
4,Cash Growth,6.22%,-3.94%,-28.17%,4.84%,-25.19%,22.02%,53.82%,18.45%,112.99%,16.39%,-29.83%,-1.16%,-61.98%,-1.59%,-52.02%,24.58%,-44.78%,27.83%,0.60%,50.64%,Upgrade
5,Accounts Receivable,2048,1988,948.89,1839,2010,2071,1894,1667,1847,1734,1545,1623,1820,1943,1622,1753,1951,1711,1262,1288,Upgrade
6,Other Receivables,4.44,4.22,1052,1.68,5.05,2.14,5.68,5.91,4.23,5.07,100.21,43.09,4.69,4.71,3.72,3.71,5.42,5.7,4.27,3.4,Upgrade
7,Receivables,2053,1993,2001,1841,2015,2073,1900,1673,1851,1739,1645,1666,1825,1948,1626,1756,1957,1716,1266,1291,Upgrade
8,Inventory,1101,1055,1127,1110,987.95,1026,1219,1399,1308,1329,1355,1345,1367,1258,1066,873.36,840.47,936.99,1050,1081,Upgrade
9,Prepaid Expenses,-,-,-,4.27,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
10,Other Current Assets,7531,99.71,7474,101.55,7476,88.57,6679,121.22,6350,78.88,6255,176.31,6300,184.95,5915,101.9,4429,169.44,1454,221.01,Upgrade
11,Total Current Assets,12855,13039,12644,12775,12522,13484,12642,12464,12241,11585,11104,11014,10775,10641,11241,10650,10599,10190,9261,8949,Upgrade
12,"Property, Plant & Equipment",4058,4147,4218,4268,4337,4418,4514,4593,4680,4763,5041,5131,5200,5281,5391,5401,5334,5404,5468,5574,Upgrade
