,Fiscal Quarter,Current,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,+2 Quarters
,Period Ending,"Mar '25 Mar 4, 2025","Jul '24 Jul 31, 2024","Jan '24 Jan 31, 2024","Jul '23 Jul 31, 2023","Jan '23 Jan 31, 2023","Jul '22 Jul 31, 2022","Jan '22 Jan 31, 2022","Jul '21 Jul 31, 2021","Jan '21 Jan 31, 2021","Jul '20 Jul 31, 2020","Jan '20 Jan 31, 2020",+2 Quarters
0,Market Capitalization,168,186,205,187,231,182,337,342,362,459,455,Upgrade
1,Market Cap Growth,-0.58%,-0.58%,-11.00%,2.53%,-31.51%,-46.62%,-7.01%,-25.63%,-20.30%,103.06%,101.02%,Upgrade
2,Enterprise Value,302,133,150,131,194,174,393,401,439,635,618,Upgrade
3,Last Close Price,0.07,0.07,0.09,0.08,0.10,0.08,0.15,0.15,0.16,0.20,0.20,Upgrade
4,PE Ratio,-,-,-,-,-,-,-,-50.59,-,-,-,Upgrade
5,PS Ratio,2.56,3.06,2.42,2.24,2.77,1.29,1.37,1.11,0.79,0.86,0.77,Upgrade
6,PB Ratio,0.51,0.50,0.69,0.61,0.68,0.52,0.80,0.81,0.86,1.16,1.06,Upgrade
7,P/TBV Ratio,0.61,0.61,0.69,0.61,0.68,0.52,0.80,0.81,0.86,1.16,1.06,Upgrade
8,P/FCF Ratio,-,-,-,12.62,7.17,4.21,8.16,37.54,-,6.98,-,Upgrade
9,P/OCF Ratio,-,-,-,12.62,7.29,4.18,7.75,27.39,-,5.89,-,Upgrade
10,EV/Sales Ratio,4.98,2.20,1.78,1.57,2.34,1.23,1.60,1.30,0.96,1.18,1.04,Upgrade
11,EV/EBITDA Ratio,-,-,-,-73.38,-,37.95,27.04,13.45,11.71,19.63,145.99,Upgrade
12,EV/EBIT Ratio,-,-,-,-,-,-,-,94.10,43.79,166.16,-,Upgrade
13,EV/FCF Ratio,-,-,-,8.85,6.04,4.01,9.52,44.09,-,9.64,-,Upgrade
14,Debt / Equity Ratio,0.43,0.43,0.11,0.13,0.13,0.12,0.13,0.26,0.28,0.49,0.54,Upgrade
15,Debt / FCF Ratio,-,-,-,2.59,1.35,1.01,1.28,11.88,-,2.93,-,Upgrade
16,Return on Capital Employed (ROCE),-,-,-,-,-,-,-,0.91%,2.14%,0.86%,-,Upgrade
17,Earnings Yield,-6.11%,-5.53%,-10.73%,-13.04%,-24.56%,-30.80%,-2.48%,-1.98%,-10.70%,-8.16%,-24.60%,Upgrade
18,FCF Yield,-,3.72%,7.92%,13.95%,23.75%,12.26%,2.66%,21.58%,14.33%,5.83%,Upgrade,
19,Buyback Yield / Dilution,-0.37%,-0.74%,-,-,-,-,-,-,-,-,-,Upgrade
20,Total Shareholder Return,-0.37%,-0.74%,-,-,-,-,-,-,-,-,-,Upgrade
