,Fiscal Quarter,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,+2 Quarters
,Period Ending,"Jul '24 Jul 31, 2024","Jan '24 Jan 31, 2024","Jul '23 Jul 31, 2023","Jan '23 Jan 31, 2023","Jul '22 Jul 31, 2022","Jan '22 Jan 31, 2022","Jul '21 Jul 31, 2021","Jan '21 Jan 31, 2021","Jul '20 Jul 31, 2020","Jan '20 Jan 31, 2020",+2 Quarters
0,Revenue,19.36,36.68,40.61,35.83,35.82,85.58,115.4,140.79,238.34,243.99,Upgrade
1,Revenue Growth (YoY),-52.33%,2.38%,13.39%,-58.13%,-68.96%,-39.21%,-51.58%,-42.29%,-16.41%,-32.96%,Upgrade
2,Cost of Revenue,16.01,33.22,32.69,32.24,35.85,75.38,90.3,111.59,206,216.43,Upgrade
3,Gross Profit,3.35,3.46,7.92,3.59,-0.03,10.2,25.1,29.2,32.35,27.56,Upgrade
4,"Selling, General & Admin",38.17,25.47,14.07,16.38,16.2,21.7,21.38,29.6,28.75,34.85,Upgrade
5,Other Operating Expenses,-0.67,-4.34,-2.13,-2.39,-8,-1.58,2.4,-2.61,-2.5,-4.63,Upgrade
6,Operating Expenses,37.5,21.13,11.96,13.99,8.22,20.12,23.78,26.98,26.25,30.22,Upgrade
7,Operating Income,-34.15,-17.67,-4.04,-10.4,-8.24,-9.92,1.33,2.22,6.09,-2.66,Upgrade
8,Interest Expense,-0.9,-0.79,-0.86,-0.91,-0.73,-1.39,-1.93,-4.15,-4.41,-6.19,Upgrade
9,Interest & Investment Income,0.91,0.57,0.43,0.49,0.06,1,0.13,0.39,0.16,0.67,Upgrade
10,Earnings From Equity Investments,1.67,2.43,2.12,0.29,1.51,0.62,4.45,-,-,-,Upgrade
11,Currency Exchange Gain (Loss),0.59,0.4,-0.53,0.68,1.1,0.3,0.93,-2.92,-2.19,0.45,Upgrade
12,Other Non Operating Income (Expenses),-0.08,-0.05,-0.02,-0.05,-0.04,-0.07,0.07,-0.21,-0.3,-0.2,Upgrade
13,EBT Excluding Unusual Items,-31.97,-15.12,-2.9,-9.9,-6.33,-9.46,4.97,-4.68,-0.64,-7.93,Upgrade
14,Gain (Loss) on Sale of Investments,2.72,9.18,-,-,-,-,0.92,-,-,-,Upgrade
15,Gain (Loss) on Sale of Assets,0.35,0.11,0.45,1.55,-4.87,0.07,5.03,-2.26,1.97,0.14,Upgrade
16,Asset Writedown,-21.08,-,-11.5,-,-27.71,-,-9.17,-,-26.93,-,Upgrade
17,Other Unusual Items,47.48,-,-,-,-,-,-,-,-,-,Upgrade
18,Pretax Income,-2.5,-5.83,-13.95,-8.34,-38.92,-9.39,1.75,-6.94,-25.6,-7.79,Upgrade
19,Income Tax Expense,0.12,0.35,-0.03,0.05,1.51,-1.57,0.74,-0.32,-0.09,0.42,Upgrade
20,Earnings From Continuing Operations,-2.62,-6.18,-13.92,-8.4,-40.43,-7.82,1.01,-6.62,-25.51,-8.21,Upgrade
21,Minority Interest in Earnings,-0.7,-,-,-,-,-,-,-,-,-,Upgrade
22,Net Income,-3.32,-6.18,-13.92,-8.4,-40.43,-7.82,1.01,-6.62,-25.51,-8.21,Upgrade
23,Net Income to Common,-3.32,-6.18,-13.92,-8.4,-40.43,-7.82,1.01,-6.62,-25.51,-8.21,Upgrade
24,Shares Outstanding (Basic),2324,2308,2308,2308,2308,2308,2308,2308,2308,2308,Upgrade
25,Shares Outstanding (Diluted),2324,2308,2308,2308,2308,2308,2308,2308,2308,2308,Upgrade
26,Shares Change (YoY),0.74%,-,-,-,-,-,-,-,-,-,Upgrade
27,EPS (Basic),-0.00,-0.00,-0.01,-0.00,-0.02,-0.00,0.00,-0.00,-0.01,-0.00,Upgrade
28,EPS (Diluted),-0.00,-0.00,-0.01,-0.00,-0.02,-0.00,0.00,-0.00,-0.01,-0.00,Upgrade
29,Free Cash Flow,-,-2.39,9.37,4.2,23.53,13.67,20.02,-12.46,77.27,-18.04,Upgrade
30,Free Cash Flow Per Share,-,-0.00,0.00,0.00,0.01,0.01,0.01,-0.01,0.03,-0.01,Upgrade
31,Operating Margin,-176.38%,-48.17%,-9.96%,-29.03%,-23.01%,-11.59%,1.15%,1.58%,2.56%,-1.09%,Upgrade
32,Profit Margin,-17.16%,-16.84%,-34.28%,-23.44%,-112.87%,-9.14%,0.87%,-4.70%,-10.70%,-3.37%,Upgrade
33,Free Cash Flow Margin,-,-6.52%,23.07%,11.72%,65.69%,15.97%,17.35%,-8.85%,32.42%,-7.39%,Upgrade
34,EBITDA,-26.8,-12.21,2.04,-3.67,1.54,2.39,9.47,15.32,15.78,13.32,Upgrade
35,D&A For EBITDA,7.35,5.46,6.08,6.73,9.78,12.31,8.14,13.11,9.68,15.97,Upgrade
36,EBIT,-34.15,-17.67,-4.04,-10.4,-8.24,-9.92,1.33,2.22,6.09,-2.66,Upgrade
