,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+20 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Cash & Equivalents,114604855,94189092,103298674,118649280,117331034,100313195,96236498,90492834,89852697,65608536,58709373,55813243,49851147,28590192,27528631,27110402,29405273,24813465,22736874,25666060,Upgrade
1,Investment Securities,130088052,104761673,84198135,76029395,70247973,71746809,77988627,80585025,68491350,72650598,61903826,60763742,61018489,60010327,56659292,60212640,51681085,62836593,54806309,54834835,Upgrade
2,Trading Asset Securities,3937143,7233740,6125105,7377873,7177069,1971668,1182949,1936970,1231399,1505556,1572866,5160836,11486276,10215971,10352779,4555005,6222390,4186483,764967,2035207,Upgrade
3,Total Investments,134025195,111995413,90323240,83407268,77425042,73718477,79171576,82521995,69722749,74156154,63476692,65924578,72504765,70226298,67012071,64767645,57903475,67023076,55571276,56870042,Upgrade
4,Gross Loans,580837227,554958474,551957096,508044443,487881781,452837676,434862760,420901766,417388795,404867478,399647525,382943670,368018084,342198603,348955320,329765497,319839118,307361901,291037035,284694635,Upgrade
5,Allowance for Loan Losses,-6789556,-6711050,-6369255,-5822522,-5416952,-5160182,-5023641,-4717654,-4899736,-5638945,-5549276,-5858314,-5861588,-5580344,-4839861,-3556125,-2950364,-2913020,-2764744,-2658322,Upgrade
6,Net Loans,574047671,548247424,545587841,502221921,482464829,447677494,429839119,416184112,412489059,399228533,394098249,377085356,362156496,336618259,344115459,326209372,316888754,304448881,288272291,282036313,Upgrade
7,"Property, Plant & Equipment",3222198,3084190,3119424,3234051,4492542,3131419,3751514,2966929,3434358,2665262,3158610,2641814,3164617,2581210,2628026,2664580,2862572,2649067,2687750,2729405,Upgrade
8,Other Intangible Assets,2190172,1558796,1546135,1436620,1444993,1316098,1191443,1160424,1131644,1068585,1023663,1036567,1077478,1065111,1075253,1056082,1065838,1080371,1068422,1043188,Upgrade
9,Investments in Real Estate,177005,177005,177005,177005,177005,177005,177005,177005,177005,177005,216027,216027,216027,216027,216027,216027,348778,356499,358225,359950,Upgrade
10,Accrued Interest Receivable,4954367,3926736,3952299,4231991,4083884,4004626,4106812,4420150,3893383,3077692,2786720,3033370,2991916,2590792,2721561,3071228,2681386,3042487,2670659,3045171,Upgrade
11,Other Receivables,4121270,4463442,4631695,4611647,2794830,4529012,3760615,5588234,3082671,6747220,3406983,3639687,2040265,2847814,2989222,3018113,2393464,1985239,1539992,1978517,Upgrade
12,Restricted Cash,25219753,8392393,15724945,7851936,18504814,12405261,11514014,6429413,13657531,7285530,11267755,18208130,32349574,33532941,21912320,20232572,16616798,12289157,20813912,12671154,Upgrade
13,Other Current Assets,-,-,-,-,2306989,-,857442,-,2084160,-,991069,-,1220566,-,-,-,1490784,-,-,-,Upgrade
14,Long-Term Deferred Tax Assets,17318,57098,59441,113750,33722,95760,96806,151850,63966,111714,133246,200522,44370,117331,71570,139775,50724,52471,58337,37642,Upgrade
15,Other Real Estate Owned & Foreclosed,-,-,-,-,11500,-,11500,-,11500,-,59994,-,62541,-,-,-,51041,-,-,-,Upgrade
16,Other Long-Term Assets,1425899,1301333,1258001,1362499,7723405,1141591,178826,1130577,8274462,987493,4408347,837134,90182,922778,1005298,1028936,12771217,1007602,982682,958611,Upgrade
17,Total Assets,864005703,777392922,769678700,727297968,718794589,648509938,630893170,611223523,607875185,561113724,543736728,528636428,527769944,479308753,471275438,449514732,444530104,418748315,396760420,387396053,Upgrade
18,Accounts Payable,1280584,1735602,1260384,1141799,1491719,1563273,1280161,1152299,1700580,1564709,1268484,1433558,1367481,1251573,8989763,9015390,1451095,1273050,1256950,2086860,Upgrade
19,Accrued Expenses,2525549,2405881,2478944,2176519,2453096,2267599,2333535,2160656,2232670,1414121,1446901,1367200,1507151,1457577,1440553,1308332,1357199,1324829,1305379,1230595,Upgrade
20,Interest Bearing Deposits,510598446,460280890,477481292,465381379,459379930,412767928,409903903,388771724,383769102,344945071,340819962,318233627,326923178,301060085,304542833,289360734,296360651,289852850,273984985,271584359,Upgrade
21,Non-Interest Bearing Deposits,118280094,111451019,112165598,106868178,104042362,90052715,88041151,83403344,90188085,92610811,94718298,101556022,94378062,80301104,77094640,75573108,74116418,61741232,57772828,49820669,Upgrade
22,Total Deposits,628878540,571731909,589646890,572249557,563422292,502820643,497945054,472175068,473957187,437555882,435538260,419789649,421301240,381361189,381637473,364933842,370477069,351594082,331757813,321405028,Upgrade
23,Short-Term Borrowings,7954853,-,61832,518306,117126,-,-,-,504210,34,565,-,-,-,-,-,171000,-,-,19288,Upgrade
24,Current Portion of Long-Term Debt,55559250,49726423,34158864,-,31109967,11614398,15615637,14117232,14567952,7819049,4620888,5222465,5473817,7014711,8408191,8694359,7993248,8838041,6047201,3454714,Upgrade
25,Current Income Taxes Payable,2385237,-,-,-,2293886,1416934,828596,1010576,2303901,1614945,-,858630,438405,1048817,1211653,707702,331685,885953,775661,382010,Upgrade
26,Accrued Interest Payable,7045361,-,-,6416664,7682185,8573516,8291891,7582174,5564271,4933202,4659665,5153023,4637581,4657102,4336039,5136910,5097042,5385872,5183358,5045619,Upgrade
27,Other Current Liabilities,2542324,11960107,12105828,4305872,2326678,2373901,761049,3731206,3603149,4370538,2877421,2376606,2034834,1674455,1801109,2371513,1605547,1253045,1264100,-,Upgrade
28,Long-Term Debt,66136910,54601885,48652974,59029290,30128770,44106796,32516880,39537700,37634711,38596501,33607482,36391106,38173500,30282482,23070412,19417349,20596165,15274475,18337513,24359574,Upgrade
29,Long-Term Unearned Revenue,-,-,-,-,-,-,7084820,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
30,Long-Term Deferred Tax Liabilities,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,67,-,-,-,Upgrade
31,Other Long-Term Liabilities,-,-,-,-,-,-,1368366,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
32,Total Liabilities,780544025,698538661,694886022,652507236,647838628,581684649,568025989,548693358,549436522,505378993,491670697,480433095,482869035,436825317,430895193,411585397,409081941,385829347,365927975,357983688,Upgrade
