,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Jan '22 Jan 1, 2022","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020"
0,Operating Revenue,130.54,122.01,90.04,118.84,138.14,159.16,117.36,150.78,147.45,128.07,120.48,148.69,141.68,111.21,111.21,127.13,127.13,108.44,108.44
1,Other Revenue,-0.08,0.08,-,0.18,-0.11,0.11,-,0.33,-0.06,0.06,-,0.18,-0.07,0.04,0.04,0.02,0.02,0.02,0.02
2,Revenue,130.46,122.09,90.04,119.03,138.02,159.27,117.36,151.11,147.39,128.14,120.48,148.86,141.61,111.24,111.24,127.15,127.15,108.47,108.47
3,Revenue Growth (YoY),-5.48%,-23.35%,-23.28%,-21.23%,-6.35%,24.30%,-2.60%,1.51%,4.08%,15.18%,8.31%,17.08%,11.37%,2.56%,2.56%,-,-,-,-
4,Cost of Revenue,105.64,102.18,75.27,97.53,106.56,125.41,93.18,116.53,112.24,102.62,97.34,118.07,105.11,88.26,88.26,102.22,102.22,86.01,86.01
5,Gross Profit,24.83,19.91,14.77,21.49,31.46,33.86,24.18,34.57,35.14,25.51,23.15,30.8,36.5,22.98,22.98,24.93,24.93,22.46,22.46
6,"Selling, General & Admin",7,7.65,5.5,13.42,7.38,7.89,6.57,22.92,10.01,5.3,5.08,6.41,4.9,4.31,4.31,5.36,5.36,4.23,4.23
7,Research & Development,3.42,2.92,2.08,5.29,2.97,3.16,2.06,3.6,3.18,3.44,2.87,3.69,3.2,2.44,2.44,2.78,2.78,2.23,2.23
8,Other Operating Expenses,0.65,0.39,0.55,-0.3,0.14,0.02,-0.13,3.8,-0.57,-0.32,-1.08,4.97,-1.49,-0.44,-0.44,0.55,0.55,0.49,0.49
9,Operating Expenses,11.73,12.58,6.58,20.09,10.26,13.69,7.56,33.78,13.84,8.6,6.9,15.47,7.21,6.19,6.19,8.56,8.56,7.08,7.08
10,Operating Income,13.1,7.32,8.18,1.4,21.2,20.17,16.62,0.79,21.3,16.91,16.24,15.33,29.29,16.79,16.79,16.38,16.38,15.38,15.38
