,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,7080,4592,3780,4196,3193,3295,3495,4069,2439,2611,3924,Upgrade
1,Market Cap Growth,9.45%,9.45%,18.38%,27.31%,-8.64%,-19.01%,43.27%,55.87%,-37.84%,-42.30%,0.83%,Upgrade
2,Enterprise Value,4097,1530,1258,1612,1225,1427,2132,2769,1743,2032,3518,Upgrade
3,Last Close Price,8.52,5.27,4.10,4.42,3.18,3.28,3.28,3.69,2.14,2.19,3.09,Upgrade
4,PE Ratio,7.66,5.11,4.37,5.29,4.14,4.42,4.82,6.26,4.12,60.64,-,Upgrade
5,Forward PE,7.38,4.84,4.09,5.10,4.18,4.39,3.80,5.76,3.76,4.47,6.33,Upgrade
6,PS Ratio,2.31,1.56,1.32,1.57,1.21,1.31,1.39,1.81,1.17,1.53,2.03,Upgrade
7,PB Ratio,1.77,1.07,0.88,1.08,0.82,0.92,0.98,1.28,0.82,1.02,1.52,Upgrade
8,P/TBV Ratio,1.25,1.25,1.03,1.29,1.00,1.16,1.25,1.69,1.11,1.45,2.20,Upgrade
9,P/FCF Ratio,7.91,5.13,4.48,4.69,3.15,3.63,4.54,4.95,2.51,5.06,17.23,Upgrade
10,P/OCF Ratio,4.67,4.67,4.19,4.47,2.98,3.25,3.92,4.59,2.37,4.19,9.15,Upgrade
11,PEG Ratio,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.27,Upgrade
12,EV/Sales Ratio,1.39,0.52,0.44,0.61,0.46,0.57,0.85,1.23,0.84,1.19,1.82,Upgrade
13,EV/EBITDA Ratio,3.96,1.49,1.27,1.76,1.38,1.64,2.38,3.49,2.37,3.79,5.55,Upgrade
14,EV/EBIT Ratio,4.32,1.61,1.38,1.92,1.51,1.82,2.63,3.90,2.67,4.43,6.34,Upgrade
15,EV/FCF Ratio,4.58,1.71,1.49,1.80,1.21,1.57,2.77,3.37,1.79,3.94,15.45,Upgrade
16,Debt / Equity Ratio,0.13,0.13,0.13,0.15,0.13,0.16,0.21,0.22,0.22,0.25,0.24,Upgrade
17,Debt / FCF Ratio,0.62,0.62,0.67,0.65,0.51,0.62,0.97,0.87,0.67,1.24,2.72,Upgrade
18,Return on Capital Employed (ROCE),21.52%,21.52%,20.58%,21.00%,20.20%,21.30%,21.97%,21.43%,21.01%,17.19%,20.58%,Upgrade
19,Earnings Yield,12.69%,19.57%,22.87%,18.91%,24.18%,22.62%,20.73%,15.98%,24.28%,1.65%,2.28%,Upgrade
20,FCF Yield,12.64%,19.48%,22.34%,21.33%,31.73%,27.57%,22.03%,20.19%,39.84%,19.77%,5.80%,Upgrade
21,Dividend Yield,7.04%,11.20%,10.98%,3.39%,-,-,9.14%,8.02%,13.08%,8.20%,6.48%,Upgrade
22,Buyback Yield / Dilution,-1.69%,-1.79%,-1.58%,-0.23%,2.00%,1.16%,0.34%,2.72%,4.45%,4.84%,3.74%,Upgrade
23,Total Shareholder Return,5.35%,9.41%,9.40%,3.16%,2.00%,1.16%,9.48%,10.74%,17.53%,13.03%,10.22%,Upgrade
