,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Market Capitalization,4418,4565,6889,7334,8944,13188,22164,47560,40738,-,-
1,Market Cap Growth,-37.75%,-37.75%,-22.97%,-44.39%,-59.65%,-72.27%,-45.59%,-,-,-,-
2,Enterprise Value,2325,1458,4174,4159,4799,7180,13818,39488,41494,-,-
3,Last Close Price,7.40,7.39,11.04,11.28,13.70,20.20,32.52,69.79,59.25,-,-
4,PE Ratio,-,-,-,-3.42,-,12.65,17.08,46.68,55.63,-,-
5,Forward PE,10.22,9.47,13.63,13.50,9.29,7.37,11.87,31.68,35.19,-,-
6,PS Ratio,0.87,0.86,1.26,1.38,1.58,1.89,3.03,8.61,10.17,-,-
7,PB Ratio,1.07,1.10,1.53,1.22,1.47,1.48,2.34,5.29,4.74,-,-
8,P/TBV Ratio,1.30,1.30,1.81,1.42,1.66,1.68,2.54,5.47,4.77,-,-
9,P/FCF Ratio,27.89,-,15.51,-,25.47,-,-,52.02,285.84,-,-
10,P/OCF Ratio,21.59,-,13.86,-,20.11,-,-,49.43,259.60,-,-
11,PEG Ratio,-,-,-,-,-,0.19,0.22,0.54,0.55,-,-
12,EV/Sales Ratio,0.44,0.28,0.76,0.78,0.85,1.03,1.89,7.15,10.36,-,-
13,EV/EBITDA Ratio,-,-,-,-5.41,-,5.63,8.37,29.94,43.92,-,-
14,EV/EBIT Ratio,-,-,-,-5.00,-,5.74,8.44,30.24,44.45,-,-
15,EV/FCF Ratio,14.67,-,9.39,-,13.67,-,-,43.19,291.15,-,-
16,Debt / Equity Ratio,0.04,0.04,0.04,0.04,0.03,0.04,0.03,0.00,0.01,1.16,3.63
17,Debt / FCF Ratio,1.05,-,0.42,-,0.60,-,-,0.01,0.41,4.50,8.05
18,Return on Capital Employed (ROCE),-,-,-,-13.21%,-,13.51%,16.84%,14.48%,10.79%,45.58%,25.68%
19,Earnings Yield,-32.46%,-31.42%,-15.21%,-29.27%,-22.99%,7.91%,5.85%,2.14%,1.80%,-,-
20,FCF Yield,3.59%,3.47%,6.45%,8.72%,3.93%,-5.57%,2.17%,1.92%,0.35%,-,-
21,Buyback Yield / Dilution,3.72%,5.09%,2.35%,0.91%,0.68%,0.15%,-22.23%,-41.95%,-17.26%,-0.98%,-
22,Total Shareholder Return,3.72%,5.09%,2.35%,0.91%,0.68%,0.15%,-22.23%,-41.95%,-17.26%,-0.98%,-
