,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Cash & Equivalents,1785,2906,2851,3070,3936,4922,6265,6856,843.24,333.15
1,Short-Term Investments,182.67,100,-,-,-,245.17,709.06,-,-,-
2,Trading Asset Securities,144.86,3,3,-,-,-,33.57,-,-,-
3,Cash & Short-Term Investments,2113,3009,2854,3070,3936,5167,7008,6856,843.24,333.15
4,Cash Growth,-25.99%,-1.99%,-27.48%,-40.59%,-43.83%,-24.63%,731.05%,1958.02%,-,-
5,Accounts Receivable,1511,1548,1759,1487,2478,2013,1291,1058,794.15,550.71
6,Other Receivables,368.96,452.85,735.2,803.22,1885,1651,292.89,439.37,1911,1821
7,Receivables,2184,2373,3907,3122,4363,3663,1584,1497,2705,2372
8,Inventory,28.05,28.45,38.52,29.96,29.84,22.87,15.31,16.27,8.34,5.83
9,Prepaid Expenses,-,-,-,-,-,-,1.92,-,1.95,1.32
10,Restricted Cash,339.65,152.24,13.16,9.37,4.34,2.08,74.79,0.36,0.36,1.46
11,Other Current Assets,117.71,104.85,99.41,118.63,517.44,600.23,642.91,145.25,208.03,189.2
12,Total Current Assets,4782,5667,6913,6350,8851,9456,9326,8515,3767,2903
13,"Property, Plant & Equipment",377.49,419.21,383.63,302.46,387.52,282.84,53.05,83.01,29.81,33.09
14,Long-Term Investments,735.56,352.91,242.86,231.11,99.33,47.16,13.33,4.85,3.9,0.16
15,Goodwill,309.97,324.68,438.94,357.14,631.46,410.04,133.15,-,-,-
16,Other Intangible Assets,269.52,289.3,266.72,191.3,194.73,130.75,55.71,9.99,6.47,5.02
17,Long-Term Accounts Receivable,79.54,80.27,81.31,81.2,-,-,-,-,-,-
18,Long-Term Deferred Tax Assets,531.65,490.94,271.59,247.19,45.63,19.94,4.25,5.52,6.58,8.08
19,Other Long-Term Assets,10.44,33.08,10.26,42.18,199.95,92.77,-,6.05,-,1145
20,Total Assets,7096,7657,8608,8357,10410,10439,9586,8625,3813,4094
21,Accounts Payable,966.21,1119,785.79,838.77,710.99,610.16,503.82,280.39,158.34,153.15
22,Accrued Expenses,303.78,321.71,214.4,237.67,129.36,224.01,126.79,158.03,101.9,896
23,Current Portion of Long-Term Debt,-,-,-,-,-,-,-,-,1495,685
24,Current Portion of Leases,16.7,26.52,29.7,24.79,34.9,23.99,2.9,3.25,1.18,1.33
25,Current Income Taxes Payable,42.87,54.8,59.31,46.65,94.39,180.6,106.62,72.48,49.75,64.49
26,Current Unearned Revenue,764.35,880.68,660.15,740.2,618.27,586.19,492.46,386.9,325.74,291.2
27,Other Current Liabilities,954.07,970.47,1029,875.93,914.35,891.31,855.62,440.8,389.18,349.26
28,Total Current Liabilities,3048,3373,2778,2764,2502,2516,2088,1342,2521,2440
29,Long-Term Debt,45.95,44.99,44.06,43.13,42.23,-,-,-,-,1145
30,Long-Term Leases,92.31,97.42,171.41,119.86,212.76,176.28,7.83,45.41,1.94,2.53
31,Long-Term Deferred Tax Liabilities,42.23,44.87,43.15,29.41,31.06,16.97,14.77,0.68,0.52,0.94
32,Total Liabilities,3228,3560,3037,2956,2788,2710,2111,1388,2524,3589
33,Common Stock,623.82,639.48,651.29,652.85,652.85,652.85,652.85,652.85,500,50
34,Retained Earnings,-2050,-1856,-715.46,-904.94,1271,1338,828.41,607.2,301.18,432.7
35,Treasury Stock,-47.68,-137.58,-11,-,-,-,-,-,-,-
36,Comprehensive Income & Other,5333,5432,5550,5579,5590,5666,5936,5938,453.75,-
37,Total Common Equity,3858,4078,5475,5327,7514,7657,7418,7198,1255,482.7
38,Minority Interest,9.41,19.31,96.51,73.58,107.57,72.97,57.55,38.31,34.88,22.3
39,Shareholders' Equity,3868,4097,5571,5400,7621,7730,7475,7237,1290,505
40,Total Liabilities & Equity,7096,7657,8608,8357,10410,10439,9586,8625,3813,4094
41,Total Debt,154.96,168.92,245.17,187.77,289.89,200.27,10.72,48.65,1498,1834
42,Net Cash (Debt),1958,2840,2609,2882,3646,4967,6997,6808,-654.88,-1501
43,Net Cash Growth,-24.97%,-1.47%,-28.44%,-41.98%,-47.89%,-27.04%,-,-,-,-
44,Net Cash Per Share,3.19,4.48,4.04,4.44,5.59,7.61,10.72,12.75,-1.42,-3.29
45,Filing Date Shares Outstanding,598.06,624.02,645.78,652.85,652.85,652.85,652.85,652.85,500,500
46,Total Common Shares Outstanding,598.06,624.02,645.78,652.85,652.85,652.85,652.85,652.85,500,500
47,Working Capital,1734,2294,4135,3586,6349,6940,7238,7173,1246,462.12
48,Book Value Per Share,6.45,6.53,8.48,8.16,11.51,11.73,11.36,11.03,2.51,0.97
49,Tangible Book Value,3279,3464,4769,4778,6687,7116,7229,7188,1248,477.68
50,Tangible Book Value Per Share,5.48,5.55,7.38,7.32,10.24,10.90,11.07,11.01,2.50,0.96
51,Buildings,57.64,57.64,57.39,57.39,57.39,9.43,-,-,-,-
52,Machinery,116.77,116.36,105.6,97.02,88.27,72.1,62.45,57.66,51.28,50.31
53,Construction In Progress,4.06,4.14,2.64,1.33,28.91,22.9,-,1.23,-,2.18
54,Leasehold Improvements,91.59,87.94,92.57,86.96,50.58,35.79,15.08,13.65,10.81,8.29
