,Fiscal Quarter,Current,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Dec '24 Dec 31, 2024","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020",+2 Quarters
0,Market Capitalization,85825,88724,87404,86293,80296,90678,65666,62927,73691,60542,59240,Upgrade
1,Market Cap Growth,2.82%,2.82%,8.85%,-4.83%,22.28%,44.10%,-10.89%,3.94%,24.39%,-39.64%,-54.79%,Upgrade
2,Enterprise Value,224639,214851,204863,215091,200503,198210,168243,164260,175052,170715,167790,Upgrade
3,Last Close Price,68.90,70.45,67.61,62.77,48.84,54.16,36.08,33.11,38.56,30.94,29.08,Upgrade
4,PE Ratio,25.19,20.53,3.06,2.99,12.35,21.62,34.31,-,-,-,-,Upgrade
5,Forward PE,8.72,9.84,9.97,7.34,6.36,11.32,9.78,11.90,16.90,27.82,-,Upgrade
6,PS Ratio,1.19,1.08,1.06,0.91,0.82,0.99,1.48,-,1.60,-,0.72,Upgrade
7,PB Ratio,0.37,0.28,0.27,0.27,0.26,0.29,0.20,0.19,0.23,0.19,0.19,Upgrade
8,P/TBV Ratio,0.39,0.39,0.35,0.35,0.34,0.37,0.26,0.25,0.30,0.24,0.24,Upgrade
9,P/FCF Ratio,15.57,14.67,15.09,13.13,14.48,17.98,22.43,-,10.58,-,8.42,Upgrade
10,P/OCF Ratio,8.48,8.48,9.21,8.70,8.87,11.12,15.41,-,8.37,-,5.49,Upgrade
11,PEG Ratio,0.24,0.27,0.27,0.20,0.18,0.31,0.27,0.33,0.37,2.34,22.19,Upgrade
12,EV/Sales Ratio,2.74,2.62,2.47,2.27,2.04,2.17,3.80,-,3.81,-,2.05,Upgrade
13,EV/EBITDA Ratio,11.15,16.35,15.28,14.43,13.47,14.36,23.33,-,21.16,-,12.46,Upgrade
14,EV/EBIT Ratio,13.89,21.03,19.28,18.34,16.94,18.04,29.26,-,25.75,-,16.93,Upgrade
15,EV/FCF Ratio,37.15,35.53,35.36,32.72,36.15,39.31,57.46,-,25.14,-,23.85,Upgrade
16,Debt / Equity Ratio,0.31,0.31,0.27,0.23,0.27,0.24,0.20,0.21,0.22,0.23,0.24,Upgrade
17,Debt / FCF Ratio,16.45,16.45,15.03,11.39,15.45,14.74,21.72,-,9.92,-,10.98,Upgrade
18,Return on Capital Employed (ROCE),2.43%,2.43%,2.60%,2.89%,2.92%,2.79%,1.48%,-,1.77%,-,2.48%,Upgrade
19,Earnings Yield,5.03%,4.87%,32.66%,33.44%,8.10%,4.63%,2.91%,-,-1.07%,-,-11.26%,Upgrade
20,FCF Yield,7.05%,6.82%,6.63%,7.62%,6.91%,5.56%,4.46%,-,9.45%,-,11.87%,Upgrade
21,Dividend Yield,4.86%,4.76%,4.81%,5.10%,6.24%,5.54%,3.19%,-,2.59%,-,8.08%,Upgrade
22,Buyback Yield / Dilution,2.26%,3.14%,1.39%,3.07%,3.48%,-,-,-,-,-,-,Upgrade
23,Total Shareholder Return,7.12%,7.89%,6.19%,8.17%,9.73%,5.54%,3.19%,-,2.59%,-,8.08%,Upgrade
