,Fiscal Quarter,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,Q3 2019,+20 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019","Sep '19 Sep 30, 2019",+20 Quarters
0,Cash & Equivalents,3.46,3.46,3.22,-,1.03,-,3.97,-,14.98,-,4.04,-,12.78,-,7.92,-,5.57,-,4.08,-,Upgrade
1,Cash & Short-Term Investments,3.46,3.46,3.22,1.03,1.03,3.97,3.97,-,14.98,4.04,4.04,-,12.78,7.92,7.92,-,5.57,4.08,4.08,-,Upgrade
2,Cash Growth,237.46%,-12.96%,-19.02%,-,-93.16%,-1.61%,-1.61%,-,17.18%,-48.98%,-48.98%,-,129.46%,94.09%,94.09%,-,-86.76%,-73.79%,-73.79%,-,Upgrade
3,Accounts Receivable,89.31,89.31,51.88,-,177.37,-,34.28,-,73.47,-,41.89,-,71.2,-,32.85,-,55.21,-,44.57,-,Upgrade
4,Other Receivables,-,-,0.45,-,-,-,-,-,0.17,-,0.15,-,0.21,-,1.95,-,1.92,-,1.63,-,Upgrade
5,Receivables,89.31,89.31,52.33,-,177.37,-,34.28,-,73.64,-,42.04,-,71.41,-,34.79,-,57.12,-,51.69,-,Upgrade
6,Inventory,416.74,416.74,393.72,-,294.35,-,370.03,-,331.6,-,393.12,-,297.92,-,338.92,-,318.82,-,307.99,-,Upgrade
7,Prepaid Expenses,0.47,0.47,0.45,-,0.44,-,0.84,-,2.37,-,2.44,-,4.14,-,4.16,-,68.94,-,53.85,-,Upgrade
8,Other Current Assets,0.36,0.36,0.19,-,5.7,-,4.97,-,-,-,-,-,0.18,-,0.22,-,-,-,5,-,Upgrade
9,Total Current Assets,510.34,510.34,449.9,-,478.88,-,414.09,-,422.59,-,441.65,-,386.42,-,386.01,-,450.45,-,422.61,-,Upgrade
10,"Property, Plant & Equipment",44.87,44.87,46.08,-,47.5,-,49.02,-,3.87,-,6.34,-,56.59,-,58.19,-,66.1,-,3.17,-,Upgrade
11,Long-Term Investments,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4.07,-,Upgrade
12,Goodwill,-,-,-,-,-,-,-,-,-,-,-,-,24.74,-,24.74,-,24.36,-,27.19,-,Upgrade
13,Other Long-Term Assets,-,-,-,-,-,-,6.97,-,6.7,-,6.7,-,-,-,-,-,0.1,-,25.49,-,Upgrade
14,Total Assets,555.21,555.21,495.98,-,526.38,-,470.08,-,433.16,-,454.68,-,467.75,-,468.94,-,541.01,-,482.53,-,Upgrade
15,Accounts Payable,15.79,15.79,0.7,-,19.45,-,3.44,-,0.47,-,64.56,-,1.41,-,0.59,-,3.41,-,9.18,-,Upgrade
16,Accrued Expenses,-,-,0.75,-,-,-,-,-,-,-,2.39,-,12.61,-,14.49,-,10.01,-,9.65,-,Upgrade
17,Short-Term Debt,106.67,106.67,125.63,-,94.35,-,90,-,93.57,-,65.59,-,67.58,-,69.54,-,10.75,-,14.98,-,Upgrade
18,Current Portion of Long-Term Debt,-,-,-,-,-,-,-,-,2.79,-,5.75,-,5.7,-,-,-,2.45,-,5.15,-,Upgrade
19,Current Portion of Leases,1.31,1.31,1.45,-,0.21,-,0.24,-,1.25,-,2.71,-,0.8,-,0.76,-,0.66,-,1.08,-,Upgrade
20,Current Income Taxes Payable,5.79,5.79,-,-,6.7,-,0.06,-,-,-,-,-,1.07,-,-,-,-,-,1.63,-,Upgrade
21,Current Unearned Revenue,0.24,0.24,0.5,-,0.27,-,-,-,0.28,-,0.86,-,0.75,-,0.29,-,0.3,-,2.55,-,Upgrade
22,Other Current Liabilities,2.59,2.59,0.69,-,18.22,-,20.5,-,34.41,-,11.01,-,1.44,-,2.02,-,-,-,4.36,-,Upgrade
23,Total Current Liabilities,132.4,132.4,129.72,-,139.2,-,114.24,-,132.77,-,152.86,-,91.37,-,87.68,-,27.57,-,48.58,-,Upgrade
24,Long-Term Debt,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5.65,-,125.85,-,74.14,-,Upgrade
25,Long-Term Leases,0.05,0.05,0.09,-,-,-,-,-,1.86,-,1.89,-,0.49,-,0.39,-,0.07,-,0.85,-,Upgrade
26,Long-Term Deferred Tax Liabilities,-,-,-,-,-,-,-,-,-,-,-,-,12.02,-,12.2,-,14.88,-,-,-,Upgrade
27,Total Liabilities,132.45,132.45,129.81,-,139.2,-,114.24,-,134.63,-,154.75,-,103.88,-,105.92,-,168.37,-,123.57,-,Upgrade
28,Common Stock,143.31,143.31,119.62,-,99.69,-,99.69,-,58.66,-,58.66,-,58.66,-,58.66,-,53.33,-,41.49,-,Upgrade
29,Additional Paid-In Capital,681.9,681.9,681.96,-,682.03,-,682.03,-,678.67,-,678.67,-,678.67,-,678.67,-,675.71,-,663.84,-,Upgrade
30,Retained Earnings,-402.55,-402.55,-435.36,-,-395.42,-,-426.66,-,-434.05,-,-433.39,-,-368.25,-,-370.23,-,-346.18,-,-336.33,-,Upgrade
31,Comprehensive Income & Other,0.1,0.1,-0.05,-,0.89,-,0.79,-,0.6,-,1.33,-,0.13,-,1.23,-,-8.17,-,-8.68,-,Upgrade
32,Total Common Equity,422.76,422.76,366.17,387.18,387.18,355.84,355.84,-,303.87,305.26,305.26,-,369.21,368.32,368.32,-,374.69,360.32,360.32,-,Upgrade
33,Minority Interest,-,-,-,-,-,-,-,-,-5.34,-,-5.33,-,-5.34,-,-5.3,-,-2.05,-,-1.36,-,Upgrade
34,Shareholders' Equity,422.76,422.76,366.17,387.18,387.18,355.84,355.84,-,298.53,299.93,299.93,-,363.87,363.02,363.02,-,372.64,358.96,358.96,-,Upgrade
35,Total Liabilities & Equity,555.21,555.21,495.98,-,526.38,-,470.08,-,433.16,-,454.68,-,467.75,-,468.94,-,541.01,-,482.53,-,Upgrade
36,Total Debt,108.04,108.04,127.17,94.56,94.56,90.24,90.24,-,99.46,75.94,75.94,-,74.58,76.34,76.34,-,139.77,96.2,96.2,-,Upgrade
37,Net Cash (Debt),-104.58,-104.58,-123.95,-93.53,-93.53,-86.26,-86.26,-,-84.48,-71.9,-71.9,-,-61.8,-68.42,-68.42,-,-134.2,-92.12,-92.12,-,Upgrade
38,Net Cash Per Share,-0.09,-0.09,-0.11,-0.09,-0.09,-0.09,-0.08,-,-0.14,-0.12,-0.12,-,-0.11,-0.12,-,-,-0.28,-0.19,-0.22,-,Upgrade
39,Filing Date Shares Outstanding,1433,1433,1196,996.86,996.86,996.86,996.86,879.86,586.58,586.58,586.58,586.58,586.58,586.58,586.58,372.89,533.25,477.15,414.93,338.87,Upgrade
40,Total Common Shares Outstanding,1433,1433,1196,996.86,996.86,996.86,996.86,879.86,586.58,586.58,586.58,586.58,586.58,586.58,586.58,372.89,533.25,477.15,414.93,338.87,Upgrade
41,Working Capital,377.94,377.94,320.18,-,339.68,-,299.86,-,289.82,-,288.79,-,295.05,-,298.33,-,422.89,-,374.03,-,Upgrade
42,Book Value Per Share,0.30,0.30,0.31,0.39,0.39,0.36,0.36,-,0.52,0.52,0.52,-,0.63,0.63,0.63,-,0.70,0.87,0.87,-,Upgrade
43,Tangible Book Value,422.76,422.76,366.17,387.18,387.18,355.84,355.84,-,303.87,305.26,305.26,-,344.46,343.58,343.58,-,350.33,333.13,333.13,-,Upgrade
44,Tangible Book Value Per Share,0.30,0.30,0.31,0.39,0.39,0.36,0.36,-,0.52,0.52,0.52,-,0.59,0.59,0.59,-,0.66,0.80,0.80,-,Upgrade
45,Land,-,-,15.9,-,-,-,15.95,-,-,-,-,-,-,-,40.55,-,-,-,-,-,Upgrade
46,Buildings,-,-,-,-,-,-,-,-,-,-,-,-,-,-,22.71,-,-,-,-,-,Upgrade
47,Machinery,-,-,7.49,-,-,-,7.52,-,-,-,0.72,-,-,-,3.93,-,-,-,2.75,-,Upgrade
48,Leasehold Improvements,-,-,-,-,-,-,-,-,-,-,3.75,-,-,-,2.57,-,-,-,2.57,-,Upgrade
