,Fiscal Quarter,Current,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Dec '24 Dec 31, 2024","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020",+2 Quarters
0,Market Capitalization,27260,24495,21945,26495,26769,26325,28395,29853,33815,31781,26081,Upgrade
1,Market Cap Growth,-7.55%,-7.55%,-18.02%,0.65%,-5.73%,-11.82%,-16.03%,-6.07%,29.66%,9.92%,-17.54%,Upgrade
2,PE Ratio,7.06,5.96,3.92,3.88,3.89,3.80,4.20,4.41,5.52,5.85,5.71,Upgrade
3,PS Ratio,0.70,0.65,0.56,0.66,0.71,0.68,0.73,0.77,0.97,1.03,1.00,Upgrade
4,PB Ratio,0.51,0.40,0.35,0.42,0.44,0.44,0.49,0.46,0.58,0.59,0.52,Upgrade
5,P/FCF Ratio,16.48,14.81,-,20.60,-,-2.00,-,-0.96,-,-,-,Upgrade
6,P/OCF Ratio,2.31,2.31,-,6.45,-,-3.03,-,-1.64,-,-,-,Upgrade
7,Debt / Equity Ratio,4.63,4.63,4.51,4.46,4.76,4.81,5.32,4.40,4.85,4.60,4.16,Upgrade
8,Debt / FCF Ratio,171.34,171.34,-,220.02,-,-21.66,-,-9.21,-,-,-,Upgrade
9,Earnings Yield,15.08%,16.92%,25.86%,26.20%,26.38%,27.39%,25.22%,24.24%,19.41%,18.80%,19.73%,Upgrade
10,Earnings Yield,15.08%,16.92%,25.86%,26.20%,26.38%,27.39%,25.22%,24.24%,19.41%,18.80%,19.73%,Upgrade
11,FCF Yield,6.07%,6.75%,32.52%,4.85%,10.45%,-50.00%,-94.99%,-104.14%,-133.87%,-118.21%,-70.14%,Upgrade
12,Dividend Yield,9.51%,9.70%,5.16%,-,-,-,-,-,-,-,-,Upgrade
13,Buyback Yield / Dilution,0.83%,2.74%,-1.09%,-1.21%,-0.93%,-0.92%,-8.37%,-12.98%,-14.75%,-9.04%,0.67%,Upgrade
14,Total Shareholder Return,10.34%,12.44%,4.07%,-1.21%,-0.93%,-0.92%,-8.37%,-12.98%,-14.75%,-9.04%,0.67%,Upgrade
