,Fiscal Quarter,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020
,Period Ending,"Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020"
0,Revenue,62.92,49.03,76.04,55,73.92,57.25,70.49,60.31,74.05,66.18
1,Revenue Growth (YoY),-17.26%,-10.86%,2.87%,-3.92%,4.86%,-5.07%,-4.81%,-8.87%,-7.87%,-7.38%
2,Cost of Revenue,32.82,30.41,36.91,28.04,37.44,29.56,34.02,32.19,35.78,35.49
3,Gross Profit,30.1,18.63,39.13,26.97,36.48,27.69,36.47,28.11,38.27,30.69
4,"Selling, General & Admin",20.83,25.8,23.71,24.08,22.9,23.86,21.37,18.9,20.56,23.75
5,Operating Expenses,21.43,26.26,24.97,24.93,25.8,30.01,22.84,20.36,22.96,25.1
6,Operating Income,8.67,-7.64,14.17,2.03,10.69,-2.33,13.64,7.76,15.31,5.59
7,Interest Expense,-0.19,-0.27,-0.06,-0.05,-0.08,-0.12,-0.16,-0.24,-0.04,-0.09
8,Interest & Investment Income,1.26,1.55,0.98,0.86,0.1,0.04,0.11,0.14,0.48,0.55
9,Currency Exchange Gain (Loss),-,0.02,-,0,-,0.01,-,0,-,0.14
10,Other Non Operating Income (Expenses),1.77,0.07,0.77,2.29,5.22,0.37,2.29,1.33,1.72,1.64
11,EBT Excluding Unusual Items,11.51,-6.27,15.86,5.14,15.92,-2.04,15.87,8.98,17.47,7.83
12,Other Unusual Items,-,-,-,-,2.09,-,-,-,5.22,-
13,Pretax Income,11.51,-6.27,15.86,5.14,18.01,-2.04,15.87,8.98,22.7,7.83
14,Income Tax Expense,1.45,-1.39,2.37,0.04,3.13,-0.16,2.24,0.37,3.73,1.09
15,Net Income,10.06,-4.88,13.49,5.11,14.89,-1.87,13.63,8.61,18.97,6.74
16,Net Income to Common,10.06,-4.88,13.49,5.11,14.89,-1.87,13.63,8.61,18.97,6.74
17,Net Income Growth,-25.42%,-,-9.37%,-,9.22%,-,-28.15%,27.80%,-1.10%,37.78%
18,Shares Outstanding (Basic),400,400,400,400,400,400,400,400,400,400
19,Shares Outstanding (Diluted),400,400,400,400,400,400,400,400,400,400
20,EPS (Basic),0.03,-0.01,0.03,0.01,0.04,-0.00,0.03,0.02,0.05,0.02
21,EPS (Diluted),0.03,-0.01,0.03,0.01,0.04,-0.00,0.03,0.02,0.05,0.02
22,EPS Growth,-25.42%,-,-9.37%,-,9.22%,-,-28.15%,27.80%,-1.10%,37.78%
23,Free Cash Flow,3.44,2.39,9.81,3.84,21.7,-2.4,13.11,-0.74,26.04,8.84
24,Free Cash Flow Per Share,0.01,0.01,0.02,0.01,0.05,-0.01,0.03,-0.00,0.07,0.02
25,Dividend Per Share,-,-,-,-,0.025,0.055,0.025,-,-,-
26,Operating Margin,13.77%,-15.58%,18.63%,3.70%,14.46%,-4.06%,19.34%,12.86%,20.67%,8.45%
27,Profit Margin,15.99%,-9.95%,17.74%,9.28%,20.14%,-3.27%,19.33%,14.28%,25.62%,10.18%
28,Free Cash Flow Margin,5.46%,4.88%,12.91%,6.99%,29.35%,-4.19%,18.60%,-1.22%,35.17%,13.36%
29,EBITDA,9.12,-7.45,17.07,4.78,13.28,0.61,16.12,8.81,16.46,7.44
30,D&A For EBITDA,0.46,0.19,2.91,2.75,2.59,2.94,2.49,1.05,1.15,1.85
31,EBIT,8.67,-7.64,14.17,2.03,10.69,-2.33,13.64,7.76,15.31,5.59
