,Fiscal Quarter,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020
,Period Ending,"Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020"
0,Cash & Equivalents,82.98,78.29,79.26,68.47,78.42,78.72,95.55,132.49,131.7,105.21
1,Cash & Short-Term Investments,82.98,78.29,79.26,68.47,78.42,78.72,95.55,132.49,131.7,105.21
2,Cash Growth,4.69%,14.34%,1.07%,-13.02%,-17.92%,-40.59%,-27.45%,25.93%,17.65%,-9.92%
3,Accounts Receivable,45.13,43.55,43.96,38.62,36.2,35.81,34.29,35.96,33.14,40.03
4,Other Receivables,3.19,1.86,1.55,3.19,3.2,3.27,2.87,3.26,4.04,4.47
5,Receivables,48.32,45.4,45.5,41.81,39.39,39.08,37.16,39.22,37.18,44.49
6,Total Current Assets,131.3,123.69,124.77,110.27,117.82,117.8,132.71,171.71,168.87,149.71
7,"Property, Plant & Equipment",4.26,6.98,9.38,5.41,10.27,14.88,18.57,23.06,13.38,3.28
8,Goodwill,11.42,11.42,11.42,11.42,11.42,11.42,11.42,11.42,11.42,11.42
9,Long-Term Deferred Tax Assets,0.29,0.29,0.09,0.09,-,-,-,-,0.32,0.32
10,Other Long-Term Assets,-,1.52,1.48,-,-,1.46,1.46,1.46,1.46,-
11,Total Assets,147.28,143.9,147.15,127.2,139.51,145.56,164.16,207.66,195.46,164.73
12,Accounts Payable,16.8,14.13,12.77,12.28,11.14,12.22,13.48,16.16,13.25,15.23
13,Accrued Expenses,3.57,10.69,6.37,9.36,14.34,12.07,9.76,8.58,10.14,10.14
14,Current Portion of Leases,3.91,4.55,4.53,1.69,4.04,4.62,4.46,4.35,4.08,1.51
15,Current Income Taxes Payable,0.68,1.15,2.67,0.85,1.47,0.85,-,0.02,2.52,0.36
16,Current Unearned Revenue,2.97,2.5,2.86,2.34,2.5,0.97,4.86,8.25,4.67,4.13
17,Other Current Liabilities,-,-,-,-,-,-,2.76,2.82,-,-
18,Total Current Liabilities,27.93,33.02,29.2,26.52,33.48,30.73,35.31,40.18,34.65,31.37
19,Long-Term Leases,-,1.59,3.77,-,-,1.69,4.04,6.3,8.48,-
20,Long-Term Deferred Tax Liabilities,-,-,-,-,0.45,0.45,0.24,0.24,-,-
21,Total Liabilities,27.93,34.61,32.97,26.52,33.93,32.87,39.59,46.73,43.14,31.37
22,Common Stock,4,4,4,4,4,4,4,4,4,4
23,Additional Paid-In Capital,35.95,35.95,35.95,35.95,35.95,35.95,35.95,35.95,35.95,35.95
24,Retained Earnings,79.4,69.34,74.22,60.73,65.62,72.74,84.61,120.98,112.37,93.4
25,Comprehensive Income & Other,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0
26,Shareholders' Equity,119.36,109.3,114.17,100.68,105.58,112.69,124.56,160.94,152.32,133.35
27,Total Liabilities & Equity,147.28,143.9,147.15,127.2,139.51,145.56,164.16,207.66,195.46,164.73
28,Total Debt,3.91,6.14,8.3,1.69,4.04,6.3,8.5,10.65,12.56,1.51
29,Net Cash (Debt),79.08,72.15,70.97,66.78,74.38,72.42,87.05,121.84,119.13,103.71
30,Net Cash Growth,11.43%,8.04%,-4.59%,-7.78%,-14.55%,-40.56%,-26.93%,17.49%,10.28%,-11.22%
31,Net Cash Per Share,0.20,0.18,0.18,0.17,0.19,0.18,0.22,0.30,0.30,0.26
32,Filing Date Shares Outstanding,400,400,400,400,400,400,400,400,400,400
33,Total Common Shares Outstanding,400,400,400,400,400,400,400,400,400,400
34,Working Capital,103.38,90.67,95.57,83.76,84.34,87.07,97.4,131.53,134.22,118.33
35,Book Value Per Share,0.30,0.27,0.29,0.25,0.26,0.28,0.31,0.40,0.38,0.33
36,Tangible Book Value,107.93,97.87,102.75,89.26,94.15,101.27,113.14,149.51,140.9,121.93
37,Tangible Book Value Per Share,0.27,0.24,0.26,0.22,0.24,0.25,0.28,0.37,0.35,0.30
38,Machinery,-,6.71,-,6.66,-,6.54,-,17.19,-,13.65
39,Leasehold Improvements,-,9.3,-,9.3,-,9.3,-,18.26,-,8.24
