,Fiscal Quarter,Current,Q4 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,Q3 2019,Q2 2019,+20 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Dec '24 Dec 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019","Sep '19 Sep 30, 2019","Jun '19 Jun 30, 2019",+20 Quarters
0,Market Capitalization,104638,115570,126503,143682,137435,138997,159300,196782,246759,484147,277994,195220,210838,203029,130186,82707,71985,59733,56669,85770,105681,Upgrade
1,Market Cap Growth,-16.85%,-16.85%,-20.59%,-26.98%,-44.30%,-71.29%,-42.70%,0.80%,17.04%,138.46%,113.54%,136.04%,192.89%,239.90%,129.73%,-3.57%,-31.88%,-54.65%,-60.64%,-18.84%,-23.33%,Upgrade
2,Enterprise Value,379024,384626,395558,413635,407226,386274,477192,513629,353707,573225,366560,283787,214289,206480,133637,73215,61780,62145,59278,88166,108223,Upgrade
3,Last Close Price,6700.00,7400.00,8100.00,9200.00,8800.00,8900.00,10200.00,12600.00,15800.00,31000.00,17800.00,12500.00,13500.00,13000.00,8500.00,5400.00,4700.00,3900.00,3700.00,5600.00,6900.00,Upgrade
4,PE Ratio,317.07,223.45,184.85,256.43,-590.22,-221.55,-182.45,-,-,-,15855.23,-,-721.07,-,-,-,74.55,-,58168.91,-,-,Upgrade
5,PS Ratio,98.68,81.48,-,72.28,93.00,178.71,555.96,-,-,836.31,335.73,121.26,89.22,66.49,34.78,19.06,14.94,10.37,8.68,11.40,13.39,Upgrade
6,PB Ratio,0.64,0.70,0.77,0.88,0.84,0.85,0.98,1.21,1.51,2.97,1.70,-,1.29,1.27,0.82,0.52,0.45,0.38,0.36,0.54,0.67,Upgrade
7,P/TBV Ratio,0.70,0.70,0.77,0.88,0.84,0.85,0.98,1.21,1.51,2.97,1.70,-,1.29,1.27,0.82,0.52,0.45,0.38,0.36,0.54,0.67,Upgrade
8,P/FCF Ratio,-,-,50.53,2.94,-,-,-1.01,-,-,-,-,-,-,-,-,-,-,5.89,-,-,7.90,Upgrade
9,P/OCF Ratio,-,-,50.53,2.12,1.80,-,-1.28,-0.99,-,-,-,-,-,-,-,3.02,-,3.82,-,3.84,5.21,Upgrade
10,EV/Sales Ratio,360.46,271.18,-,208.09,275.57,496.64,1665.42,-,-,990.18,442.70,176.28,90.68,67.62,35.70,16.87,12.82,10.79,9.08,11.72,13.71,Upgrade
