,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Cash & Equivalents,43739870,41962105,43209656,36227793,43335714,41545448,42199278,40313070,33817197,28358187,31469471,38421360,29746513,16108193,10562922,10900045,17902788,15062903,22307203,13720763,Upgrade
1,Investment Securities,63892590,60864989,62161599,65335805,67866961,73758379,78679929,73376571,76108912,76531823,77405030,62404684,53854112,49402870,49335396,48095142,45551336,43731007,41014573,33270164,Upgrade
2,Trading Asset Securities,1,4630,3898,-,-,294883,282297,203247,95137,-,-,-,189844,195550,153807,77344,72291,59364,5770669,12987,Upgrade
3,Total Investments,63892591,60869619,62165497,65335805,67866961,74053262,78962226,73579818,76204049,76531823,77405030,62404684,54043956,49598420,49489203,48172486,45623627,43790371,46785242,33283151,Upgrade
4,Gross Loans,247977330,228884074,216657634,223818736,197786526,194540558,190376515,177653817,171983771,165650768,158866771,155080370,144897625,143888079,131256415,125054601,111419871,105929197,101537935,98456839,Upgrade
5,Allowance for Loan Losses,-3165573,-2908369,-2707573,-2676685,-2515500,-2383777,-2095346,-1833953,-2029199,-2078171,-2157509,-1772549,-1597569,-2207679,-1995957,-1914439,-1824956,-1673363,-1439901,-1217590,Upgrade
6,Net Loans,244811757,225975705,213950061,221142051,195271026,192156781,188281169,175819864,169954572,163572597,156709262,153307821,143300056,141680400,129260458,123140162,109594915,104255834,100098034,97239249,Upgrade
7,"Property, Plant & Equipment",1152819,763408,1220618,729429,1110696,1114613,1145380,903413,1116160,1113264,1035041,512870,788280,519066,695774,475619,644236,387327,514713,368965,Upgrade
8,Other Intangible Assets,370734,296552,313108,329476,334010,263238,278944,301973,284823,300571,262458,275743,261277,242832,241391,233223,205327,214929,222119,202029,Upgrade
9,Accrued Interest Receivable,3723111,3501157,3554458,3704197,3382978,3274916,3392617,3031898,2973750,2483921,2276112,1831965,2098647,1686164,1642618,1660605,1821064,1564649,1670095,1232050,Upgrade
10,Other Receivables,9941534,517521,15481953,566253,17781274,17072977,14859323,2407769,22020408,22100421,17733553,2256547,16944767,5000021,12216716,5669186,7275526,2839569,281088,5633880,Upgrade
11,Restricted Cash,13214550,8928740,11378128,9213809,10397108,9213239,8982501,11988501,9188049,14590366,14077084,18039848,11574314,16421498,10467415,9108762,8870437,7702277,3249808,7760937,Upgrade
12,Other Current Assets,-,13758457,-,14254828,-,177755,-,15095195,-,-,-,13675106,-,9127057,-,5234522,-,3869426,-,3379163,Upgrade
13,Other Long-Term Assets,4505273,4981734,4597009,5130331,4922785,4534584,5420778,5192506,1768724,1721319,1654521,2101134,1569751,1863200,1576189,1719984,1523399,1652592,1503765,1618347,Upgrade
14,Total Assets,385352239,361554998,355870488,356633972,344402552,343406813,343522216,328634007,317327732,310772469,302622532,292827078,260327561,242246851,216152686,206314594,193461319,181339877,176632067,164438534,Upgrade
15,Accounts Payable,-,-,-,706085,-,-,-,1093764,-,-,-,454217,-,497604,-,546759,-,20462,-,-,Upgrade
