,Fiscal Quarter,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020
,Period Ending,"Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020"
0,Cash & Equivalents,38.67,49.53,37.25,17.09,20.07,17.62,14.11,23.55,28.41,25.27
1,Short-Term Investments,0.21,0.2,0.25,0.19,0.23,0.18,0.18,0.19,2.56,2.59
2,Cash & Short-Term Investments,38.88,49.73,37.5,17.27,20.3,17.8,14.29,23.73,30.97,27.86
3,Cash Growth,3.67%,187.91%,84.71%,-2.96%,42.10%,-25.01%,-53.87%,-14.80%,-52.85%,-44.81%
4,Accounts Receivable,136.77,149.52,159.63,168.37,174.5,182.93,178,179.83,212.37,246.94
5,Other Receivables,1.07,1.94,0.71,4.01,1.21,1.21,1.23,0.76,2.21,2.06
6,Receivables,137.84,151.46,160.34,172.37,175.71,184.14,179.24,180.59,214.58,249
7,Prepaid Expenses,2.65,0.47,6.82,0.58,1.36,1.56,2.99,0.84,0.74,1.31
8,Restricted Cash,3.05,3.05,3.05,3.05,3.05,3.05,3.05,3.05,3.05,3.05
9,Total Current Assets,182.41,204.7,207.71,193.27,200.41,206.55,199.56,208.21,249.33,281.21
10,"Property, Plant & Equipment",0.45,0.93,1.39,1.96,0.73,1.3,1.77,2.34,1.81,3.1
11,Long-Term Deferred Tax Assets,-,-,-,-,-,-,0,0,0.13,0.04
12,Total Assets,182.86,205.64,209.1,195.23,201.14,207.85,201.33,210.55,251.27,284.35
13,Accounts Payable,14.01,28.05,33.3,15.45,14.86,19.61,12.4,20.65,34.32,46.3
14,Accrued Expenses,12.83,15.46,11.91,3.33,2.64,2.84,2.11,2.84,8.26,4.7
15,Short-Term Debt,31.1,0,48,-,-,44.76,47.75,46.24,48.05,47.84
16,Current Portion of Long-Term Debt,-,48,-,-,-,-,-,-,-,-
17,Current Portion of Leases,0.45,0.9,0.92,0.93,0.44,0.89,0.91,0.92,0.71,1.43
18,Current Unearned Revenue,3.2,4.04,0.7,2.74,3.5,0.49,0.48,0.5,14.98,15.65
19,Other Current Liabilities,0.17,0.4,1.04,5.66,2.26,7.38,2.7,2.7,3.1,-
20,Total Current Liabilities,61.75,96.85,95.87,28.1,23.71,75.96,66.37,73.84,109.42,115.92
21,Long-Term Debt,22,-,-,48,48,-,-,-,-,-
22,Long-Term Leases,0.02,0.05,0.39,0.85,0.02,0.04,0.39,0.84,0.02,0.04
23,Other Long-Term Liabilities,0.82,-,-,5.1,2.22,-,-,-,-,-
24,Total Liabilities,84.59,96.89,96.26,82.05,73.95,76,66.76,74.68,109.44,115.97
25,Common Stock,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8
26,Additional Paid-In Capital,105.06,105.06,105.06,105.06,105.06,105.06,105.06,105.06,105.06,105.06
27,Retained Earnings,-11.78,-1.32,2.77,3.12,17.13,21.79,24.51,25.81,31.77,58.32
28,Comprehensive Income & Other,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
29,Shareholders' Equity,98.28,108.74,112.83,113.18,127.19,131.85,134.57,135.87,141.83,168.38
30,Total Liabilities & Equity,182.86,205.64,209.1,195.23,201.14,207.85,201.33,210.55,251.27,284.35
31,Total Debt,53.56,48.95,49.31,49.78,48.46,45.69,49.06,48,48.78,49.32
32,Net Cash (Debt),-14.69,0.78,-11.82,-32.51,-28.16,-27.9,-34.77,-24.26,-17.82,-21.46
33,Net Cash Per Share,-0.03,0.00,-0.02,-0.07,-0.06,-0.06,-0.07,-0.05,-0.04,-0.04
34,Filing Date Shares Outstanding,480,480,480,480,480,480,480,480,480,480
35,Total Common Shares Outstanding,480,480,480,480,480,480,480,480,480,480
36,Working Capital,120.66,107.86,111.83,165.17,176.71,130.59,133.19,134.37,139.91,165.29
37,Book Value Per Share,0.20,0.23,0.24,0.24,0.26,0.27,0.28,0.28,0.30,0.35
38,Tangible Book Value,98.28,108.74,112.83,113.18,127.19,131.85,134.57,135.87,141.83,168.38
39,Tangible Book Value Per Share,0.20,0.23,0.24,0.24,0.26,0.27,0.28,0.28,0.30,0.35
40,Machinery,-,2.43,2.43,2.43,2.43,2.43,2.43,2.43,3.1,3.1
41,Leasehold Improvements,-,1.72,1.72,1.72,1.72,1.72,1.72,1.72,1.72,1.72
