,Fiscal Quarter,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020
,Period Ending,"Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020"
0,Revenue,138.5,242.23,218.04,108.58,97.29,126.49,105.71,133.84,144.34,192.24
1,Revenue Growth (YoY),-36.48%,123.08%,124.12%,-14.16%,-7.97%,-5.49%,-26.76%,-30.38%,-36.71%,-50.54%
2,Cost of Revenue,133.26,232.67,207.35,103.11,90.65,121.47,100.85,137.85,168.48,194.39
3,Gross Profit,5.24,9.56,10.69,5.48,6.64,5.02,4.87,-4.01,-24.13,-2.15
4,"Selling, General & Admin",9.92,8,7.56,8.65,8.12,6.78,4.89,6.37,5.66,8.07
5,Operating Expenses,12.93,11.03,8.11,9.61,8.67,7.19,5.44,7.62,6.93,9.32
6,Operating Income,-7.7,-1.46,2.57,-4.13,-2.03,-2.17,-0.58,-11.62,-31.07,-11.47
7,Interest Expense,-2.79,-2.92,-2.93,-2.89,-2.62,-0.7,-0.73,-0.8,-0.91,-1.16
8,Interest & Investment Income,0,0,0,0,-,0,-,-,0,0
9,Currency Exchange Gain (Loss),0.02,-,-,-,-,0.01,0.01,0.02,0.03,-0
10,Other Non Operating Income (Expenses),0,0.29,-,-,-,0.13,0,0.21,0.01,0.08
11,EBT Excluding Unusual Items,-10.47,-4.09,-0.35,-7.01,-4.65,-2.73,-1.3,-12.19,-31.93,-12.55
12,Legal Settlements,-,-,-,-7,-,-,-,-,-,-
13,Other Unusual Items,-,-,-,-,-,-,-,6.25,5.31,-
14,Pretax Income,-10.47,-4.09,-0.35,-14.01,-4.65,-2.73,-1.3,-5.93,-26.62,-12.55
15,Income Tax Expense,-,-,-,-,-,-0.01,-,0.03,-0.07,-0.84
16,Net Income,-10.47,-4.09,-0.35,-14.01,-4.65,-2.72,-1.3,-5.96,-26.55,-11.7
17,Net Income to Common,-10.47,-4.09,-0.35,-14.01,-4.65,-2.72,-1.3,-5.96,-26.55,-11.7
18,Shares Outstanding (Basic),480,480,480,480,480,480,480,480,480,480
19,Shares Outstanding (Diluted),480,480,480,480,480,480,480,480,480,480
20,Shares Change (YoY),-,-,-,-,-,-,-,-,-,14.33%
21,EPS (Basic),-0.02,-0.01,-0.00,-0.03,-0.01,-0.01,-0.00,-0.01,-0.06,-0.02
22,EPS (Diluted),-0.02,-0.01,-0.00,-0.03,-0.01,-0.01,-0.00,-0.01,-0.06,-0.02
23,Free Cash Flow,-10.36,12.82,20.62,-2.49,0.09,7.67,-9.77,-1.5,4.58,2.34
24,Free Cash Flow Per Share,-0.02,0.03,0.04,-0.01,0.00,0.02,-0.02,-0.00,0.01,0.00
25,Operating Margin,-5.56%,-0.60%,1.18%,-3.80%,-2.09%,-1.71%,-0.54%,-8.68%,-21.52%,-5.96%
26,Profit Margin,-7.56%,-1.69%,-0.16%,-12.90%,-4.78%,-2.15%,-1.23%,-4.46%,-18.40%,-6.09%
27,Free Cash Flow Margin,-7.48%,5.29%,9.46%,-2.29%,0.09%,6.07%,-9.24%,-1.12%,3.17%,1.22%
28,EBITDA,-7.69,-1.38,2.67,-4.03,-1.93,-2.07,-0.48,-11.1,-30.52,-10.92
29,D&A For EBITDA,0.01,0.09,0.1,0.1,0.1,0.1,0.1,0.52,0.55,0.55
30,EBIT,-7.7,-1.46,2.57,-4.13,-2.03,-2.17,-0.58,-11.62,-31.07,-11.47
