,Fiscal Quarter,Current,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020
,Period Ending,"Mar '25 Mar 13, 2025","Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020"
0,Market Capitalization,850,960,2112,955,389,528,662,552,226,185,204
1,Market Cap Growth,0.50%,0.50%,443.21%,80.91%,-41.30%,-4.35%,193.62%,198.70%,10.59%,-45.00%,-58.33%
2,Enterprise Value,864,959,2124,988,417,556,697,576,243,209,188
3,Last Close Price,1.77,2.00,4.40,1.99,0.81,1.10,1.38,1.15,0.47,0.39,0.42
4,PS Ratio,2.23,2.52,4.59,2.92,1.89,2.36,2.85,2.30,0.81,0.55,0.49
5,PB Ratio,8.64,9.77,19.42,8.47,3.44,4.15,5.02,4.10,1.66,1.30,1.21
6,P/TBV Ratio,9.77,9.77,19.42,8.47,3.44,4.15,5.02,4.10,1.66,1.30,1.21
7,P/FCF Ratio,391.36,-,63.16,52.67,-,68.07,-315.73,-,-,26.71,-70.66
8,P/OCF Ratio,391.36,-,63.16,52.67,-,68.07,-315.73,-,-,26.61,-122.67
9,EV/Sales Ratio,2.27,2.52,4.61,3.02,2.03,2.48,3.00,2.41,0.88,0.62,0.45
10,EV/EBITDA Ratio,-,-,-,-726.25,-,-,-,-,-,-,-
11,EV/EBIT Ratio,-,-,-,-636.41,-,-,-,-,-,-,-
12,EV/FCF Ratio,391.04,-,63.52,54.46,-,71.66,-332.30,-,-,30.18,-65.01
13,Debt / Equity Ratio,0.55,0.55,0.45,0.44,0.44,0.38,0.35,0.36,0.35,0.34,0.29
14,Debt / FCF Ratio,21.84,-,1.46,2.72,-,6.25,-21.78,-,-,7.05,-17.08
15,Return on Capital Employed (ROCE),-,-,-,-1.37%,-,-,-,-,-,-,-
16,Earnings Yield,-1.71%,-1.52%,-0.21%,-1.50%,-4.80%,-1.40%,-0.61%,-1.32%,-14.41%,-20.70%,-3.90%
17,FCF Yield,0.26%,0.26%,1.58%,1.90%,-0.62%,1.47%,-0.32%,-2.04%,1.37%,3.74%,-1.42%
18,Buyback Yield / Dilution,-,-,-,-,-,-,-,-,-,-14.33%,
19,Total Shareholder Return,-,-,-,-,-,-,-,-,-,-14.33%,
