,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+14 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+14 Quarters
0,Operating Revenue,124.07,110.64,99.18,125.42,124.93,123.6,368.7,246.5,131.78,147.16,183.24,185.54,206.39,252.9,260.01,285.29,362.34,579.29,169.53,135.98,Upgrade
1,Other Revenue,-1.98,1.98,-,4.25,-2.18,2.18,-,3.43,-1.73,1.73,-,3.87,-1.98,1.98,-,4.79,-2.28,2.28,-,4.67,Upgrade
2,Revenue,122.1,112.61,99.18,129.68,122.75,125.78,368.7,249.93,130.05,148.89,183.24,189.41,204.4,254.89,260.01,290.08,360.06,581.56,169.53,140.65,Upgrade
3,Revenue Growth (YoY),-0.53%,-10.47%,-73.10%,-48.12%,-5.62%,-15.52%,101.21%,31.95%,-36.37%,-41.59%,-29.53%,-34.70%,-43.23%,-56.17%,53.37%,106.24%,251.34%,707.08%,135.26%,61.90%,Upgrade
4,Cost of Revenue,51.41,65.66,50.19,101.58,56.9,69.03,132.3,132.35,63.34,86.41,100.02,115.6,104.08,132.9,124.3,171.88,153.3,208.1,58.26,75.54,Upgrade
5,Gross Profit,70.68,46.95,48.98,28.09,65.84,56.74,236.4,117.58,66.71,62.48,83.22,73.82,100.32,121.99,135.71,118.2,206.76,373.46,111.26,65.11,Upgrade
6,"Selling, General & Admin",31.63,24.52,26.97,44.09,29.4,33.34,48.75,65.24,18.97,20.93,17.26,33.01,23.07,19.9,19.54,6.57,26.53,35.68,23.28,20.47,Upgrade
7,Research & Development,27.37,28.91,27.14,30.79,28.31,26.49,25.01,27.18,24.8,21.82,19.46,20.84,16.3,14.89,14.03,15.87,10.71,10.96,11.19,10.99,Upgrade
8,Other Operating Expenses,-1.67,0.08,1.36,4.48,-1.86,-8.99,-8.08,6.23,1.43,-1.85,-2.04,6.57,-5.58,-1.53,-2.3,18.3,-11.16,-17.22,0.85,4.25,Upgrade
