,Fiscal Quarter,Current,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020",+2 Quarters
0,Market Capitalization,921,958,851,965,1173,1053,1463,1475,1526,1091,1116,Upgrade
1,Market Cap Growth,-0.65%,-0.65%,-27.42%,-8.38%,-19.83%,-28.63%,-4.13%,35.26%,36.72%,-37.09%,-37.68%,Upgrade
2,Enterprise Value,-55,64,69,271,499,308,549,343,442,169,411,Upgrade
3,Last Close Price,1.46,1.48,1.27,1.41,1.64,1.43,1.88,1.86,1.84,1.29,1.28,Upgrade
4,PE Ratio,7.98,8.30,8.44,9.13,9.00,6.37,6.86,5.83,7.52,8.22,11.92,Upgrade
5,Forward PE,-,15.72,15.72,15.72,15.72,15.72,15.72,15.72,15.72,15.72,15.72,Upgrade
6,PS Ratio,0.42,0.43,0.42,0.48,0.51,0.42,0.54,0.51,0.65,0.62,0.74,Upgrade
7,PB Ratio,0.30,0.31,0.28,0.33,0.38,0.36,0.45,0.48,0.51,0.39,0.42,Upgrade
8,P/TBV Ratio,0.32,0.32,0.28,0.33,0.39,0.37,0.46,0.49,0.52,0.40,0.43,Upgrade
9,P/FCF Ratio,5.97,6.21,3.21,5.63,15.93,-10.76,-,-,8.43,7.55,7.79,Upgrade
10,P/OCF Ratio,4.42,4.42,2.64,4.27,8.53,65.29,-,-,6.87,6.65,6.90,Upgrade
11,EV/Sales Ratio,0.03,0.03,0.03,0.14,0.22,0.12,0.20,0.12,0.19,0.10,0.27,Upgrade
12,EV/EBITDA Ratio,0.60,0.62,1.03,6.30,5.07,2.50,3.02,1.19,1.94,2.12,-,Upgrade
13,EV/EBIT Ratio,1.17,1.17,3.81,-29.64,-,4.86,4.31,1.45,2.49,5.74,-,Upgrade
14,EV/FCF Ratio,-0.36,0.42,0.26,1.58,6.77,-3.14,-,-,2.44,1.17,2.87,Upgrade
15,Debt / Equity Ratio,0.00,0.00,0.01,0.01,0.01,0.00,0.01,0.01,0.02,0.04,0.04,Upgrade
16,Debt / FCF Ratio,0.10,0.10,0.07,0.11,0.27,-0.05,-,-,0.39,0.71,0.71,Upgrade
17,Return on Capital Employed (ROCE),1.72%,1.72%,0.57%,-0.30%,-,2.08%,3.84%,7.34%,5.68%,1.01%,-,Upgrade
18,Earnings Yield,12.55%,12.05%,11.85%,10.96%,11.11%,15.69%,14.58%,17.15%,13.31%,12.17%,8.39%,Upgrade
19,FCF Yield,16.76%,16.10%,31.14%,17.77%,6.28%,-9.29%,-27.77%,-14.11%,11.87%,13.24%,12.84%,Upgrade
20,Dividend Yield,6.03%,5.95%,6.31%,7.32%,7.21%,11.25%,8.94%,9.00%,8.70%,6.45%,5.73%,Upgrade
21,Buyback Yield / Dilution,-,-,-,-,0.09%,-,-0.09%,-,-,-,Upgrade,
22,Total Shareholder Return,6.03%,5.95%,6.31%,7.32%,7.21%,11.34%,8.94%,8.90%,8.70%,6.45%,5.73%,Upgrade
