,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,4633,4746,6194,8072,9424,14296,11038,13277,12486,11366,16927,Upgrade
1,Market Cap Growth,-41.21%,-41.21%,-34.28%,-43.53%,-14.62%,7.67%,-11.60%,16.81%,-26.24%,-31.77%,8.55%,Upgrade
2,Enterprise Value,26325,26854,28224,30438,31516,39980,27323,29303,28580,27215,32489,Upgrade
3,Last Close Price,0.91,0.91,1.17,1.49,1.72,2.57,2.62,3.08,2.83,2.56,3.72,Upgrade
4,PE Ratio,-,-,-,74.60,-15.76,-,13.94,10.58,18.59,-,16.09,Upgrade
5,PS Ratio,2.02,2.14,2.69,3.75,4.45,6.57,5.00,6.10,5.98,5.48,7.35,Upgrade
6,PB Ratio,0.27,0.26,0.33,0.44,0.48,0.67,0.56,0.70,0.67,0.68,0.96,Upgrade
7,P/FCF Ratio,12.07,12.07,12.46,31.44,23.54,16.85,11.61,11.80,15.13,18.10,19.19,Upgrade
8,P/OCF Ratio,12.07,12.07,12.46,31.44,23.54,16.85,11.61,11.80,15.13,18.10,19.19,Upgrade
9,EV/Sales Ratio,11.89,12.13,12.28,14.16,14.89,18.36,12.39,13.47,13.68,13.13,14.11,Upgrade
10,EV/EBITDA Ratio,19.67,21.07,21.60,24.80,26.11,31.64,21.36,23.17,22.59,21.60,23.85,Upgrade
11,EV/EBIT Ratio,22.36,22.81,23.38,26.94,28.44,34.46,23.27,25.13,24.50,23.25,25.54,Upgrade
12,EV/FCF Ratio,68.30,68.30,56.79,118.57,78.72,47.14,28.74,26.05,34.63,43.33,36.83,Upgrade
13,Debt / Equity Ratio,1.23,1.23,1.20,1.30,1.15,1.07,1.33,0.89,0.89,0.97,0.90,Upgrade
14,Debt / FCF Ratio,56.02,56.02,44.95,92.39,56.30,26.89,27.33,15.08,20.31,25.92,18.11,Upgrade
15,Earnings Yield,-2.81%,-2.99%,-0.07%,1.31%,-6.13%,-1.08%,7.50%,9.83%,5.58%,-0.02%,6.21%,Upgrade
16,FCF Yield,8.28%,8.28%,8.02%,3.18%,4.25%,5.93%,8.61%,8.47%,6.61%,5.53%,5.21%,Upgrade
17,Dividend Yield,9.96%,7.95%,7.96%,6.83%,7.47%,7.83%,9.42%,7.89%,8.34%,8.71%,7.23%,Upgrade
18,Buyback Yield / Dilution,-0.06%,3.12%,-13.18%,-14.14%,-25.04%,-20.37%,7.33%,-15.99%,-15.13%,12.27%,-0.26%,Upgrade
19,Total Shareholder Return,9.90%,11.08%,-5.22%,-7.31%,-17.57%,-12.54%,16.75%,-8.11%,-6.79%,20.98%,6.96%,Upgrade
