,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q1 2020,Q2 2017,Q1 2017
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Jan '22 Jan 1, 2022","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Mar '20 Mar 31, 2020","Jun '17 Jun 30, 2017","Mar '17 Mar 31, 2017"
0,Operating Revenue,1732,1642,1515,1452,1598,1276,1097,973.7,1084,987.68,1583,1078,1178,872.52,871.32,432.21,386.22,412.77,412.77
1,Other Revenue,-45.07,45.07,-,120.4,-78.02,78.02,-,172.36,-116.21,116.21,-,160.64,-67.26,67.26,-,45.41,12.73,2.68,2.68
2,Revenue,1687,1687,1515,1572,1520,1354,1097,1146,967.45,1104,1583,1239,1111,939.78,871.32,477.62,398.95,415.45,415.45
3,Revenue Growth (YoY),10.97%,24.58%,38.12%,37.18%,57.09%,22.70%,-30.71%,-7.48%,-12.88%,17.46%,81.73%,159.36%,178.35%,126.21%,109.73%,-,-,-,-
4,Cost of Revenue,1275,1225,1225,1444,1039,1241,914.76,1468,803.34,912.73,938.8,621.93,719.58,618.51,469.97,320.12,278.1,218.61,218.61
5,Gross Profit,411.27,462.64,290.48,127.64,480.91,113.62,182.38,-321.59,164.11,191.16,644.66,616.83,390.93,321.27,401.35,157.5,120.86,196.84,196.84
6,"Selling, General & Admin",58.32,68.35,49.65,99.39,46.04,51.06,45.82,47.78,31.95,39.86,32.75,61.8,19.22,25.84,17,16.72,30.86,21.44,21.44
7,Research & Development,36.6,30.92,15.51,23.32,37.32,19.66,16.01,42.28,11.97,47.15,25.48,43.71,35.38,27.18,5.63,22.17,3.94,-,-
8,Other Operating Expenses,29.57,24.85,42.74,39.43,34.87,39.04,19.77,59.26,-10.22,17.35,23.1,32.86,18.94,13.53,9.93,9.34,10.69,2.2,2.2
9,Operating Expenses,135.49,110.87,117.29,160.53,123.07,108.21,86.74,146.09,35.42,93.54,85.78,142.59,76.34,62.39,41.08,44.41,47.96,27.8,27.8
10,Operating Income,275.78,351.77,173.19,-32.89,357.84,5.41,95.65,-467.68,128.7,97.62,558.88,474.23,314.59,258.88,360.27,113.09,72.9,169.04,169.04
11,Interest Expense,-1.21,-1.58,-1.18,-0.54,-0.74,-0.84,-0.32,-3.08,-2.76,-2.84,-1.49,-1.09,-1.13,-1.42,-0.61,-1.03,-1.7,-2.64,-2.64
12,Interest & Investment Income,13.76,18.5,13,17.7,18.58,17.18,20.98,22.43,23.98,23.83,3.42,0.87,0.68,0.54,0.29,0.43,0.42,0.11,0.11
13,Currency Exchange Gain (Loss),-13.7,13.7,-,16.88,-38.13,38.13,-,-29.16,1.72,-1.72,-,-5.1,5.88,-5.88,-,-10.49,-3.23,-0.2,-0.2
14,Other Non Operating Income (Expenses),0.04,-18.59,6.59,-88.93,45.54,-12.97,-0.28,-47.42,24.04,-3.94,-5.21,-21.82,-4.48,0.26,-8.53,-5.37,-3.19,-4.98,-4.98
15,EBT Excluding Unusual Items,274.66,363.8,191.6,-87.78,383.1,46.9,116.03,-524.91,175.69,112.93,555.59,447.09,315.54,252.39,351.42,96.64,65.18,161.34,161.34
16,Gain (Loss) on Sale of Investments,-1.15,-3.06,-2.27,-1.57,-2.03,-2.4,-,-3.8,-1.99,-4.14,-3.07,-4.96,-4.24,-5.12,-4.92,-4.47,-1.13,-,-
17,Gain (Loss) on Sale of Assets,-0.23,-1.09,-0.41,1.23,0.02,0.49,-0.46,0.15,-0.05,-0.04,-0.05,-0.01,0.01,-0.15,-,11.74,-,-0.34,-0.34
18,Asset Writedown,-43.06,-4.07,3.85,199.93,-200.15,105.12,-106.22,303,-304.83,-0.12,-,-2.04,-1.26,0.04,-0.04,0.71,-0.34,0,0
19,Other Unusual Items,-2.98,2.56,3.91,9.19,-0.1,0.81,-0.71,41.57,-0.03,0.03,-,11.03,-,-,-,-1.47,0.04,0.45,0.45
20,Pretax Income,227.25,358.14,196.69,121.33,180.58,151.17,8.64,-183.27,-131.38,108.82,552.47,451.24,310.05,247.16,346.45,103.15,63.76,161.45,161.45
21,Income Tax Expense,36.45,75.5,52.67,-16.13,20.77,78.35,0.67,-35.53,-6.25,18.3,95.63,61.08,49.55,43.79,50.29,5.9,15.92,24.29,24.29
22,Earnings From Continuing Operations,190.8,282.64,144.02,137.46,159.82,72.82,7.98,-147.74,-125.13,90.52,456.84,390.15,260.5,203.38,296.16,97.25,47.84,137.16,137.16
23,Minority Interest in Earnings,-,-,-,-0.49,0.49,-,-,-,-,-,-,-,-,-,-,-,-,-,-
24,Net Income,190.8,282.64,144.02,136.97,160.31,72.82,7.98,-147.74,-125.13,90.52,456.84,390.15,260.5,203.38,296.16,97.25,47.84,137.16,137.16
25,Net Income to Common,190.8,282.64,144.02,136.97,160.31,72.82,7.98,-147.74,-125.13,90.52,456.84,390.15,260.5,203.38,296.16,97.25,47.84,137.16,137.16
26,Net Income Growth,19.02%,288.11%,1705.74%,-,-,-19.55%,-98.25%,-,-,-55.49%,54.25%,301.17%,444.54%,48.28%,115.92%,-,-,-,-
27,Shares Outstanding (Basic),294,295,294,204,379,340,259,297,296,296,221,220,221,221,221,221,193,178,178
28,Shares Outstanding (Diluted),294,295,294,204,379,340,259,297,296,296,221,220,221,221,221,221,193,178,178
29,Shares Change (YoY),-22.53%,-13.25%,13.50%,-31.32%,28.20%,14.88%,17.28%,34.81%,33.55%,33.71%,0.04%,-0.52%,14.70%,24.33%,24.12%,-,-,-,-
30,EPS (Basic),0.65,0.96,0.49,0.67,0.42,0.21,0.03,-0.50,-0.42,0.31,2.07,1.77,1.18,0.92,1.34,0.44,0.25,0.77,0.77
31,EPS (Diluted),0.65,0.96,0.49,0.67,0.42,0.21,0.03,-0.50,-0.42,0.31,2.07,1.77,1.18,0.92,1.34,0.44,0.25,0.77,0.77
32,EPS Growth,53.63%,347.39%,1490.91%,-,-,-29.97%,-98.51%,-,-,-66.71%,54.20%,303.25%,374.76%,19.27%,73.97%,-,-,-,-
33,Free Cash Flow,-270.13,159.22,-172.71,93.39,-71.82,346,-535.82,436.32,-196.94,-208.3,-505.87,-11.47,-68.8,51.79,-21.96,-12.51,-69.94,-27.54,-27.54
34,Free Cash Flow Per Share,-0.92,0.54,-0.59,0.46,-0.19,1.02,-2.07,1.47,-0.67,-0.70,-2.29,-0.05,-0.31,0.23,-0.10,-0.06,-0.36,-0.15,-0.15
35,Dividend Per Share,-,-,-,1.500,-,-,-,0.923,-,-,-,1.705,-,-,-,-,-,-,-
36,Dividend Growth,-,-,-,62.50%,-,-,-,-45.86%,-,-,-,-,-,-,-,-,-,-,-
37,Gross Margin,24.39%,27.42%,19.17%,8.12%,31.64%,8.39%,16.62%,-28.06%,16.96%,17.32%,40.71%,49.79%,35.20%,34.19%,46.06%,32.98%,30.29%,47.38%,47.38%
38,Operating Margin,16.35%,20.85%,11.43%,-2.09%,23.55%,0.40%,8.72%,-40.81%,13.30%,8.84%,35.30%,38.28%,28.33%,27.55%,41.35%,23.68%,18.27%,40.69%,40.69%
39,Profit Margin,11.31%,16.75%,9.50%,8.71%,10.55%,5.38%,0.73%,-12.89%,-12.93%,8.20%,28.85%,31.50%,23.46%,21.64%,33.99%,20.36%,11.99%,33.02%,33.02%
40,Free Cash Flow Margin,-16.02%,9.44%,-11.40%,5.94%,-4.73%,25.55%,-48.84%,38.07%,-20.36%,-18.87%,-31.95%,-0.93%,-6.20%,5.51%,-2.52%,-2.62%,-17.53%,-6.63%,-6.63%
41,EBITDA,318.99,417.02,216.41,10.33,384.8,44.84,122.61,-440.72,149.35,122.74,579.53,494.88,330.65,279.02,376.33,114.95,89.4,172.48,172.48
42,EBITDA Margin,18.91%,24.72%,14.28%,0.66%,25.32%,3.31%,11.18%,-38.45%,15.44%,11.12%,36.60%,39.95%,29.77%,29.69%,43.19%,24.07%,22.41%,41.52%,41.52%
43,D&A For EBITDA,43.22,65.25,43.22,43.22,26.96,39.43,26.96,26.96,20.65,25.12,20.65,20.65,16.06,20.14,16.06,1.86,16.51,3.44,3.44
44,EBIT,275.78,351.77,173.19,-32.89,357.84,5.41,95.65,-467.68,128.7,97.62,558.88,474.23,314.59,258.88,360.27,113.09,72.9,169.04,169.04
45,EBIT Margin,16.35%,20.85%,11.43%,-2.09%,23.55%,0.40%,8.72%,-40.81%,13.30%,8.84%,35.30%,38.28%,28.33%,27.55%,41.35%,23.68%,18.27%,40.69%,40.69%
46,Effective Tax Rate,16.04%,21.08%,26.78%,-,11.50%,51.83%,7.70%,-,-,16.82%,17.31%,13.54%,15.98%,17.72%,14.52%,5.72%,24.97%,15.04%,15.04%
47,Revenue as Reported,1687,1687,1515,1572,1520,1354,1097,1146,967.45,1104,1583,1239,1111,939.78,871.32,-,-,-,-
