,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Revenue,405.83,401.6,383.4,389.66,323.94,335.62,281.75,280.38,201.69,186.24
1,Revenue Growth (YoY),5.85%,3.07%,18.36%,16.10%,14.97%,19.70%,39.69%,50.55%,7.63%,-13.54%
2,"Selling, General & Admin",12.8,14.53,11.25,16.76,11.81,16.23,11.34,13.34,13.27,10.07
3,Provision for Bad Debts,-,-,-,-,-,-,-,0.02,-0.02,-
4,Other Operating Expenses,377.25,379.55,363.74,337.06,313.84,308.98,259.87,235.72,168.74,169.33
5,Total Operating Expenses,390.05,394.08,374.99,353.82,325.64,325.21,271.2,249.08,181.99,179.4
6,Operating Income,15.78,7.52,8.41,35.84,-1.7,10.41,10.55,31.3,19.71,6.83
7,Interest Expense,-8.58,-7.25,-6.06,-5.95,-6.69,-7.21,-6.08,-7.14,-4.71,-3.42
8,Interest Income,0.28,0.24,0.34,0.21,0.22,0.28,0.27,0.34,0.23,0.6
9,Net Interest Expense,-8.29,-7,-5.72,-5.74,-6.47,-6.93,-5.8,-6.8,-4.47,-2.82
10,Currency Exchange Gain (Loss),-,0.16,-,1.15,-,-0.44,-,-0.87,-,0.55
11,Other Non-Operating Income (Expenses),-0.02,0.08,-0.08,0.25,-0.25,0.02,-0.02,-,-,-
12,EBT Excluding Unusual Items,7.47,0.75,2.61,31.51,-8.42,3.06,4.73,23.63,15.23,4.56
13,Total Merger & Restructuring Charges,-0.35,-,-,-,-,-,-,-,-,-
14,Gain (Loss) on Sale of Assets,-,-,-,-,-,1.24,-,-0.04,-,-
15,Other Unusual Items,-,0.01,-,-,-,-,-,-,-,-
16,Pretax Income,7.12,0.76,2.61,31.51,-8.42,4.3,4.73,23.58,15.23,4.56
17,Income Tax Expense,2.15,0.15,0.55,7.88,-2.11,1.35,1.18,5.9,3.45,1.37
18,Earnings From Continuing Ops.,4.97,0.61,2.07,23.63,-6.32,2.94,3.54,17.69,11.79,3.19
19,Minority Interest in Earnings,-3.19,-1.05,-1.36,-6.59,-2.84,-3.61,-2.45,-8.27,-3.7,-
20,Net Income,1.79,-0.45,0.7,17.04,-9.15,-0.66,1.09,9.42,8.09,3.19
21,Net Income to Common,1.79,-0.45,0.7,17.04,-9.15,-0.66,1.09,9.42,8.09,3.19
22,Net Income Growth,153.84%,-,-,-,-,-,-86.48%,195.11%,13.35%,-69.92%
23,Shares Outstanding (Basic),160,160,160,160,160,160,160,160,160,160
24,Shares Outstanding (Diluted),160,160,160,160,160,160,160,160,160,160
25,Shares Change (YoY),-,-,-,-,-,-,-,-,-,-2.17%
26,EPS (Basic),0.01,-0.00,0.00,0.11,-0.06,-0.00,0.01,0.06,0.05,0.02
27,EPS (Diluted),0.01,-0.00,0.00,0.11,-0.06,-0.00,0.01,0.06,0.05,0.02
28,EPS Growth,154.01%,-,-,-,-,-,-86.56%,195.10%,26.47%,-69.25%
29,Free Cash Flow,14.67,7.45,-117.07,-105.78,-11.01,43.64,24.65,58.37,15.45,3.1
30,Free Cash Flow Per Share,0.09,0.05,-0.73,-0.66,-0.07,0.27,0.15,0.37,0.10,0.02
31,Profit Margin,0.44%,-0.11%,0.18%,4.37%,-2.83%,-0.20%,0.39%,3.36%,4.01%,1.71%
32,Free Cash Flow Margin,3.62%,1.85%,-30.54%,-27.15%,-3.40%,13.00%,8.75%,20.82%,7.66%,1.67%
33,EBITDA,40.84,29.35,31.51,56.19,19.25,30.59,31.89,51.78,34.36,18.89
34,D&A For EBITDA,25.05,21.83,23.1,20.35,20.95,20.18,21.34,20.48,14.65,12.05
35,EBIT,15.78,7.52,8.41,35.84,-1.7,10.41,10.55,31.3,19.71,6.83
