,Fiscal Quarter,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020
,Period Ending,"Dec '24 Dec 31, 2024","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020"
0,Rental Revenue,18.76,18.57,17.8,17.57,18.31,19.2,18.99,18.63,20.3,20.43
1,Total Revenue,18.76,18.57,17.8,17.57,18.31,19.2,18.99,18.63,20.3,20.43
2,Revenue Growth (YoY,5.39%,5.64%,-2.81%,-8.48%,-3.56%,3.10%,-6.43%,-8.81%,-9.81%,-4.82%
3,Property Expenses,2.82,3.09,2.79,2.6,2.62,2.85,2.62,2.46,2.51,2.41
4,"Selling, General & Administrative",6,4.68,6.11,5.27,5.79,5.27,5.87,5.54,5.99,5.48
5,Depreciation & Amortization,-0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13
6,Other Operating Expenses,0.01,-0.01,-,-,-,-,0.15,-0.15,0,-0.02
7,Total Operating Expenses,8.69,7.89,9.03,8,8.55,8.25,8.78,7.99,8.64,8
8,Operating Income,10.07,10.67,8.77,9.58,9.77,10.96,10.21,10.64,11.66,12.42
9,Interest Expense,-,-,-,-,-,-0.04,-0.21,-0.24,-0.39,-1.12
10,Interest & Investment Income,1.26,0.99,0.79,0.32,0.16,0.03,0.26,0.46,0.48,1.41
11,EBT Excluding Unusual Items,11.33,11.66,9.55,9.9,9.93,10.95,10.26,10.85,11.75,12.71
12,Asset Writedown,-51.2,-65.3,-54.3,-24.93,-42.9,-14.28,-7.81,-18.57,-58.97,-42.79
13,Other Unusual Items,0.03,0.02,0.03,-,0.14,0.47,0.15,-,0.81,0.16
14,Pretax Income,-39.84,-53.62,-44.72,-15.04,-32.83,-2.86,2.6,-7.71,-46.41,-29.92
15,Income Tax Expense,1.68,1.6,1.42,1.45,1.64,1.64,1.75,1.53,1.79,1.7
16,Net Income,-41.52,-55.22,-46.14,-16.49,-34.46,-4.5,0.85,-9.25,-48.2,-31.61
17,Net Income to Common,-41.52,-55.22,-46.14,-16.49,-34.46,-4.5,0.85,-9.25,-48.2,-31.61
18,Basic Shares Outstanding,720,720,720,720,720,720,720,720,720,720
19,Diluted Shares Outstanding,720,720,720,720,720,720,720,720,720,720
20,EPS (Basic),-0.06,-0.08,-0.06,-0.02,-0.05,-0.01,0.00,-0.01,-0.07,-0.04
21,EPS (Diluted),-0.06,-0.08,-0.06,-0.02,-0.05,-0.01,0.00,-0.01,-0.07,-0.04
22,Operating Margin,53.67%,57.49%,49.25%,54.48%,53.34%,57.05%,53.78%,57.13%,57.44%,60.82%
23,Profit Margin,-221.33%,-297.43%,-259.21%,-93.84%,-188.18%,-23.45%,4.49%,-49.64%,-237.49%,-154.78%
24,Free Cash Flow Margin,-,47.92%,40.85%,46.26%,53.77%,43.56%,50.09%,56.28%,52.56%,41.05%
25,EBITDA,10.2,10.81,8.9,9.71,9.9,11.09,10.35,10.77,11.79,12.56
26,D&A For Ebitda,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13
27,EBIT,10.07,10.67,8.77,9.58,9.77,10.96,10.21,10.64,11.66,12.42
