,Fiscal Quarter,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020
,Period Ending,"Dec '24 Dec 31, 2024","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020"
0,"Property, Plant & Equipment",1094,1146,1211,1265,1291,1334,1348,1356,1375,1434
1,Cash & Equivalents,53.17,43.41,33.31,26.07,17.41,7.56,77.85,79.08,78.06,78.93
2,Accounts Receivable,0.59,0.38,0.24,0.39,0.07,0.33,-,0.17,0.97,1.54
3,Other Current Assets,4.04,2.93,3.31,1.21,1.75,2.08,2.24,0.88,1.72,1.13
4,Deferred Long-Term Tax Assets,-,0.22,0.26,0.15,0.12,0.1,0.09,0.13,0.19,0.14
5,Total Assets,1152,1193,1248,1293,1310,1344,1428,1436,1456,1515
6,Long-Term Debt,-,-,-,-,-,-,78.65,89.44,99.59,109.49
7,Current Income Taxes Payable,1.26,1.25,0.4,1.04,0.58,1.1,0.12,0.71,0.04,1.57
8,Current Unearned Revenue,-,0.22,0.38,0.42,0.29,0.22,0.62,0.35,0.52,0.37
9,Other Current Liabilities,10.75,9.51,10.63,9.44,10.62,9.96,12.43,10.67,11.61,12.48
10,Long-Term Deferred Tax Liabilities,8.34,8.32,8.28,7.79,7.3,6.82,6.3,5.81,5.36,4.9
11,Total Liabilities,20.34,19.3,19.69,18.68,18.79,18.09,98.1,106.98,117.12,128.81
12,Common Stock,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04
13,Additional Paid-In Capital,-,367.58,367.58,367.58,367.58,367.58,367.58,367.58,367.58,367.58
14,Retained Earnings,-,801.61,856.83,902.97,919.46,953.93,958.43,957.58,966.82,1015
15,Comprehensive Income & Other,1132,3.99,3.99,3.99,3.99,3.99,3.99,3.99,3.99,3.99
16,Shareholders' Equity,1132,1173,1228,1275,1291,1326,1330,1329,1338,1387
17,Total Liabilities & Equity,1152,1193,1248,1293,1310,1344,1428,1436,1456,1515
18,Total Debt,-,-,-,-,-,-,78.65,89.44,99.59,109.49
19,Net Cash / Debt,53.17,43.41,33.31,26.07,17.41,7.56,-0.8,-10.36,-21.53,-30.56
20,Net Cash Growth,59.64%,66.54%,91.31%,244.76%,-,-,-,-,-,-
21,Net Cash Per Share,0.07,0.06,0.05,0.04,0.02,0.01,-0.00,-0.01,-0.03,-0.04
22,Filing Date Shares Outstanding,720,720,720,720,720,720,720,720,720,720
23,Total Common Shares Outstanding,720,720,720,720,720,720,720,720,720,720
24,Book Value Per Share,1.57,1.63,1.71,1.77,1.79,1.84,1.85,1.85,1.86,1.93
25,Tangible Book Value,1132,1173,1228,1275,1291,1326,1330,1329,1338,1387
26,Tangible Book Value Per Share,1.57,1.63,1.71,1.77,1.79,1.84,1.85,1.85,1.86,1.93
27,Land,-,13.4,13.4,13.4,13.4,13.4,13.4,13.4,13.4,13.4
