,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Cash & Equivalents,15079,21623,13324,11295,13409,10947,14043,5807,10813,10734,Upgrade
1,Trading Asset Securities,879,604,532,503,613,388,400,326,265,196,Upgrade
2,Cash & Short-Term Investments,15958,22227,13856,11798,14022,11335,14443,6133,11078,10930,Upgrade
3,Cash Growth,15.17%,88.40%,-1.18%,4.08%,-2.91%,84.82%,30.38%,-43.89%,-24.24%,-34.72%,Upgrade
4,Accounts Receivable,945,800,766,1150,1155,739,554,8753,536,395,Upgrade
5,Other Receivables,5943,5921,5366,4318,6071,6777,16343,-,16245,12987,Upgrade
6,Receivables,8321,10105,9216,8769,9756,11230,19923,11807,18572,14684,Upgrade
7,Inventory,90467,94164,101077,97258,101981,109180,103282,101059,100590,100495,Upgrade
8,Prepaid Expenses,3717,3732,4043,4396,5066,5043,-,3464,-,-,Upgrade
9,Restricted Cash,1994,1206,1442,2144,1830,1405,1058,1281,1081,1376,Upgrade
10,Other Current Assets,361,2708,898,401,412,984,856,1319,1276,1265,Upgrade
11,Total Current Assets,120818,134142,130532,124766,133067,139177,139562,125063,132597,128750,Upgrade
12,"Property, Plant & Equipment",276833,270123,266710,265479,264535,265347,209170,187743,183861,183803,Upgrade
13,Long-Term Investments,129526,131268,128504,131175,138667,136397,129299,136171,126648,130031,Upgrade
14,Goodwill,262,262,262,262,262,262,262,262,262,262,Upgrade
15,Other Intangible Assets,96,98,100,102,104,106,108,-,-,-,Upgrade
16,Long-Term Accounts Receivable,3528,3844,4332,4953,5604,6409,7276,7672,7679,8287,Upgrade
17,Long-Term Deferred Tax Assets,956,1027,972,730,794,698,676,633,464,416,Upgrade
18,Other Long-Term Assets,628,743,1001,1215,-,769,1,1319,-,453,Upgrade
19,Total Assets,534948,542550,533522,529790,544928,550304,488017,461087,454757,455245,Upgrade
20,Accounts Payable,-,-,-,-,4029,-,4202,4119,3943,4518,Upgrade
21,Accrued Expenses,9221,9457,11737,8774,11459,11744,10108,4285,3793,2674,Upgrade
22,Short-Term Debt,1652,2503,-,2894,3000,-,2119,1569,1437,1673,Upgrade
23,Current Portion of Long-Term Debt,23959,31012,29231,33080,30721,31895,18889,29332,32622,29257,Upgrade
24,Current Portion of Leases,273,280,293,252,321,290,311,338,306,232,Upgrade
25,Current Income Taxes Payable,564,441,540,869,1195,2582,2338,2762,2537,2383,Upgrade
26,Current Unearned Revenue,7837,4997,5667,3914,6488,6140,9418,8589,10277,14899,Upgrade
27,Other Current Liabilities,12756,11444,10911,10691,6089,10596,4160,3742,3231,3529,Upgrade
28,Total Current Liabilities,56262,60134,58379,60474,63302,63247,51545,54736,58146,59165,Upgrade
29,Long-Term Debt,126901,126928,121957,113308,123772,124730,81330,65803,68595,63518,Upgrade
30,Long-Term Leases,854,972,1089,557,603,251,332,435,502,242,Upgrade
31,Long-Term Deferred Tax Liabilities,8786,9044,9026,9127,9251,9172,8893,7904,7433,6910,Upgrade
32,Other Long-Term Liabilities,1357,1372,1505,1172,896,725,5,17,17,17,Upgrade
33,Total Liabilities,194160,198450,191956,184638,197824,198125,142105,128895,134693,129852,Upgrade
34,Common Stock,52345,52345,52345,52345,52345,52345,52345,52345,52345,52345,Upgrade
35,Retained Earnings,274047,277167,276766,276766,274755,276270,271809,271554,266589,270044,Upgrade
36,Comprehensive Income & Other,-3958,-2970,-4847,-1163,2758,6405,4467,3708,-3325,-1538,Upgrade
37,Total Common Equity,322434,326542,324264,327948,329858,335020,328621,327607,315609,320851,Upgrade
38,Minority Interest,18354,17558,17302,17204,17246,17159,17291,4585,4455,4542,Upgrade
39,Shareholders' Equity,340788,344100,341566,345152,347104,352179,345912,332192,320064,325393,Upgrade
40,Total Liabilities & Equity,534948,542550,533522,529790,544928,550304,488017,461087,454757,455245,Upgrade
41,Total Debt,153639,161695,152570,150091,158417,157166,102981,97477,103462,94922,Upgrade
42,Net Cash (Debt),-137681,-139468,-138714,-138293,-144395,-145831,-88538,-91344,-92384,-83992,Upgrade
43,Net Cash Per Share,-28.44,-28.81,-28.65,-28.57,-29.83,-30.12,-18.29,-18.87,-19.08,-17.35,Upgrade
44,Filing Date Shares Outstanding,4841,4841,4841,4841,4841,4841,4841,4841,4841,4841,Upgrade
45,Total Common Shares Outstanding,4841,4841,4841,4841,4841,4841,4841,4841,4841,4841,Upgrade
46,Working Capital,64556,74008,72153,64292,69765,75930,88017,70327,74451,69585,Upgrade
47,Book Value Per Share,66.60,67.45,66.98,67.74,68.14,69.20,67.88,67.67,65.20,66.28,Upgrade
48,Tangible Book Value,322076,326182,323902,327584,329492,334652,328251,327345,315347,320589,Upgrade
49,Tangible Book Value Per Share,66.53,67.37,66.91,67.66,68.06,69.12,67.81,67.62,65.14,66.22,Upgrade
50,Land,-,272,-,276,-,300,-,249,-,242,Upgrade
51,Machinery,-,3037,-,2980,-,2872,-,1331,-,1262,Upgrade
52,Construction In Progress,-,92467,-,85193,-,99073,-,44715,-,43079,Upgrade
