,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,110384,101427,116435,112804,131928,142337,160734,178163,146452,142337,185183,Upgrade
1,Market Cap Growth,-10.09%,-10.09%,-11.74%,-20.75%,-17.92%,-20.11%,9.75%,25.17%,-20.92%,-31.71%,7.88%,Upgrade
2,Enterprise Value,266419,258453,272451,265407,293569,307753,266563,274151,243291,230871,268393,Upgrade
3,Last Close Price,22.80,20.51,22.32,21.12,23.42,24.79,26.87,29.36,23.29,22.27,27.81,Upgrade
4,PE Ratio,17.04,15.66,12.57,10.83,14.28,12.46,12.18,12.81,14.37,11.56,10.90,Upgrade
5,Forward PE,11.01,9.49,10.11,9.23,10.41,9.93,11.12,12.66,10.35,9.36,10.75,Upgrade
6,PS Ratio,3.80,3.49,4.22,4.29,5.16,5.87,6.83,7.79,5.85,5.27,7.66,Upgrade
7,PB Ratio,0.34,0.30,0.34,0.33,0.38,0.41,0.46,0.52,0.44,0.44,0.57,Upgrade
8,P/TBV Ratio,0.31,0.31,0.36,0.35,0.40,0.43,0.48,0.54,0.45,0.45,0.58,Upgrade
9,P/FCF Ratio,6.04,6.04,8.05,8.21,11.85,25.53,234.65,-,20.71,-,27.46,Upgrade
10,P/OCF Ratio,6.04,6.04,8.05,8.21,11.85,25.53,234.65,-,20.71,-,27.46,Upgrade
11,PEG Ratio,0.64,0.64,11.50,0.68,3.22,13.90,6.06,-,5.09,1.54,1.54,Upgrade
12,EV/Sales Ratio,9.17,8.90,9.88,10.08,11.49,12.70,11.33,11.99,9.72,8.55,11.10,Upgrade
13,EV/EBITDA Ratio,22.23,36.73,41.37,37.62,40.97,33.34,27.85,24.32,19.11,19.46,27.43,Upgrade
14,EV/EBIT Ratio,23.23,37.82,42.69,38.73,42.08,33.99,28.29,24.54,19.23,19.57,27.61,Upgrade
15,EV/FCF Ratio,15.39,15.39,18.84,19.31,26.37,55.19,389.14,-,34.40,-,39.80,Upgrade
16,Debt / Equity Ratio,0.45,0.45,0.47,0.45,0.43,0.46,0.45,0.30,0.29,0.32,0.29,Upgrade
17,Debt / FCF Ratio,9.15,9.15,11.18,11.10,13.48,28.41,229.44,-,13.78,-,14.08,Upgrade
18,Return on Capital Employed (ROCE),1.43%,1.43%,1.32%,1.44%,1.49%,1.88%,1.93%,2.56%,3.11%,2.97%,2.45%,Upgrade
19,Earnings Yield,5.87%,6.39%,7.95%,9.23%,7.00%,8.03%,8.21%,7.81%,6.96%,8.65%,9.18%,Upgrade
20,FCF Yield,16.56%,16.56%,12.42%,12.18%,8.44%,3.92%,0.43%,5.08%,4.83%,0.50%,3.64%,Upgrade
21,Dividend Yield,7.89%,8.78%,8.07%,8.52%,7.69%,7.26%,6.70%,6.13%,7.73%,8.08%,6.47%,Upgrade
22,Total Shareholder Return,7.89%,8.78%,8.07%,8.52%,7.69%,7.26%,6.70%,6.13%,7.73%,8.08%,6.47%,Upgrade
