,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Cash & Equivalents,1812,1757,1502,1527,1265,1303,1479,1153,1646,1246,1044,856.62,722.4,760.51,804.03,697.17,547.53,595.13,721.09,975.4,Upgrade
1,Short-Term Investments,-,-,-,-,-,0.02,-,0.14,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
2,Trading Asset Securities,-,-,4.23,4.2,-,5.92,0.02,-,0.3,0.67,0.7,3.05,4.54,6.69,-,0.36,-,3.34,-,2.01,Upgrade
3,Cash & Short-Term Investments,1812,1757,1506,1531,1265,1309,1479,1153,1646,1246,1045,859.67,726.94,767.21,804.03,697.52,547.53,598.47,721.09,977.41,Upgrade
4,Cash Growth,43.28%,34.24%,1.83%,32.78%,-23.19%,5.00%,41.50%,34.16%,126.48%,62.45%,29.97%,23.25%,32.77%,28.19%,11.50%,-28.64%,-38.61%,-50.33%,-37.42%,-9.73%,Upgrade
5,Accounts Receivable,463.42,401.61,490.45,396.83,504.74,518.03,492.07,477.55,380.33,433.22,311.55,465.9,561.69,449.04,392.57,330.86,526.09,474.28,328.2,514.33,Upgrade
6,Other Receivables,134.13,128.92,179.83,109.38,119.57,125.02,186.67,136.95,146.02,144.78,154.3,145.42,69.66,43.99,56.59,51.29,49.28,52.2,67.56,48,Upgrade
7,Receivables,597.56,530.53,670.29,506.22,624.31,643.05,678.74,614.5,526.34,578,465.85,611.32,631.34,493.03,449.16,382.15,575.38,526.48,395.76,562.33,Upgrade
8,Inventory,284.58,333.13,330.63,329.14,466.4,378.08,421.22,393.74,285.28,319.66,273.06,279.86,322.19,283.51,274.81,263.31,238.15,248.42,249.37,240.35,Upgrade
9,Prepaid Expenses,-,0.53,-,-,-,0.53,-,0.04,-,0.53,-,0.53,-,0.53,-,0.53,-,0.94,-,0.7,Upgrade
10,Other Current Assets,254.59,238.21,348.73,250.66,452.38,370.84,388.79,200.25,1339,248.67,209.22,159.38,151.51,107.84,127.69,109.74,156.9,124.73,137.51,128.62,Upgrade
11,Total Current Assets,2949,2859,2855,2617,2808,2701,2967,2362,3797,2393,1993,1911,1832,1652,1656,1453,1518,1499,1504,1909,Upgrade
12,"Property, Plant & Equipment",2711,2700,2674,2661,2531,2381,2313,2335,1886,1905,1949,1945,2084,2015,1980,1967,1932,1953,1931,1890,Upgrade
13,Long-Term Investments,1752,1732,1825,1806,1791,1783,1864,1840,667.57,641.57,730.7,684.98,655.23,657.92,683.34,638.61,638.86,601.45,662.33,422.68,Upgrade
14,Goodwill,158.83,158.83,159.01,159.01,168.31,168.31,168.31,168.31,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
15,Other Intangible Assets,1023,1015,1036,1021,1059,1051,1069,1047,469.56,980.89,1077,1033,1120,1168,1201,1232,1164,1196,1228,1242,Upgrade
16,Long-Term Accounts Receivable,-,-,-,-,0.06,0.06,0.29,12.19,11.98,12,12.01,12.06,17.1,17.43,21.86,24.17,33.83,52.31,62.04,74.47,Upgrade
17,Long-Term Deferred Tax Assets,125.32,114.33,113.92,105.14,60.74,51.67,37.28,49.33,20.86,21.02,19.83,21.95,20.18,22.9,24.84,25.62,22.29,23.39,22.57,24.79,Upgrade
18,Long-Term Deferred Charges,73.92,70.13,61.57,80.96,64.82,53.55,41.06,59.39,84.12,651.37,630.87,650.86,599.35,649.5,643.39,640.28,742.18,728.11,710.44,712.69,Upgrade
19,Other Long-Term Assets,331.33,308.68,333.43,315.17,393.27,452.16,218.6,116.52,26.76,50.43,50.51,68.91,75.67,132.82,152.35,167.99,145.69,114.97,122.93,135.83,Upgrade
20,Total Assets,9124,8959,9059,8766,8876,8641,8679,7990,6964,6656,6464,6328,6403,6315,6363,6149,6197,6169,6243,6411,Upgrade
21,Accounts Payable,1662,1573,1597,1249,1157,1097,1228,1189,841.03,782.76,673.09,561.29,704.58,599.32,584.34,421.16,577.81,736.67,774.15,860.02,Upgrade
22,Accrued Expenses,20.36,36.55,20.29,48.02,20.32,42.4,17.6,87.99,14.54,43.46,17.27,45.99,21.32,40.22,24.74,61.47,38.22,64.07,35.69,45.9,Upgrade
23,Short-Term Debt,1584,1508,1601,1612,1654,1635,1475,1172,1227,1218,1017,937.55,884.68,940.65,972.72,892.18,898.28,847.53,848.58,851.57,Upgrade
24,Current Portion of Long-Term Debt,520.46,348.39,399.94,460.44,470.53,243,307.26,248,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
25,Current Portion of Leases,-,22.82,-,27.19,-,12.55,-,16.35,9.51,9.29,9.28,2.27,-,-,-,-,-,-,-,-,Upgrade
26,Current Income Taxes Payable,43.47,11.37,27.69,14.21,43.15,9.13,77.24,49.56,76.46,30.04,86.52,24.35,49.16,18.13,31.13,8.96,32.3,1.79,13.36,4.79,Upgrade
