,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+18 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+18 Quarters
0,Cash & Equivalents,421.57,276.7,310.29,307.49,304.98,777.22,966.61,736.7,906.15,717.74,448.88,285.61,238.9,353.63,387.67,232.33,514.53,495.27,367,227.73,Upgrade
1,Short-Term Investments,-,-,-,-,-,-,-,-,-,-,63.05,-,60.04,-,91.41,-,63.89,-,178.71,-,Upgrade
2,Trading Asset Securities,3.07,106.73,80.3,-,6.03,70.55,160.72,362.04,250.63,257.5,10,107.92,214.57,-,-,-,-,50.71,50.13,-,Upgrade
3,Cash & Short-Term Investments,424.64,383.43,390.59,307.49,311.01,847.78,1127,1099,1157,975.24,521.93,393.52,513.51,353.63,479.08,232.33,578.42,545.99,595.85,227.73,Upgrade
4,Cash Growth,36.54%,-54.77%,-65.35%,-72.01%,-73.11%,-13.07%,115.99%,179.21%,125.27%,175.78%,8.95%,69.38%,-11.22%,-35.23%,-19.60%,2.02%,-3.45%,61.77%,-10.91%,82.57%,Upgrade
5,Accounts Receivable,693.83,646.77,642.37,537.28,525.51,560.73,569.23,535.5,489.77,398.84,426.13,427.94,435.89,380.08,389.66,414.1,405.67,440.52,371.59,233.67,Upgrade
6,Other Receivables,11.57,72.21,78.51,69,42.4,45.97,39.72,32.21,28.62,40.04,38.97,35.52,44.81,19.94,16.01,16.03,12.14,15,22.84,12.9,Upgrade
7,Receivables,705.4,718.98,720.88,606.27,567.91,606.71,608.95,567.7,518.4,438.88,465.1,463.46,480.7,400.02,405.67,430.13,417.81,455.51,394.43,246.57,Upgrade
8,Inventory,128.46,122.6,156.3,133.12,123.74,173.63,162.73,90.19,127.88,143.65,152.39,162.9,212.04,257.34,181.7,195.65,174.66,173.06,181.77,157.47,Upgrade
9,Other Current Assets,177.26,160.72,181.19,147.96,163.46,126.97,122.2,108.89,81.63,193.8,45.94,143.12,73.77,343.62,97.25,187.27,58.78,154.26,41.71,461.26,Upgrade
10,Total Current Assets,1436,1386,1449,1195,1166,1755,2021,1866,1885,1752,1185,1163,1280,1355,1164,1045,1230,1329,1214,1093,Upgrade
