,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+20 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Jan '22 Jan 1, 2022","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Jan '21 Jan 1, 2021","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Revenue,2124057,1467907,1741244,1598537,2186773,1924135,1881339,1968407,2606897,1787198,2113278,2093610,1998243,1430704,1787327,1652100,1694227,1345426,1187652,1381129,Upgrade
1,Revenue Growth (YoY),-2.87%,-23.71%,-7.45%,-18.79%,-16.12%,7.66%,-10.98%,-5.98%,30.46%,24.92%,18.24%,26.72%,17.94%,6.34%,50.49%,19.62%,-7.05%,14.89%,-22.54%,-15.42%,Upgrade
2,Cost of Revenue,1880953,1309252,1524079,1394819,1949097,1702101,1625614,1719663,2292891,1587720,1789488,1851638,1747850,1293739,1469139,1434793,1434729,1100388,951004,1178923,Upgrade
3,Gross Profit,243104,158654,217165,203718,237675,222034,255725,248744,314006,199478,323790,241972,250393,136965,318188,217307,259498,245038,236649,202206,Upgrade
4,"Selling, General & Admin",183088,156831,179580,163136,193238,172878,188044,188770,199980,138635,223887,178866,220229,129721,215392,152058,226605,183210,178095,136279,Upgrade
5,Operating Expenses,183088,156831,179580,163136,193238,172878,188044,188770,199980,138635,223887,178866,220229,129721,215392,152058,226605,183210,178095,136279,Upgrade
6,Operating Income,60016,1823,37584,40582,44438,49156,67681,59974,114025,60843,99903,63106,30164,7244,102796,65248,32892,61829,58554,65927,Upgrade
7,Interest Expense,-22454,-21677,-39439,-18146,-24905,-23553,-37829,-31151,-30569,-21990,-16650,-15631,-18837,-16612,-17617,-17634,-29321,-30427,-24461,-21960,Upgrade
8,Interest & Investment Income,2856,31499,-,4960,8556,14993,27134,6915,9565,15942,14111,7470,13774,38605,18941,9280,13761,23118,11212,10315,Upgrade
