,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Operating Revenue,991.06,939.19,944.06,909.83,1094,1260,1291,1037,764.91,725.4
1,Other Revenue,4.11,11.27,3.62,11.24,0.27,13.11,-,18.92,-,-
2,Revenue,995.17,950.46,947.68,921.07,1094,1273,1291,1056,764.91,725.4
3,Revenue Growth (YoY),5.01%,3.19%,-13.36%,-27.63%,-15.26%,20.53%,68.75%,45.57%,37.41%,-
4,Cost of Revenue,755.43,704.15,726.21,607.9,764.5,851.63,840.84,739.32,546.36,610.17
5,Gross Profit,239.74,246.31,221.48,313.17,329.3,421.04,449.98,316.61,218.55,115.23
6,"Selling, General & Admin",59.48,79.86,62.8,95.99,82.68,92.44,112.03,78.28,85.4,69.73
7,Other Operating Expenses,3.76,4.01,-2.47,-5.45,-1.34,13.53,-3.97,4.42,5.46,-2.12
8,Operating Expenses,96.11,173.9,86.05,168.32,114.71,181.4,119.16,91.88,90.86,67.61
9,Operating Income,143.63,72.41,135.43,144.85,214.6,239.63,330.82,224.74,127.7,47.62
10,Interest Expense,-0.07,-0.45,-0.24,-19.75,-,-0.05,-,-15.87,-3.02,-10.17
11,Interest & Investment Income,2.62,10.45,4.49,-,20.38,16.78,4.64,-,27.02,30.59
12,Currency Exchange Gain (Loss),0.5,-0.58,0.99,2.94,21.53,-7.68,-1.25,-,-,-
13,Other Non Operating Income (Expenses),-29.19,-36.94,-14.77,-41.99,-3.15,-52.32,-4.96,-3.77,-,-
14,EBT Excluding Unusual Items,117.47,44.89,125.9,86.04,253.35,196.37,329.24,205.1,151.69,68.04
15,Gain (Loss) on Sale of Investments,-0.01,-0.94,0.03,-16.87,-4.58,5.07,-0.62,2.08,0.51,10.9
16,Gain (Loss) on Sale of Assets,0.28,-0.06,0,0.01,-0.01,0.01,-,0.01,0.01,0.06
17,Asset Writedown,0.01,0.06,-0.06,-0.02,-0,-0.02,-0,-3.54,3.56,4.26
18,Other Unusual Items,1.96,1.94,1.65,7.28,0.18,-8.06,0.08,10,-9.58,-2.86
19,Pretax Income,119.7,45.89,127.51,76.45,248.95,193.36,328.7,213.64,146.19,80.4
20,Income Tax Expense,26.94,12.55,25.04,14.1,65.72,43.05,81.45,54.7,41.37,20.13
21,Earnings From Continuing Operations,92.77,33.34,102.47,62.35,183.22,150.3,247.25,158.94,104.82,60.27
22,Minority Interest in Earnings,-1.67,-4.7,-1.2,-2.72,-0.73,1.41,-0,-,-,-0.02
23,Net Income,91.1,28.64,101.27,59.63,182.5,151.71,247.25,158.94,104.82,60.25
24,Net Income to Common,91.1,28.64,101.27,59.63,182.5,151.71,247.25,158.94,104.82,60.25
25,Net Income Growth,-10.04%,-51.96%,-44.51%,-60.69%,-26.19%,-4.55%,135.89%,163.81%,97.82%,-
26,Shares Outstanding (Basic),380,367,375,384,372,384,368,280,263,258
27,Shares Outstanding (Diluted),380,367,375,384,372,384,368,280,263,258
28,Shares Change (YoY),1.20%,-4.37%,0.71%,-0.07%,1.14%,37.15%,39.76%,8.55%,2.02%,-
29,EPS (Basic),0.24,0.08,0.27,0.16,0.49,0.39,0.67,0.57,0.40,0.23
30,EPS (Diluted),0.24,0.08,0.27,0.16,0.49,0.39,0.67,0.57,0.40,0.23
31,EPS Growth,-11.11%,-49.77%,-44.90%,-60.67%,-26.87%,-30.40%,68.42%,143.04%,93.91%,-
32,Free Cash Flow,-86.36,11.04,-34.46,-22.83,-572.95,-40.24,122.2,-68.48,53.43,31.54
33,Free Cash Flow Per Share,-0.23,0.03,-0.09,-0.06,-1.54,-0.10,0.33,-0.24,0.20,0.12
34,Dividend Per Share,-,-,-,-,0.250,-,-,-,-,-
35,Operating Margin,14.43%,7.62%,14.29%,15.73%,19.62%,18.83%,25.63%,21.28%,16.69%,6.56%
36,Profit Margin,9.15%,3.01%,10.69%,6.47%,16.68%,11.92%,19.15%,15.05%,13.70%,8.31%
37,Free Cash Flow Margin,-8.68%,1.16%,-3.64%,-2.48%,-52.38%,-3.16%,9.47%,-6.49%,6.98%,4.35%
38,EBITDA,149.2,79.29,137.06,150.91,217.39,241.63,334.02,226.72,129.53,49.08
39,D&A For EBITDA,5.57,6.88,1.63,6.06,2.79,2,3.21,1.98,1.83,1.46
40,EBIT,143.63,72.41,135.43,144.85,214.6,239.63,330.82,224.74,127.7,47.62
41,Revenue as Reported,995.17,950.46,947.68,921.07,1094,1273,1291,1821,-,-
42,Advertising Expenses,-,-,0.33,-,-0.37,-,0.75,-,-,-
