,Fiscal Quarter,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020
,Period Ending,"Dec '24 Dec 31, 2024","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020"
0,Cash & Equivalents,4213.0,4451,3480.0,3780,3433.0,4168,3052.0,3020,2712.0,2168
1,Long-Term Investments,3672.0,3617,3960.0,4128,3921.0,3799,3657.0,3038,3031.0,2597
2,Loans & Lease Receivables,29643.0,25532,24919.0,19750,14726.0,12362,11723.0,11895,13165.0,18493
3,Other Receivables,3598.0,4149,4431.0,3925,3381.0,2972,2591.0,1859,1906.0,1575
4,"Property, Plant & Equipment",658.63,470.97,471.68,464.64,468.77,457.65,474.5,490.73,509.56,536.5
5,Goodwill,105.63,-,105.63,-,105.63,-,105.63,-,105.63,-
6,Other Intangible Assets,568.02,761.23,805.52,1132,1054.0,1235,1269.0,1543,1617.0,1867
7,Restricted Cash,2520.0,2772,2084.0,2308,2016.0,2167,2398.0,2517,2530.0,2160
8,Other Current Assets,973.86,889.39,1066.0,730.55,656.13,555.75,512.31,353.93,494.33,638.26
9,Long-Term Deferred Tax Assets,523.27,565.13,561.35,668.96,708.56,734.4,749.32,704.03,702.2,743.3
10,Other Long-Term Assets,2116.0,1677,1692.0,1326,1695.0,1225,1005.0,173.98,753.57,1071
11,Total Assets,48591.0,44884,43575.0,38213,32164.0,29676,27537.0,25595,27526.0,31849
12,Accounts Payable,964.34,889.81,1197.0,1014,1182.0,896.52,709.32,510.98,376.45,460.32
13,Accrued Expenses,325.68,268.41,307.7,290.86,312.55,321.69,343.31,300.12,243.54,260.27
14,Current Portion of Long-Term Debt,14103.0,12709,12304.0,10857,7826.0,6691,5955.0,6099,8586.0,12402
15,Current Portion of Leases,10.78,11.29,14.48,10.87,9.63,9.26,11.08,11.48,11.26,12.44
16,Long-Term Debt,12846.0,11509,10852.0,7580,4686.0,4204,3467.0,2104,1562.0,1555
17,Long-Term Leases,15.04,7.57,9.61,5.76,5.99,4.7,7.62,9.93,10.94,125.74
18,Long-Term Unearned Revenue,829.47,854.28,880.48,931.48,929.83,926.88,932.11,997.64,1108.0,1290
19,Current Income Taxes Payable,216.39,184.66,152.95,162.71,145.7,156.91,147.27,163.17,136.91,183.6
20,Other Current Liabilities,2608.0,2287,1938.0,1716,1565.0,1336,1110.0,828.3,775.73,710.45
21,Long-Term Deferred Tax Liabilities,111.44,54.29,76.42,44.86,89.59,93.76,96.84,3.33,3.45,2.66
22,Other Long-Term Liabilities,3.49,2.59,1.39,4.99,10.29,21.89,28.24,75.98,92.31,4.14
23,Total Liabilities,32111.0,28855,27810.0,22696,16838.0,14735,12895.0,11188,12992.0,17100
24,Common Stock,4.29,4.28,4.26,4.25,4.24,4.23,4.2,4.2,4.18,4.18
25,Additional Paid-In Capital,34858.0,34843,34964.0,34948,35081.0,35059,34976.0,34951,34883.0,34854
26,Retained Earnings,-19471.0,-20090,-20281.0,-20687,-20836.0,-21182,-21207.0,-21459,-21236.0,-21222
27,Comprehensive Income & Other,1089.0,1272,1078.0,1253,1078.0,1059,868.98,911.05,883.02,1113
28,Total Common Equity,16480.0,16030,15765.0,15517,15326.0,14941,14642.0,14407,14534.0,14749
29,Shareholders' Equity,16480.0,16030,15765.0,15517,15326.0,14941,14642.0,14407,14534.0,14749
30,Total Liabilities & Equity,48591.0,44884,43575.0,38213,32164.0,29676,27537.0,25595,27526.0,31849
31,Total Debt,26975.0,24237,23180.0,18454,12528.0,10909,9441.0,8224,10170.0,14095
32,Net Cash (Debt),-22762.0,-19786,-19700.0,-14673,-9095.0,-6740,-6389.0,-5203,-7458.0,-11927
33,Net Cash Per Share,-3.37,-2.95,-2.93,-2.20,-1.36,-1.02,-0.93,-0.82,-1.18,-1.90
34,Filing Date Shares Outstanding,6758.0,6524,6524.0,6524,6524.0,6524,6519.0,6470,6377.0,6375
35,Total Common Shares Outstanding,6524.0,6524,6524.0,6524,6524.0,6524,6519.0,6470,6377.0,6375
36,Working Capital,22642.0,21366,19988.0,16365,13095.0,12741,11914.0,11648,10592.0,10912
37,Book Value Per Share,2.53,2.46,2.42,2.38,2.35,2.29,2.25,2.23,2.28,2.31
38,Tangible Book Value,15806.0,15268,14854.0,14385,14166.0,13706,13268.0,12864,12811.0,12882
39,Tangible Book Value Per Share,2.42,2.34,2.28,2.21,2.17,2.10,2.04,1.99,2.01,2.02
