,Fiscal Quarter,Current,Q3 2024,Q2 2024,Q1 2024,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,Q3 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019","Sep '19 Sep 30, 2019",+2 Quarters
0,Market Capitalization,2027,1780,1744,1914,2538,2370,2396,2239,2351,2521,2725,2863,2812,-,-,-,-,-,-,-,-,Upgrade
1,Market Cap Growth,-29.89%,-24.91%,-27.23%,-14.52%,7.96%,-5.99%,-12.07%,-21.80%,-16.39%,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
2,Enterprise Value,3246,2555,2884,1412,2037,2332,1834,1677,1731,1984,2553,2691,2158,-,-,-,-,-,-,-,-,Upgrade
3,Last Close Price,14.69,12.85,12.45,13.52,17.93,16.60,16.78,15.68,16.47,17.55,18.97,19.93,19.57,-,-,-,-,-,-,-,-,Upgrade
4,PE Ratio,23.35,15.12,10.49,10.39,12.18,11.50,11.71,11.20,18.21,21.51,21.30,-,13.82,-,-,-,-,-,-,-,-,Upgrade
5,PS Ratio,0.40,0.41,0.35,0.42,0.41,0.41,0.41,0.40,0.45,0.49,0.55,0.57,0.60,-,-,-,-,-,-,-,-,Upgrade
6,PB Ratio,1.06,0.88,0.87,0.96,-,1.23,1.30,1.24,1.34,1.49,1.66,1.81,1.79,-,-,-,-,-,-,-,-,Upgrade
7,P/TBV Ratio,0.97,0.97,0.95,1.05,-,1.35,1.42,1.36,1.47,1.63,1.81,1.95,1.90,-,-,-,-,-,-,-,-,Upgrade
8,P/FCF Ratio,-,-,-,-,-,-47.13,-,-,-,-186.08,-96.72,-,-,-,-,-,-,-,-,-,-,Upgrade
9,P/OCF Ratio,15.37,-,-,-,-,9.87,-,-,4.48,9.31,16.12,22.71,-,-,-,-,-,-,-,-,-,Upgrade
10,EV/Sales Ratio,0.63,0.59,0.57,0.31,0.33,0.40,0.31,0.30,0.33,0.38,0.51,0.53,0.46,-,-,-,-,-,-,-,-,Upgrade
11,EV/EBITDA Ratio,8.46,7.78,7.59,3.83,5.50,6.68,5.99,5.50,8.95,8.79,11.40,-,6.86,-,-,-,-,-,-,-,-,Upgrade
12,EV/EBIT Ratio,12.38,9.46,8.62,4.31,5.93,7.22,6.52,5.97,10.19,10.00,13.19,-,7.47,-,-,-,-,-,-,-,-,Upgrade
13,EV/FCF Ratio,-34.70,-,-,-,-,-46.38,-,-,-,-146.44,-90.61,-,-,-,-,-,-,-,-,-,-,Upgrade
14,Debt / Equity Ratio,1.47,1.47,1.31,1.39,-,1.19,1.07,0.91,0.75,0.76,0.83,0.79,0.82,0.79,1.51,1.59,-,-,2.12,2.12,2.12,Upgrade
