,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Operating Revenue,646.93,419.11,346.92,468.69,638.16,409.51,322.27,307.12,409.14,338.21,251.44,372.4,322.6,384.91,301.05,366.67,301.13,291.19,206.82,389.28,Upgrade
1,Other Revenue,-0.63,0.63,-,1.22,-0.51,0.51,-,1.05,-0.8,0.8,-,19.85,-1.15,1.15,-,0.98,-0.49,0.49,-,0.99,Upgrade
2,Revenue,646.3,419.74,346.92,469.91,637.66,410.02,322.27,308.18,408.34,339.01,251.44,392.25,321.45,386.06,301.05,367.66,300.63,291.68,206.82,390.27,Upgrade
3,Revenue Growth (YoY),1.36%,2.37%,7.65%,52.48%,56.16%,20.95%,28.17%,-21.43%,27.03%,-12.19%,-16.48%,6.69%,6.93%,32.36%,45.56%,-5.79%,-34.60%,-33.55%,-44.70%,-0.87%,Upgrade
4,Cost of Revenue,366.54,329.59,297.93,344.97,389.05,315.49,291.53,351.21,330.44,283.68,258.23,301.08,264.08,256.42,223.51,285.94,237.43,218.57,207.1,289.21,Upgrade
5,Gross Profit,279.76,90.16,48.99,124.94,248.6,94.52,30.73,-43.03,77.9,55.32,-6.79,91.17,57.37,129.63,77.54,81.72,63.2,73.11,-0.27,101.06,Upgrade
6,"Selling, General & Admin",47.17,25.02,24.39,57.48,34.45,25.03,24.84,43.99,28.96,11.89,28.96,49.76,30.22,30.32,22.47,36.53,24.33,20.97,22.15,45.07,Upgrade
7,Other Operating Expenses,3.1,1.41,2.03,0.87,-0.99,-2.91,-13.97,-107.91,-9.71,-16.39,-85.76,0.95,0.48,-15.79,-2.77,80.25,-75.33,-1.37,-0.77,151.13,Upgrade
8,Operating Expenses,50.32,26.41,26.5,58.33,33.57,22.1,10.87,-64.44,19.44,-22.85,-61.83,50.11,34.78,16.06,25.16,121.94,-43.14,19.51,21.47,196.32,Upgrade
9,Operating Income,229.44,63.74,22.49,66.61,215.04,72.42,19.87,21.41,58.46,78.18,55.04,41.05,22.6,113.58,52.38,-40.23,106.34,53.6,-21.74,-95.26,Upgrade
10,Interest Expense,-0.74,-1.85,-2.21,-3.25,-1.2,-1.7,-1.84,-3.89,-15.05,-10.89,-3.62,-5.66,-3.97,-6.08,-6.06,-5.58,-6.73,-6.45,-9.16,-9.62,Upgrade
