,Fiscal Quarter,Current,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Market Capitalization,9989,5592,4243,6206,7368,7379,8080,7487,5314,5118,6359,7917,7372,7350,8509,7840,9715,13059,14912,14833,11328,Upgrade
1,Market Cap Growth,-24.22%,-24.22%,-47.48%,-17.11%,38.66%,44.18%,27.05%,-5.42%,-27.92%,-30.37%,-25.26%,0.98%,-24.11%,-43.71%,-42.94%,-47.15%,-14.24%,7.56%,26.08%,48.36%,75.37%,Upgrade
2,Enterprise Value,10178,5852,4328,6307,7469,7351,7669,7410,5237,5283,6349,7957,7412,7862,8677,8527,10402,13554,15473,15860,12355,Upgrade
3,Last Close Price,9.11,5.10,3.87,5.66,6.72,6.73,7.42,6.89,4.89,4.70,5.84,7.26,6.76,6.74,7.73,7.12,8.82,11.86,13.52,13.42,10.25,Upgrade
4,PE Ratio,-,-12.76,-,-,-,-,-,-49.87,-,-,-,-,319.08,-,-38.42,-,73.88,-,52.24,64.41,-,Upgrade
5,Forward PE,-,17.49,17.49,17.49,17.49,17.49,17.49,17.49,17.49,17.49,17.49,17.49,17.49,17.49,17.49,17.49,17.49,17.49,17.49,17.49,17.49,Upgrade
6,PS Ratio,2.34,1.31,0.96,1.51,1.77,1.68,1.89,1.79,1.31,1.31,1.74,2.09,1.94,1.94,2.18,2.05,2.49,3.45,3.75,3.41,2.48,Upgrade
7,PB Ratio,2.44,1.18,0.90,1.30,1.49,1.41,1.53,1.45,1.04,0.98,1.22,1.54,1.38,1.37,1.59,1.44,1.69,2.25,2.48,2.43,2.05,Upgrade
8,P/TBV Ratio,1.56,1.56,1.20,1.74,1.99,1.82,1.98,1.91,1.36,1.29,1.61,2.04,1.84,1.76,2.07,1.89,2.36,3.10,3.38,3.28,3.33,Upgrade
9,P/FCF Ratio,12.85,7.20,-,132.28,99.09,-,-,27.77,51.19,25.45,-,-47.63,-84.09,-,-,19.23,34.72,-,43.26,129.92,317.23,Upgrade
10,P/OCF Ratio,6.78,6.78,-,39.86,31.77,-,-,17.90,25.66,14.32,-,-144.91,236.42,-,-,13.33,21.60,-,31.98,60.59,65.86,Upgrade
11,PEG Ratio,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,Upgrade
12,EV/Sales Ratio,2.39,1.37,0.97,1.53,1.79,1.67,1.79,1.78,1.29,1.35,1.74,2.10,1.95,2.07,2.22,2.23,2.67,3.58,3.89,3.65,2.70,Upgrade
13,EV/EBITDA Ratio,-,-,-64.76,-,-,-,-256.39,-423.11,-,521.51,-218.84,-399.24,-,-,36.11,154.60,-1538.33,-81.47,-,-,-,Upgrade
14,EV/EBIT Ratio,-,-,-31.64,-,-,-,-,-,-,-,-,-,-,-,-,-,-57.91,-39.28,-,-,-,Upgrade
15,EV/FCF Ratio,13.10,7.53,-,134.43,100.44,-,-,27.48,50.44,26.27,-,-47.87,-84.55,-,-,20.91,37.17,-,44.89,138.92,346.00,Upgrade
16,Debt / Equity Ratio,0.27,0.27,0.30,0.28,0.29,0.24,0.21,0.19,0.19,0.21,0.24,0.26,0.26,0.27,0.27,0.30,0.26,0.29,0.31,0.25,0.35,Upgrade
17,Debt / EBITDA Ratio,-,-,16.44,-,-,-,9.01,26.50,-,34.90,6.98,10.71,-,-,7.12,12.75,3.31,9.03,-,-,-,Upgrade
18,Debt / FCF Ratio,1.66,1.66,-,28.51,19.44,-,-,3.69,9.35,5.42,-,-8.01,-16.10,-,-,4.03,5.34,-,5.47,13.23,54.55,Upgrade
19,Asset Turnover,0.39,0.59,0.41,0.58,0.46,0.43,0.43,0.71,0.42,0.39,0.38,0.60,0.29,0.42,0.36,0.55,0.30,0.33,0.36,0.49,Upgrade,
20,Inventory Turnover,5.18,3.45,5.66,4.35,7.15,5.70,5.34,5.65,9.26,4.94,4.69,4.95,7.51,3.05,4.72,4.20,5.76,2.95,3.74,3.19,4.72,Upgrade
21,Quick Ratio,0.84,0.84,0.85,0.84,0.95,1.04,1.00,1.00,1.06,1.00,1.00,1.02,1.09,1.04,1.02,1.05,1.12,1.02,1.03,0.94,1.01,Upgrade
22,Current Ratio,1.21,1.21,1.19,1.21,1.26,1.38,1.30,1.26,1.30,1.33,1.30,1.32,1.36,1.43,1.48,1.38,1.44,1.41,1.38,1.29,1.34,Upgrade
