,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,303,280,201,171,89,143,55,67,39,31,52,Upgrade
1,Market Cap Growth,63.77%,63.77%,125.03%,19.37%,60.85%,112.63%,41.00%,113.75%,-24.53%,-62.35%,-39.77%,Upgrade
2,Enterprise Value,188,267,110,165,65,189,72,97,60,61,76,Upgrade
3,Last Close Price,1.62,1.50,1.27,1.08,0.63,1.01,0.47,0.57,0.40,0.32,0.53,Upgrade
4,PE Ratio,-,-,-,-,-7.65,-,-,-,-,-,-,Upgrade
5,Forward PE,-,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,Upgrade
6,PS Ratio,1.24,1.33,1.21,1.02,0.55,0.99,0.33,0.42,0.29,0.19,0.28,Upgrade
7,PB Ratio,1.76,1.63,1.27,1.02,0.56,0.89,0.33,0.40,0.21,0.14,0.20,Upgrade
8,P/TBV Ratio,1.63,1.63,1.27,1.02,0.56,0.89,0.33,0.40,0.22,0.15,0.20,Upgrade
9,P/FCF Ratio,6.63,6.11,-,-3.57,-,3.84,-,-,-,-1.91,-,Upgrade
10,P/OCF Ratio,5.40,5.40,-,-3.41,-,2.97,-,-,-,-1.91,-,Upgrade
11,PEG Ratio,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,Upgrade
12,EV/Sales Ratio,0.90,1.27,0.66,0.98,0.40,1.32,0.43,0.61,0.44,0.37,0.41,Upgrade
13,EV/EBITDA Ratio,-,-33.48,-,30.76,83.54,-,-7.02,-,-,-,-,Upgrade
14,EV/EBIT Ratio,-,-,-,-,-,-,-3.54,-,-,-,-,Upgrade
15,EV/FCF Ratio,4.11,5.84,-,-3.46,-,5.08,-,-,-,-3.70,-,Upgrade
16,Debt / Equity Ratio,0.11,0.11,0.20,0.11,0.23,0.25,0.42,0.40,0.42,0.29,0.25,Upgrade
17,Debt / FCF Ratio,0.40,0.40,-,-0.38,-,1.08,-,-,-,-3.85,-,Upgrade
18,Return on Capital Employed (ROCE),-,-,-,-,-,-,-10.79%,-,-,-,-,Upgrade
19,Earnings Yield,-4.39%,-4.76%,-6.97%,1.32%,-13.07%,-13.57%,-55.27%,-124.39%,-236.00%,-682.30%,-554.04%,Upgrade
20,FCF Yield,15.08%,16.36%,-4.76%,-28.03%,-14.73%,26.07%,-40.77%,-27.28%,-6.78%,-52.40%,15.04%,Upgrade
21,Buyback Yield / Dilution,-13.04%,-14.46%,-11.61%,-14.59%,-20.03%,-15.99%,-20.09%,-9.17%,-,-,5.15%,Upgrade
22,Total Shareholder Return,-13.04%,-14.46%,-11.61%,-14.59%,-20.03%,-15.99%,-20.09%,-9.17%,-,-,5.15%,Upgrade
