,Fiscal Quarter,Current,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Dec '24 Dec 31, 2024","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,31,30,46,32,110,110,110,110,110,110,132,Upgrade
1,Market Cap Growth,-6.69%,-6.69%,-58.42%,-70.76%,0%,0%,0%,0%,-16.67%,-82.46%,-80.65%,Upgrade
2,Enterprise Value,151,155,168,413,479,506,506,506,471,457,453,Upgrade
3,Last Close Price,0.04,0.04,0.06,0.04,1.00,1.00,1.00,1.00,1.00,1.00,1.20,Upgrade
4,PE Ratio,7.14,7.92,-,0.15,-,-,-,-,-,-,-,Upgrade
5,PS Ratio,0.43,0.47,0.90,0.53,1.74,4.24,-,9.39,13.93,1.96,2.18,Upgrade
6,PB Ratio,1.17,1.14,3.29,1.74,-0.32,-0.30,-0.31,-0.33,0.76,0.45,0.47,Upgrade
7,P/TBV Ratio,1.14,1.14,3.29,1.74,-,-,-,-,0.76,0.45,0.47,Upgrade
8,P/FCF Ratio,-,-,-,-1.40,-,4.02,-,-,-,-,-,Upgrade
9,P/OCF Ratio,-,-,1.48,11.96,-,4.02,-,-,-,-,-,Upgrade
10,EV/Sales Ratio,2.37,2.43,3.28,6.85,7.55,19.45,-,43.11,59.49,8.11,7.46,Upgrade
11,EV/EBITDA Ratio,-,-,-,-,-,-,-,-,-,-,36.65,Upgrade
12,EV/EBIT Ratio,-,-,-,-,-,-,-,-,-,-,37.41,Upgrade
13,EV/FCF Ratio,-,-,-,-18.00,-,18.43,-,-,-,-,-,Upgrade
14,Debt / Equity Ratio,4.63,4.63,9.19,6.67,-1.13,-1.04,-1.05,-1.10,2.73,1.47,1.24,Upgrade
15,Debt / FCF Ratio,-,-,-,-5.39,-,13.82,-,-,-,-,-,Upgrade
16,Return on Capital Employed (ROCE),-,-,-,-,-,-,-,-,-,-,2.63%,Upgrade
17,Earnings Yield,12.28%,12.63%,468.84%,655.81%,-10.59%,-1.28%,-,-157.96%,-170.69%,-344.50%,-287.92%,Upgrade
18,FCF Yield,-,5.54%,-71.19%,0.16%,24.90%,-,-4.96%,-6.02%,-12.46%,-8.43%,Upgrade,
19,Buyback Yield / Dilution,-104.45%,-26.32%,-549.04%,-469.04%,-,0.00%,-,-,-,-,-10.99%,Upgrade
20,Total Shareholder Return,-104.45%,-26.32%,-549.04%,-469.04%,-,0.00%,-,-,-,-,-10.99%,Upgrade
