,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Cash & Equivalents,153.62,203.66,286.46,345.71,367.64,562.98,643.06,810.37,1036,1201
1,Short-Term Investments,-,2.87,-,46.2,-,26.55,-,12.77,-,6.49
2,Trading Asset Securities,41.24,30.99,31.62,30.48,40.2,-,50.25,93.06,77.9,-
3,Cash & Short-Term Investments,194.86,237.53,318.08,422.39,407.84,589.53,693.31,916.2,1114,1207
4,Cash Growth,-38.74%,-43.77%,-22.01%,-28.35%,-41.17%,-35.66%,-37.79%,-24.12%,-,-
5,Prepaid Expenses,14.85,3.22,12.97,12.23,40.12,6.16,21.42,18.15,17.09,7.69
6,Other Current Assets,56.35,29.44,12.47,12.47,-,-,20.98,-,-,-
7,Total Current Assets,266.06,270.18,343.52,447.09,447.96,595.69,735.7,934.35,1131,1215
8,"Property, Plant & Equipment",552.63,536.77,520.29,485.82,371.72,356.21,232.96,145.92,58.35,42.17
9,Long-Term Investments,-,-,-,-,25.08,26.93,29.92,31.9,-,-
10,Other Intangible Assets,1.17,1.84,2.07,2.6,1.93,1.92,0.25,-,-,-
11,Other Long-Term Assets,21.94,38.99,41.51,72.84,75.42,60.91,40.84,17.35,31.97,26.96
12,Total Assets,841.8,847.79,907.39,1008,922.12,1042,1040,1130,1222,1284
13,Accrued Expenses,-,5.93,-,11.36,-,7.85,-,1.75,-,77.34
14,Current Portion of Long-Term Debt,105.78,66.59,61.39,30.42,12.5,5,5,5,2.5,-
15,Current Portion of Leases,11.44,4.66,13.05,15.38,11.06,7.39,9.8,9.13,11.79,8.04
16,Current Unearned Revenue,-,0.3,-,0.3,-,1.55,-,1.55,-,7.63
17,Other Current Liabilities,85.47,95.17,100.41,129.93,56.2,76.57,33.14,41.38,26.89,13.67
18,Total Current Liabilities,202.7,172.65,174.84,187.39,79.76,98.36,47.94,58.8,41.17,106.68
19,Long-Term Debt,317.99,324.81,270.53,238.36,213.06,193.78,120.54,55.46,55.94,20.28
20,Long-Term Leases,44.18,54.75,55.88,73.02,60.54,69.29,67.59,28.25,20.42,25.29
21,Total Liabilities,564.87,552.2,501.25,498.77,353.36,361.43,236.06,142.51,117.54,152.25
22,Common Stock,1790,1725,1725,1725,1679,1679,1679,1679,1679,1679
23,Retained Earnings,-1581,-1490,-1381,-1247,-1107,-962.96,-789.17,-674.77,-633.01,-552.17
24,Comprehensive Income & Other,67.69,60.6,62.14,31.48,-3.62,-35.94,-86.35,-17.35,58.15,4.96
25,Shareholders' Equity,276.93,295.58,406.14,509.58,568.75,680.23,803.6,987.01,1104,1132
26,Total Liabilities & Equity,841.8,847.79,907.39,1008,922.12,1042,1040,1130,1222,1284
27,Total Debt,479.4,450.81,400.85,357.18,297.16,275.46,202.92,97.84,90.65,53.61
28,Net Cash (Debt),-284.55,-213.28,-82.76,65.2,110.68,314.07,490.38,818.36,1024,1154
29,Net Cash Growth,-,-,-,-79.24%,-77.43%,-61.62%,-52.10%,-29.07%,-,-
30,Net Cash Per Share,-0.27,-0.21,-0.08,0.07,0.11,0.32,0.49,0.81,1.02,1.32
31,Filing Date Shares Outstanding,1092,1035,1035,1035,1006,1006,1006,1006,1006,1006
32,Total Common Shares Outstanding,1092,1035,1035,1035,1006,1006,1006,1006,1006,1006
33,Working Capital,63.36,97.54,168.68,259.7,368.2,497.32,687.77,875.55,1090,1108
34,Book Value Per Share,0.25,0.29,0.39,0.49,0.57,0.68,0.80,0.98,1.10,1.12
35,Tangible Book Value,275.76,293.74,404.07,506.98,566.83,678.31,803.36,987.01,1104,1132
36,Tangible Book Value Per Share,0.25,0.28,0.39,0.49,0.56,0.67,0.80,0.98,1.10,1.12
37,Machinery,-,66.4,-,58.61,-,47.02,-,20.73,-,14.51
38,Construction In Progress,-,419.14,-,336.16,-,197.47,-,74.44,-,4.68
39,Leasehold Improvements,-,28.37,-,33.42,-,29.81,-,17.77,-,6.02
