,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 4, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,130,165,172,273,226,394,413,489,725,310,253,Upgrade
1,Market Cap Growth,-24.81%,-39.53%,-23.94%,-30.65%,-45.38%,-19.48%,-42.98%,58.04%,186.63%,-16.34%,-33.33%,Upgrade
2,Enterprise Value,4735,7290,8278,8652,8970,9961,10896,11715,3120,2822,2605,Upgrade
3,Last Close Price,0.20,0.26,0.27,0.43,0.35,0.62,0.65,0.77,1.14,0.49,0.56,Upgrade
4,PE Ratio,-,-,-,-,-,-,-,-5.68,-,-,-2.66,Upgrade
5,PS Ratio,0.12,0.14,0.16,0.25,0.21,0.37,0.34,0.41,1.20,3.28,2.19,Upgrade
6,PB Ratio,0.03,0.03,0.03,0.05,0.04,0.06,0.06,0.07,0.10,0.05,0.04,Upgrade
7,P/TBV Ratio,0.03,0.08,0.08,0.11,0.08,0.13,0.13,0.16,0.23,0.10,0.08,Upgrade
8,P/FCF Ratio,-,0.31,0.28,0.26,0.35,-,1.07,1.90,-8.20,-,-,Upgrade
9,P/OCF Ratio,-,0.30,0.27,0.26,0.35,-,1.07,1.88,-8.43,-,-,Upgrade
10,EV/Sales Ratio,4.52,6.36,7.80,7.98,8.43,9.24,8.88,9.86,5.17,29.90,22.56,Upgrade
11,EV/EBITDA Ratio,14.47,17.53,34.15,32.56,22.80,21.04,20.30,23.13,11.23,-153.04,-,Upgrade
12,EV/EBIT Ratio,14.61,17.56,34.60,33.11,23.02,21.21,20.42,23.44,11.31,-123.26,-,Upgrade
13,EV/FCF Ratio,-,13.56,13.45,8.26,14.03,-,28.34,45.57,-35.29,-,-,Upgrade
14,Debt / Equity Ratio,0.81,0.81,0.81,0.87,0.92,0.89,0.97,1.16,1.25,0.22,0.12,Upgrade
15,Debt / FCF Ratio,-,8.12,7.22,4.95,9.26,-,18.34,32.61,-101.22,-,-,Upgrade
16,Return on Capital Employed (ROCE),3.67%,5.39%,2.47%,2.43%,3.37%,3.73%,4.16%,3.65%,1.93%,-0.37%,-,Upgrade
17,Earnings Yield,-72.79%,-185.75%,-382.21%,-193.20%,-131.07%,-44.57%,-1.96%,-17.55%,-32.16%,-12.78%,-37.47%,Upgrade
18,FCF Yield,325.36%,358.61%,383.38%,283.30%,52.60%,93.06%,52.53%,-12.20%,-192.01%,-134.14%,Upgrade,
19,Buyback Yield / Dilution,0.52%,-,-,-,-,37.24%,-0.19%,-100.56%,-40.53%,-11.87%,46.86%,Upgrade
20,Total Shareholder Return,0.52%,-,-,-,-,37.24%,-0.19%,-100.56%,-40.53%,-11.87%,46.86%,Upgrade
