,Fiscal Quarter,Current,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+20 Quarters
,Period Ending,"Mar '25 Mar 6, 2025","Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Market Capitalization,451283,434491,474371,583519,621301,635994,680072,724151,638093,600311,595828,591719,848541,677254,681059,532672,662035,487014,388089,361456,294872,Upgrade
1,Market Cap Growth,-31.68%,-31.68%,-30.25%,-19.42%,-2.63%,5.94%,14.14%,22.38%,-24.80%,-11.36%,-12.51%,11.09%,28.17%,39.06%,75.49%,47.37%,124.52%,19.07%,-10.53%,-31.16%,-53.03%,Upgrade
2,Enterprise Value,374888,394973,452569,531526,608197,689270,729783,641791,483910,434074,453013,389931,590145,436161,436595,215079,363828,273031,236013,184389,136837,Upgrade
3,Last Close Price,10750.00,10350.00,11300.00,13900.00,14277.03,14614.66,15627.56,16640.46,13825.02,13006.43,13188.34,13097.39,17574.17,15148.68,15233.78,11914.69,13804.31,10154.89,8092.18,7536.83,5652.18,Upgrade
4,PE Ratio,-,-13.78,-,-,50.35,35.68,18.60,9.62,7.65,6.56,5.25,7.62,12.14,11.34,14.87,9.30,11.34,11.58,8.29,6.52,-,Upgrade
5,Forward PE,-,6.88,6.88,6.88,6.88,6.88,6.88,6.88,6.88,6.88,6.88,6.88,6.88,6.88,6.88,6.88,6.88,6.88,6.88,6.88,6.88,Upgrade
6,PS Ratio,0.61,0.59,0.62,0.75,0.77,0.81,0.80,0.81,0.65,0.59,0.58,0.64,0.97,0.78,0.82,0.60,0.77,0.57,0.44,0.38,0.30,Upgrade
7,PB Ratio,0.48,0.46,0.50,0.60,0.62,0.64,0.68,0.73,0.62,0.58,0.60,0.62,0.87,0.70,0.74,0.58,0.70,0.52,0.43,0.40,0.32,Upgrade
8,P/TBV Ratio,0.47,0.47,0.51,0.61,0.63,0.64,0.69,0.74,0.62,0.59,0.60,0.63,0.87,0.70,0.74,0.59,0.70,0.52,0.43,0.41,0.32,Upgrade
