,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+20 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Revenue,196536,208196,169099,167410,225755,212124,199270,149705,284372,264791,278747,193339,297236,155149,226214,187348,259247,212574,195782,187755,Upgrade
1,Revenue Growth (YoY),-12.94%,-1.85%,-15.14%,11.83%,-20.61%,-19.89%,-28.51%,-22.57%,-4.33%,70.67%,23.22%,3.20%,14.65%,-27.01%,15.54%,-0.22%,-9.71%,-26.44%,-16.36%,-3.23%,Upgrade
2,Cost of Revenue,117403,169106,115522,106126,155193,143105,140983,96490,177281,154477,181379,123927,185738,107363,152405,125234,170267,141363,142995,138452,Upgrade
3,Gross Profit,79133,39089,53577,61285,70562,69019,58287,53215,107091,110313,97368,69412,111498,47786,73810,62114,88980,71211,52787,49303,Upgrade
4,"Selling, General & Admin",75059,66128,65198,64646,71847,66491,61622,60433,75813,64679,64526,56306,63500,48339,60594,63087,56709,56380,59907,61882,Upgrade
5,Operating Expenses,75059,66128,65198,64646,71847,66491,61622,60433,75813,64679,64526,56306,63500,48339,60594,63087,56709,56380,59907,61882,Upgrade
6,Operating Income,4073,-27038,-11621,-3362,-1286,2528,-3335,-7218,31278,45634,32842,13105,47998,-552.95,13216,-972.45,32271,14831,-7120,-12579,Upgrade
7,Interest Expense,-2840,-2678,-2804,-3143,-2996,-5302,-3173,-3023,-2434,-1048,-1729,-1528,-2868,-2245,-17549,-761.35,-2229,-3480,-3714,-4354,Upgrade
8,Interest & Investment Income,6523,5172,2074,4259,10206,9278,23095,7154,5079,6033,4407,5487,5520,11234,7585,7580,7946,14735,10414,10771,Upgrade
9,Earnings From Equity Investments,-,-,-,-,-,-,-,-,-,-,-,-,-548.65,139.01,-139.01,-,-,-,-,-,Upgrade
10,Currency Exchange Gain (Loss),-,-,-1843,1905,-6289,-,-,-624.45,315.04,-,-2849,1568,2611,-,-1079,983.7,875.88,-,4499,-4612,Upgrade
11,Other Non Operating Income (Expenses),-1412,-4554,1766,625.82,-1138,-1990,-11564,10109,11555,2009,77.86,-1.73,1346,-641.87,-1246,-30.22,-2801,-4096,67.18,-1134,Upgrade
12,EBT Excluding Unusual Items,6344,-29098,-12428,285.46,-1502,4514,5022,6398,45794,52628,32749,18631,54057,7933,787.47,6800,36063,21990,4147,-11907,Upgrade
13,Gain (Loss) on Sale of Investments,-,-,2018,2807,629.22,-,-,2119,-17410,-,-17609,49.33,2183,-,2791,86,3859,-,2338,-,Upgrade
14,Gain (Loss) on Sale of Assets,-,-,-,-,7067,-,-,-,503.42,-,-,-,-,-,-,-,46.48,-,-43.44,-,Upgrade
15,Pretax Income,6344,-29098,-10410,3092,6194,4514,5022,8517,28887,52628,15140,18680,56240,7933,3578,6886,39968,21990,6442,-11907,Upgrade
16,Income Tax Expense,-93.19,156.54,-1141,1449,1988,834.48,1093,1689,5912,10453,3199,3941,11662,1572,-654.37,2337,9298,4194,1063,-119.83,Upgrade
17,Earnings From Continuing Operations,6438,-29254,-9270,1643,4206,3679,3929,6828,22975,42175,11941,14739,44579,6361,4233,4549,30670,17796,5378,-11788,Upgrade
18,Minority Interest in Earnings,-224.7,-230.63,-108.42,-528.45,-230.88,-177.19,-181.15,-227.16,-254.59,-,-,-,-,-,-,-,-,-,-,-,Upgrade
19,Net Income,6213,-29485,-9378,1115,3975,3502,3748,6601,22720,42175,11941,14739,44579,6361,4233,4549,30670,17796,5378,-11788,Upgrade
20,Net Income to Common,6213,-29485,-9378,1115,3975,3502,3748,6601,22720,42175,11941,14739,44579,6361,4233,4549,30670,17796,5378,-11788,Upgrade
21,Net Income Growth,56.30%,-,-,-83.11%,-82.51%,-91.70%,-68.61%,-55.22%,-49.03%,563.07%,182.11%,224.01%,45.35%,-64.26%,-21.30%,-,-13.39%,-32.78%,-18.19%,-,Upgrade
22,Shares Outstanding (Basic),42,42,42,42,42,42,42,42,42,43,40,42,38,43,44,38,38,38,38,38,Upgrade
23,Shares Outstanding (Diluted),42,42,42,42,42,42,42,42,42,43,40,42,38,43,44,38,55,38,38,38,Upgrade
24,Shares Change (YoY),-0.34%,-0.46%,0.76%,-,0.36%,-0.86%,3.58%,-,10.34%,-1.64%,-8.91%,10.33%,-31.20%,13.55%,16.00%,-,55.35%,-5.14%,-,-,Upgrade
25,EPS (Basic),148.00,-702.00,-223.51,26.56,94.37,83.00,90.00,157.23,541.35,991.00,297.01,351.09,1172.00,147.00,95.90,119.56,805.89,467.00,141.36,-309.81,Upgrade
26,EPS (Diluted),148.00,-702.00,-223.75,26.56,94.37,83.00,90.00,157.00,541.35,991.00,296.83,351.00,1171.29,147.00,95.79,119.56,588.38,467.00,141.36,-309.81,Upgrade
27,EPS Growth,56.83%,-,-,-83.09%,-82.57%,-91.62%,-69.68%,-55.27%,-53.78%,574.15%,209.87%,193.58%,99.07%,-68.52%,-32.23%,-,-41.59%,-29.14%,-18.19%,-,Upgrade
28,Free Cash Flow,30079,8797,-20399,29165,106498,6666,-39532,-66711,-13877,-53299,63474,-64537,-76823,-20464,-769.91,-30303,119774,9698,2076,19873,Upgrade
29,Free Cash Flow Per Share,716.53,209.44,-486.16,694.73,2528.39,157.98,-949.34,-1589.12,-330.64,-1252.38,1578.81,-1537.33,-2019.73,-472.95,-17.44,-796.44,2166.45,254.50,54.56,522.31,Upgrade
30,Dividend Per Share,-,-,-,-,500.000,-,-,-,1100.000,-,-,-,1000.000,-,-,-,1000.000,-,-,-,Upgrade
31,Dividend Growth,-,-,-,-,-54.55%,-,-,-,10.00%,-,-,-,0%,-,-,-,11.11%,-,-,-,Upgrade
32,Gross Margin,40.26%,18.78%,31.68%,36.61%,31.26%,32.54%,29.25%,35.55%,37.66%,41.66%,34.93%,35.90%,37.51%,30.80%,32.63%,33.15%,34.32%,33.50%,26.96%,26.26%,Upgrade
33,Operating Margin,2.07%,-12.99%,-6.87%,-2.01%,-0.57%,1.19%,-1.67%,-4.82%,11.00%,17.23%,11.78%,6.78%,16.15%,-0.36%,5.84%,-0.52%,12.45%,6.98%,-3.64%,-6.70%,Upgrade
34,Profit Margin,3.16%,-14.16%,-5.55%,0.67%,1.76%,1.65%,1.88%,4.41%,7.99%,15.93%,4.28%,7.62%,15.00%,4.10%,1.87%,2.43%,11.83%,8.37%,2.75%,-6.28%,Upgrade
35,Free Cash Flow Margin,15.30%,4.23%,-12.06%,17.42%,47.17%,3.14%,-19.84%,-44.56%,-4.88%,-20.13%,22.77%,-33.38%,-25.85%,-13.19%,-0.34%,-16.17%,46.20%,4.56%,1.06%,10.58%,Upgrade
36,EBITDA,11165,-18695,-4664,2408,62018,9359,3496,-506.59,42175,49562,44726,22074,60693,7872,24659,5980,48366,21053,4358,-1325,Upgrade
37,EBITDA Margin,5.68%,-8.98%,-2.76%,1.44%,27.47%,4.41%,1.75%,-0.34%,14.83%,18.72%,16.05%,11.42%,20.42%,5.07%,10.90%,3.19%,18.66%,9.90%,2.23%,-0.71%,Upgrade
38,D&A For EBITDA,7092,8343,6957,5769,63304,6831,6831,6712,10897,3928,11884,8969,12695,8425,11443,6952,16095,6222,11478,11254,Upgrade
39,EBIT,4073,-27038,-11621,-3362,-1286,2528,-3335,-7218,31278,45634,32842,13105,47998,-552.95,13216,-972.45,32271,14831,-7120,-12579,Upgrade
40,EBIT Margin,2.07%,-12.99%,-6.87%,-2.01%,-0.57%,1.19%,-1.67%,-4.82%,11.00%,17.23%,11.78%,6.78%,16.15%,-0.36%,5.84%,-0.52%,12.45%,6.98%,-3.64%,-6.70%,Upgrade
41,Effective Tax Rate,-,-,-,46.86%,32.10%,18.49%,21.76%,19.83%,20.47%,19.86%,21.13%,21.10%,20.74%,19.82%,-,33.94%,23.26%,19.07%,16.51%,-,Upgrade
42,Revenue as Reported,196536,208196,169099,167410,225755,212124,199270,149705,284372,264791,278747,193339,297236,155149,226214,187348,259247,212574,195782,187755,Upgrade
