,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+20 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Cash & Equivalents,19610,38254,40779,40578,40859,57645,27616,49925,54780,87324,152951,61604,52162,149465,47104,53215,51427,56440,40350,65412,Upgrade
1,Short-Term Investments,295085,238802,236138,254738,223236,211150,303476,345016,305806,197161,190526,232013,259939,232700,519527,504070,516313,504976,550057,553414,Upgrade
2,Trading Asset Securities,-,-,-,-,-,-,-,78991,90692,88778,30805,114710,113252,14091,18823,58462,20000,56501,25000,21588,Upgrade
3,Cash & Short-Term Investments,314695,277056,276917,295316,264095,268795,331092,473932,451279,373263,374283,408327,425353,396256,585453,615747,587740,617917,615407,640413,Upgrade
4,Cash Growth,19.16%,3.07%,-16.36%,-37.69%,-41.48%,-27.99%,-11.54%,16.07%,6.09%,-5.80%,-36.07%,-33.69%,-27.63%,-35.87%,-4.87%,-3.85%,-5.17%,7.58%,19.31%,22.97%,Upgrade
5,Accounts Receivable,137983,147204,127463,120422,149828,165096,137595,125495,167223,159645,163688,124858,150778,129038,148315,105423,120610,106949,136717,135087,Upgrade
6,Other Receivables,5631,3827,5913,11569,9939,6647,9269,8878,8828,5978,5993,5680,5050,-8405,947.28,-2581,10721,-4820,5973,-1013,Upgrade
7,Receivables,143614,151031,133376,131991,159767,171742,146864,134372,176051,165623,169681,130537,155827,120634,149262,104795,131331,102128,142689,134074,Upgrade
8,Inventory,253508,251026,307092,300809,318859,358876,390371,381767,364153,402104,369320,357828,346527,385557,350862,337194,339497,382233,384801,381845,Upgrade
9,Prepaid Expenses,2520,2113,2050,2418,3171,1890,1914,1764,3783,2371,4846,3453,2534,1842,5097,2940,3365,1018,3558,2530,Upgrade
10,Other Current Assets,21262,27593,35969,29488,24493,59015,63543,53974,59880,74149,47064,66587,35369,65916,56316,46666,25356,57228,34386,37730,Upgrade
11,Total Current Assets,735600,708820,755403,760023,770385,860320,933784,1045809,1055146,1017510,965194,966732,965611,970205,1146991,1107343,1087290,1160525,1180842,1196592,Upgrade
12,"Property, Plant & Equipment",315044,324135,335207,342772,352211,358568,359745,306025,228534,169651,176737,295938,242141,190870,200701,209325,201705,209892,218683,228114,Upgrade
13,Long-Term Investments,69192,64452,64369,65026,60556,60468,48406,9603,9804,9225,9594,9861,9939,9379,9570,9700,12367,11956,8197,6940,Upgrade
14,Other Intangible Assets,1412,789.88,827.91,895.82,974.39,1020,1079,1152,1256,1569,2006,2430,2830,3222,3654,4042,4466,4849,4888,5404,Upgrade
15,Long-Term Deferred Tax Assets,22256,22560,22319,21179,22628,22727,22760,22238,22578,20803,20704,20050,20331,19982,20180,17996,18465,20133,20758,19183,Upgrade
16,Other Long-Term Assets,141706,142794,146343,147812,149117,149528,139366,138943,139378,138209,136109,25762,27892,27437,27496,26920,28740,29451,32106,28887,Upgrade
