,Fiscal Quarter,Current,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Market Capitalization,3730,4068,4157,3225,3946,3958,4407,4615,5752,4992,3056,3054,2426,1909,2066,1493,1738,1654,1515,1517,1681,Upgrade
1,Market Cap Growth,2.79%,2.79%,-5.67%,-30.11%,-31.40%,-20.72%,44.19%,51.12%,137.07%,161.49%,47.92%,104.60%,39.63%,15.41%,36.41%,-1.62%,3.35%,-4.12%,-24.63%,-36.38%,-0.87%,Upgrade
2,Enterprise Value,4446,4666,4582,3513,4577,4313,4986,4858,6240,5125,3485,3041,2678,1744,2139,1127,1687,1200,1330,1227,1391,Upgrade
3,Last Close Price,15.22,16.59,16.95,13.12,16.05,16.10,17.92,18.74,23.35,20.27,12.41,12.36,9.82,7.73,8.36,6.02,7.01,6.67,6.08,6.09,6.74,Upgrade
4,PE Ratio,-,-,134.17,97.44,116.44,114.23,166.51,179.11,251.86,237.54,120.85,96.25,78.19,61.96,65.20,37.22,57.56,54.70,51.85,-,57.58,Upgrade
5,PS Ratio,1.71,1.86,1.84,1.44,1.80,1.82,2.04,2.00,2.41,1.99,1.17,1.17,0.96,0.80,0.91,0.68,0.82,0.82,0.74,0.77,0.77,Upgrade
6,PB Ratio,2.54,2.77,2.77,2.14,2.63,2.65,2.98,3.11,3.90,3.41,2.09,2.08,1.66,1.32,1.43,1.03,1.21,1.16,1.06,1.08,1.19,Upgrade
7,P/TBV Ratio,3.20,3.20,3.19,2.46,3.03,3.06,3.44,3.60,4.52,3.80,2.33,2.32,1.85,1.47,1.60,1.16,1.35,1.30,1.19,1.20,1.33,Upgrade
8,P/FCF Ratio,-,-,-,-,-72.71,-,-,-,-,-,-,-,-,-,-,-,-13.73,-,-,-,20.01,Upgrade
