,Fiscal Quarter,Current,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020",+2 Quarters
0,Market Capitalization,186,89,149,38,67,81,160,143,162,162,162,Upgrade
1,Market Cap Growth,136.84%,136.84%,120.59%,-53.66%,-58.02%,-43.06%,-1.22%,-12.20%,0%,0%,-26.13%,Upgrade
2,Enterprise Value,173,76,129,5,-1,-1,49,34,26,12,-25,Upgrade
3,Last Close Price,0.09,0.04,0.07,0.02,0.03,0.04,0.08,0.07,0.08,0.08,0.08,Upgrade
4,PE Ratio,-,-,-,-17.38,-,-2.53,-,303.97,-,-2.19,-,Upgrade
5,PS Ratio,-0.90,-0.90,1.76,0.10,0.28,0.66,0.90,0.80,1.62,1.71,0.73,Upgrade
6,PB Ratio,0.93,0.47,0.77,0.13,0.24,0.27,0.54,0.42,0.49,0.47,0.47,Upgrade
7,P/TBV Ratio,0.45,0.45,0.73,0.12,0.23,0.26,0.52,0.41,0.48,0.47,0.47,Upgrade
8,P/FCF Ratio,-,-,-,-,-,-,-,-6.73,-,-,-,Upgrade
9,P/OCF Ratio,-,-,-,-,-,-,-,-6.74,-,-,2.58,Upgrade
10,EV/Sales Ratio,-,-0.76,-,0.01,-,-,0.28,0.19,0.26,0.13,-,Upgrade
11,EV/EBITDA Ratio,-,-,-,0.35,-,-,-,-2.77,-,-0.55,-,Upgrade
12,EV/EBIT Ratio,-,-,-,0.37,-,-,-,-2.61,-,-0.55,-,Upgrade
13,EV/FCF Ratio,-,-,-,-,-,-,-,-1.58,-,-,-,Upgrade
14,Debt / Equity Ratio,0.06,0.06,0.06,0.04,0.05,0.05,0.05,0.05,0.06,0.07,0.07,Upgrade
15,Debt / FCF Ratio,-,-,-,-,-,-,-,-0.87,-,-,-,Upgrade
16,Return on Capital Employed (ROCE),-,-,-,4.73%,0.39%,-8.79%,-,-3.49%,-,-6.03%,-,Upgrade
17,Earnings Yield,-54.03%,-112.85%,-57.55%,-5.75%,-18.93%,-39.46%,-15.53%,0.33%,-3.30%,-45.62%,-48.99%,Upgrade
18,FCF Yield,-2.18%,-2.18%,-9.57%,-127.69%,-68.42%,-53.08%,-14.58%,-14.87%,-27.02%,-11.06%,27.57%,Upgrade
