,Fiscal Quarter,Current,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,Q3 2019,+20 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019","Sep '19 Sep 30, 2019",+20 Quarters
0,Market Capitalization,56,58,54,62,59,67,93,104,127,46,49,53,40,45,59,61,67,75,47,81,84,Upgrade
1,Market Cap Growth,-13.04%,-13.04%,-41.44%,-40.80%,-53.44%,46.36%,90.29%,97.37%,221.05%,3.13%,-17.65%,-13.64%,-40.63%,-40.74%,25.00%,-24.14%,-20.00%,-15.63%,-62.22%,-3.33%,-25.00%,Upgrade
2,Last Close Price,0.13,0.14,0.13,0.15,0.14,0.16,0.22,0.25,0.30,0.30,0.32,0.35,0.26,0.29,0.39,0.40,0.44,0.49,0.31,0.53,0.55,Upgrade
3,PE Ratio,-,-,-,-,-12.91,-2.29,-5.43,-,-,-2.04,-,-,0.42,0.53,5.05,14.36,6.68,10.22,-,8.92,-3211.57,Upgrade
4,PS Ratio,2.01,2.10,1.87,2.05,2.12,2.82,3.91,4.47,5.29,1.64,1.87,2.21,1.93,2.45,3.24,2.81,2.39,2.21,1.21,2.18,2.69,Upgrade
5,PB Ratio,0.15,0.16,0.14,0.16,0.15,0.17,0.24,0.27,-,0.13,0.13,0.15,-,0.13,0.22,0.22,-,0.28,0.18,0.30,-,Upgrade
6,Debt / Equity Ratio,0.01,0.01,0.01,0.01,0.01,0.01,0.03,0.03,-,0.06,0.06,0.06,-,0.06,0.12,0.12,-,0.09,0.07,0.07,-,Upgrade
7,Asset Turnover,0.05,0.05,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,
8,Quick Ratio,5.58,5.58,5.58,5.52,-,6.26,-,4.59,-,3.61,-,3.73,-,3.97,-,2.72,-,4.16,-,3.48,-,Upgrade
9,Current Ratio,5.60,5.60,5.60,5.55,-,6.28,-,4.70,-,3.64,-,3.75,-,3.98,-,2.73,-,4.18,-,3.50,-,Upgrade
10,Return on Equity (ROE),-10.28%,-10.02%,-1.45%,3.01%,3.50%,4.37%,-,-,18.05%,-41.76%,-,-,98.50%,4.98%,-,-,6.71%,-4.80%,-,-,Upgrade,
11,Return on Assets (ROA),-8.61%,-8.39%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,
12,Earnings Yield,-31.67%,-30.31%,-9.94%,12.53%,-7.74%,-43.73%,-18.41%,-56.93%,-46.60%,-48.96%,79.49%,152.74%,240.24%,187.97%,19.82%,6.96%,14.97%,9.78%,6.98%,11.21%,-0.03%,Upgrade
13,FCF Yield,-43.43%,-41.24%,-22.21%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
14,Buyback Yield / Dilution,-9.19%,-,-,8.73%,-76.92%,-200.00%,-200.00%,-228.69%,-69.57%,-,-,-,-,-,-,-,-,-,-,0.05%,-,Upgrade
15,Total Shareholder Return,-9.19%,-,-,8.73%,-76.92%,-200.00%,-200.00%,-228.69%,-69.57%,-,-,-,-,-,-,-,-,-,-,0.05%,-,Upgrade
