,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+15 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+15 Quarters
0,Operating Revenue,419.35,461.69,421.7,671.77,468,447.31,389.03,428.33,451.33,359.82,312.46,482.24,420.7,424.99,299.11,522.62,400.57,310.43,161.2,486.24,Upgrade
1,Other Revenue,-9.82,9.82,-,21.02,-8.55,8.55,-,28.56,-14.82,14.82,-,23.87,-8.24,8.24,-,14.41,-5.72,5.72,-,14.22,Upgrade
2,Revenue,409.53,471.51,421.7,692.79,459.45,455.86,389.03,456.9,436.51,374.64,312.46,506.12,412.46,433.23,299.11,537.03,394.86,316.15,161.2,500.46,Upgrade
3,Revenue Growth (YoY),-10.87%,3.43%,8.40%,51.63%,5.26%,21.68%,24.51%,-9.72%,5.83%,-13.52%,4.46%,-5.76%,4.46%,37.03%,85.56%,7.31%,19.13%,45.91%,-0.03%,27.99%,Upgrade
4,Cost of Revenue,331.96,392.97,349.58,555.74,362.01,384.92,334.25,399.73,370.69,320.55,272.61,433.75,345.06,372.21,252.2,425.86,309.05,258.27,134.81,394.75,Upgrade
5,Gross Profit,77.57,78.54,72.12,137.05,97.45,70.93,54.78,57.17,65.82,54.08,39.85,72.37,67.4,61.02,46.91,111.17,85.81,57.88,26.38,105.71,Upgrade
6,"Selling, General & Admin",78.3,72,66.01,78.58,76.03,72.25,65.17,89.23,75.42,71.3,70.3,104.42,80.13,86.73,72.95,81.36,50.49,38,37.7,40.82,Upgrade
7,Research & Development,4.78,4.08,3.76,4.75,4.96,4.84,5.03,5.9,5.1,5.61,4.9,7.16,3.64,5,4.72,6.84,3.45,4.22,3.1,3.47,Upgrade
8,Other Operating Expenses,-1.25,3.87,0.73,2.94,1.89,3.43,0.23,14.57,2.17,-1.07,-2.99,9.45,1.53,1.03,0.52,6.21,2.88,1.6,1.65,6.28,Upgrade
